constituency_id,name,state,mp_id
C_MAHARA_SATARA,SATARA,Maharashtra,MP_B8A57D8E
C_TAMIL__KARUR,KARUR,Tamil Nadu,MP_CB13AF37
C_TAMIL__CHENNAI_SOUTH,CHENNAI SOUTH,Tamil Nadu,MP_9B3E5102
C_HARYAN_BHIWANI_MAHENDRA,BHIWANI MAHENDRAGARH,Haryana,MP_4381DF19
C_TAMIL__DHARAMAPURI,DHARAMAPURI,Tamil Nadu,MP_857798C3
C_UTTAR__ETAWAH_SC,ETAWAH(SC),Uttar Pradesh,MP_7D9979F1
C_MADHYA_MANDLA_ST,MANDLA(ST),Madhya Pradesh,MP_608B715D
C_UTTAR__FARRUKHABAD,FARRUKHABAD,Uttar Pradesh,MP_D9B097ED
C_WEST_B_MALDAHA_UTTAR,MALDAHA UTTAR,West Bengal,MP_F99E6203
C_UTTAR__GHAZIABAD,GHAZIABAD,Uttar Pradesh,MP_66965FF0
C_KARNAT_UDUPI_CHIKMAGALU,UDUPI CHIKMAGALUR,Karnataka,MP_7241AC3B
C_WEST_B_BAHARAMPUR,BAHARAMPUR,West Bengal,MP_53ADD95E
C_KARNAT_CHIKKODI,CHIKKODI,Karnataka,MP_376A96F9
C_WEST_B_RANAGHAT_SC,RANAGHAT(SC),West Bengal,MP_9589219F
C_TAMIL__THOOTHUKKUDI,THOOTHUKKUDI,Tamil Nadu,MP_C3750EC9
C_WEST_B_BARDHAMAN_DURGAP,BARDHAMAN-DURGAPUR,West Bengal,MP_5C13DCEA
C_TELANG_CHELVELLA,CHELVELLA,Telangana,MP_539E4E03
C_BIHAR_KHAGARIA,KHAGARIA,Bihar,MP_F8454555
C_UTTAR__BASTI,BASTI,Uttar Pradesh,MP_D18764D7
C_WEST_B_BARDHAMAN_PURBA,BARDHAMAN PURBA(SC),West Bengal,MP_07C50C5D
C_GUJARA_JUNAGADH,JUNAGADH,Gujarat,MP_B86A9CDD
C_CHHATT_RAIGARH_ST,RAIGARH(ST),Chhattisgarh,MP_C13BA2FE
C_WEST_B_HOWRAH,HOWRAH,West Bengal,MP_0736602E
C_TELANG_MAHABUBABAD,MAHABUBABAD,Telangana,MP_A54C0374
C_HARYAN_KURUKSHETRA,KURUKSHETRA,Haryana,MP_677427E0
C_HIMACH_KANGRA,KANGRA,Himachal Pradesh,MP_BED4CA10
C_WEST_B_KANTHI,KANTHI,West Bengal,MP_3B578E98
C_GUJARA_AMRELI,AMRELI,Gujarat,MP_A8C7482E
C_MADHYA_REWA,REWA,Madhya Pradesh,MP_A4BF96CB
C_GUJARA_JAMNAGAR,JAMNAGAR,Gujarat,MP_44A18339
C_TAMIL__POLLACHI,POLLACHI,Tamil Nadu,MP_3F636C20
C_MADHYA_INDORE,INDORE,Madhya Pradesh,MP_7D50233A
C_ODISHA_CUTTACK,CUTTACK,Odisha,MP_B9BFDDC5
C_TAMIL__SRIPERUMBUDUR,SRIPERUMBUDUR,Tamil Nadu,MP_981C274A
C_WEST_B_KOLKATA_UTTAR,KOLKATA UTTAR,West Bengal,MP_81387B65
C_KARNAT_UTTARA_KANNADA,UTTARA KANNADA,Karnataka,MP_887EB814
C_MADHYA_CHHINDWARA,CHHINDWARA,Madhya Pradesh,MP_1E8267D7
C_TAMIL__CUDDALORE,CUDDALORE,Tamil Nadu,MP_FE512F1A
C_ANDHRA_ARAKU_ST,ARAKU(ST),Andhra Pradesh,MP_20BEA48F
C_MADHYA_DHAR_ST,DHAR(ST),Madhya Pradesh,MP_F3BA758C
C_CHHATT_BILASPUR,BILASPUR,Chhattisgarh,MP_F009F001
C_MADHYA_HOSHANGABAD,HOSHANGABAD,Madhya Pradesh,MP_867CC23A
C_TAMIL__CHENNAI_NORTH,CHENNAI NORTH,Tamil Nadu,MP_6EE56CC1
C_UTTAR__BAREILLY,BAREILLY,Uttar Pradesh,MP_1B61E345
C_BIHAR_KATIHAR,KATIHAR,Bihar,MP_E9DDF348
C_MADHYA_TIKAMGARH_SC,TIKAMGARH(SC),Madhya Pradesh,MP_4D7DA745
C_WEST_B_ASANSOL,ASANSOL,West Bengal,MP_39E6706E
C_DELHI_NEW_DELHI,NEW DELHI,Delhi,MP_59D8CF64
C_ANDHRA_HINDUPUR,HINDUPUR,Andhra Pradesh,MP_0ED24B4F
C_UTTAR__GHOSI,GHOSI,Uttar Pradesh,MP_38B57344
C_TELANG_WARANGEL_SC,WARANGEL(SC),Telangana,MP_2CE4A0AA
C_ODISHA_KORAPUT_ST,KORAPUT(ST),Odisha,MP_BA9319DE
C_RAJAST_JHALAWAR_BARAN,JHALAWAR-BARAN,Rajasthan,MP_C1941BB7
C_UTTAR__GONDA,GONDA,Uttar Pradesh,MP_EF9109C1
C_HARYAN_HISAR,HISAR,Haryana,MP_3CB57707
C_MADHYA_DEWAS_SC,DEWAS(SC),Madhya Pradesh,MP_0072E72A
C_UTTAR__PRATAPGARH,PRATAPGARH,Uttar Pradesh,MP_0750EC6F
C_UTTARA_TEHRI_GARHWAL,TEHRI GARHWAL,Uttarakhand,MP_594A0E84
C_UTTAR__CHANDAULI,CHANDAULI,Uttar Pradesh,MP_3A7D0B67
C_UTTAR__BADAUN,BADAUN,Uttar Pradesh,MP_2C2C6C0C
C_UTTAR__BAHRAICH_SC,BAHRAICH(SC),Uttar Pradesh,MP_DB81EF0B
C_UTTAR__LUCKNOW,LUCKNOW,Uttar Pradesh,MP_805F7C44
C_KARNAT_CHITRADURGA_SC,CHITRADURGA(SC),Karnataka,MP_5B8FAB3A
C_UTTAR__MAHARAJGANJ_UP,MAHARAJGANJ_UP,Uttar Pradesh,MP_5274B0E2
C_KARNAT_KOPPAL,KOPPAL,Karnataka,MP_6AFCC223
C_BIHAR_DARBHANGA,DARBHANGA,Bihar,MP_CEE750F4
C_TAMIL__TIRUCHIRAPPALLI,TIRUCHIRAPPALLI,Tamil Nadu,MP_A55DF767
C_BIHAR_UJJARPUR,UJJARPUR,Bihar,MP_15B7B05C
C_WEST_B_JANGIPUR,JANGIPUR,West Bengal,MP_46CDB7A6
C_UTTAR__ETAH,ETAH,Uttar Pradesh,MP_94826E77
C_WEST_B_GHATAL,GHATAL,West Bengal,MP_8D9941C1
C_WEST_B_JADAVPUR,JADAVPUR,West Bengal,MP_A81AE3F9
C_MANIPU_OUTER_MANIPUR_ST,OUTER MANIPUR(ST),Manipur,MP_EA725E22
C_RAJAST_JALORE,JALORE,Rajasthan,MP_6F724DC0
C_BIHAR_VALMIKI_NAGAR,VALMIKI NAGAR,Bihar,MP_2D3980AB
C_UTTAR__KANNAUJ,KANNAUJ,Uttar Pradesh,MP_40D50BB4
C_GUJARA_BHARUCH,BHARUCH,Gujarat,MP_2D657CC1
C_CHANDI_CHANDIGARH,CHANDIGARH,Chandigarh,MP_AC15D045
C_KARNAT_BAGALKOT,BAGALKOT,Karnataka,MP_29F4D44C
C_UTTAR__BARABANKI_SC,BARABANKI(SC),Uttar Pradesh,MP_F33D357A
C_GUJARA_MAHESANA,MAHESANA,Gujarat,MP_4911CFC2
C_GUJARA_BHAVNAGAR,BHAVNAGAR,Gujarat,MP_01B99BFB
C_GUJARA_SURAT,SURAT,Gujarat,MP_273069F7
C_GOA_SOUTH_GOA,SOUTH GOA,Goa,MP_107AA9C8
C_MADHYA_KHAJURAHO,KHAJURAHO,Madhya Pradesh,MP_9D56EE6B
C_WEST_B_MEDINIPUR,MEDINIPUR,West Bengal,MP_0003B4F7
C_KARNAT_CHIKBALLAPUR,CHIKBALLAPUR,Karnataka,MP_BC3AB118
C_KARNAT_KOLAR_SC,KOLAR(SC),Karnataka,MP_BB3C4E4E
C_TRIPUR_TRIPURA_EAST_ST,TRIPURA EAST(ST),Tripura,MP_447FAA09
C_ODISHA_BHUBANESWAR,BHUBANESWAR,Odisha,MP_7BB884DB
C_PUNJAB_LUDHIANA,LUDHIANA,Punjab,MP_820F34E5
C_KERALA_KOTTAYAM,KOTTAYAM,Kerala,MP_6333A615
C_BIHAR_MUZAFFARPUR,MUZAFFARPUR,Bihar,MP_D11A41BE
C_MEGHAL_SHILLONG,SHILLONG,Meghalaya,MP_49C2ECF6
C_MAHARA_BEED,BEED,Maharashtra,MP_A0256303
C_ANDHRA_ANANTAPUR,ANANTAPUR,Andhra Pradesh,MP_4F80032A
C_ODISHA_KEONJHAR_ST,KEONJHAR(ST),Odisha,MP_25524A1E
C_ANDHRA_NANDYAL,NANDYAL,Andhra Pradesh,MP_6D5ACF00
C_UTTAR__AKBARPUR,AKBARPUR,Uttar Pradesh,MP_29CD03BF
C_DELHI_SOUTH_DELHI,SOUTH DELHI,Delhi,MP_5B43C7F0
C_MAHARA_BARAMATI,BARAMATI,Maharashtra,MP_6ED03CD2
C_KARNAT_BANGALORE_NORTH,BANGALORE NORTH,Karnataka,MP_A2E5FEFA
C_MADHYA_JABALPUR,JABALPUR,Madhya Pradesh,MP_B59CE63F
C_KARNAT_DAKSHINA_KANNADA,DAKSHINA KANNADA,Karnataka,MP_6C329AB9
C_BIHAR_KARAKAT,KARAKAT,Bihar,MP_880F84F7
C_DELHI_WEST_DELHI,WEST DELHI,Delhi,MP_C9AB31EA
C_ASSAM_BARPETA,BARPETA,Assam,MP_D5B0E16D
C_UTTAR__MATHURA,MATHURA,Uttar Pradesh,MP_A7F8A91D
C_KARNAT_SHIMOGA,SHIMOGA,Karnataka,MP_8E206673
C_MAHARA_HATKANANGLE,HATKANANGLE,Maharashtra,MP_2CC0EA3A
C_KARNAT_MYSORE,MYSORE,Karnataka,MP_248A31D6
C_TELANG_NALGONDA,NALGONDA,Telangana,MP_9B4DAEBD
C_GUJARA_SURENDRANAGAR,SURENDRANAGAR,Gujarat,MP_3C173016
C_WEST_B_MALDAHA_DAKSHIN,MALDAHA DAKSHIN,West Bengal,MP_7843972D
C_ODISHA_KENDRAPARA,KENDRAPARA,Odisha,MP_8556498F
C_UTTAR__MAINPURI,MAINPURI,Uttar Pradesh,MP_5EADCB44
C_UTTAR__BAGHPAT,BAGHPAT,Uttar Pradesh,MP_EB6F77DF
C_BIHAR_JAMUI_SC,JAMUI(SC),Bihar,MP_EEF7A8CE
C_KERALA_PALAKKAD,PALAKKAD,Kerala,MP_527A1B44
C_MAHARA_MUMBAI_NORTH_CEN,MUMBAI NORTH-CENTRAL,Maharashtra,MP_CA9BA1A0
C_JAMMU__JAMMU,JAMMU,Jammu And Kashmir,MP_33EEE541
C_MADHYA_RATLAM_ST,RATLAM(ST),Madhya Pradesh,MP_27D0B6EB
C_TAMIL__THENI,THENI,Tamil Nadu,MP_50E0197A
C_GUJARA_AHMEDABAD_WEST_S,AHMEDABAD WEST(SC),Gujarat,MP_DACD6A7E
C_UTTAR__AZAMGARH,AZAMGARH,Uttar Pradesh,MP_B980831E
C_UTTAR__SANT_KABIR_NAGAR,SANT KABIR NAGAR,Uttar Pradesh,MP_2B14E11A
C_MAHARA_MADHA,MADHA,Maharashtra,MP_970DF581
C_ASSAM_SONITPUR,SONITPUR,Assam,MP_029E40B4
C_ANDHRA_GUNTUR,GUNTUR,Andhra Pradesh,MP_3BA586E1
C_MAHARA_AURANGABAD_MH,AURANGABAD_MH,Maharashtra,MP_0ED24D59
C_PUNJAB_GURDASPUR,GURDASPUR,Punjab,MP_B7147B3B
C_MANIPU_INNER_MANIPUR,INNER MANIPUR,Manipur,MP_F213F34C
C_UTTAR__GORAKHPUR,GORAKHPUR,Uttar Pradesh,MP_D6B1471F
C_ANDHRA_SRIKAKULAM,SRIKAKULAM,Andhra Pradesh,MP_B460D11A
C_TELANG_KHAMMAM,KHAMMAM,Telangana,MP_BC83F246
C_MAHARA_GADCHIROLI_CHIMU,GADCHIROLI-CHIMUR(ST),Maharashtra,MP_9A1A0F87
C_KERALA_THIRUVANANTHAPUR,THIRUVANANTHAPURAM,Kerala,MP_9A54FF62
C_BIHAR_BHAGALPUR,BHAGALPUR,Bihar,MP_041F6A15
C_ANDHRA_ONGOLE,ONGOLE,Andhra Pradesh,MP_EBDDB507
C_TRIPUR_TRIPURA_WEST,TRIPURA WEST,Tripura,MP_040AAAA9
C_RAJAST_BARMER,BARMER,Rajasthan,MP_621FBFED
C_KARNAT_TUMKUR,TUMKUR,Karnataka,MP_06FFE707
C_ODISHA_ASKA,ASKA,Odisha,MP_31145853
C_UTTAR__MORADABAD,MORADABAD,Uttar Pradesh,MP_9A34746C
C_UTTAR__JAUNPUR,JAUNPUR,Uttar Pradesh,MP_1C9298AA
C_MAHARA_WARDHA,WARDHA,Maharashtra,MP_96794452
C_MAHARA_KOLHAPUR,KOLHAPUR,Maharashtra,MP_B8D7302D
C_PUNJAB_FATEHGARH_SAHIB,FATEHGARH SAHIB(SC),Punjab,MP_CAB593C6
C_KARNAT_BIJAPUR_SC,BIJAPUR(SC),Karnataka,MP_D52455CE
C_JAMMU__ANANTNAG,ANANTNAG,Jammu And Kashmir,MP_B53BD00F
C_UTTAR__FATEHPUR,FATEHPUR,Uttar Pradesh,MP_5351D4AA
C_GUJARA_VALSAD_ST,VALSAD(ST),Gujarat,MP_C99AEA87
C_MAHARA_AHMEDNAGAR,AHMEDNAGAR,Maharashtra,MP_D2A96F7C
C_ANDHRA_NELLORE_SC,NELLORE(SC),Andhra Pradesh,MP_7F4B8282
C_HIMACH_HAMIRPUR_HP,HAMIRPUR_HP,Himachal Pradesh,MP_DA1845BB
C_UTTAR__ALIGARH,ALIGARH,Uttar Pradesh,MP_0A131770
C_KARNAT_HASSAN,HASSAN,Karnataka,MP_9BB6CCAC
C_TAMIL__MAYILADUTHURAI,MAYILADUTHURAI,Tamil Nadu,MP_7CF7334E
C_BIHAR_GAYA__SC,GAYA (SC),Bihar,MP_7F7C524D
C_MAHARA_JALNA,JALNA,Maharashtra,MP_23F667E2
C_TELANG_MAHABUBNAGAR,MAHABUBNAGAR,Telangana,MP_C8228840
C_UTTAR__KHERI,KHERI,Uttar Pradesh,MP_4B898173
C_ODISHA_NABARANGPUR_ST,NABARANGPUR(ST),Odisha,MP_AD612712
C_MAHARA_HINGOLI,HINGOLI,Maharashtra,MP_7C669D55
C_MADHYA_BALAGHAT,BALAGHAT,Madhya Pradesh,MP_29EA64F1
C_KARNAT_DAVANAGERE,DAVANAGERE,Karnataka,MP_AE380E78
C_ANDHRA_VIZIANAGARAM,VIZIANAGARAM,Andhra Pradesh,MP_2FFF34BC
C_HARYAN_SIRSA_SC,SIRSA(SC),Haryana,MP_527C853B
C_KERALA_THRISSUR,THRISSUR,Kerala,MP_0693B631
C_TAMIL__CHIDAMBARAM_SC,CHIDAMBARAM(SC),Tamil Nadu,MP_1E95CBC8
C_UTTAR__MISRIKH_SC,MISRIKH(SC),Uttar Pradesh,MP_EC011E7C
C_ASSAM_DIBRUGARH,DIBRUGARH,Assam,MP_2FF6A47E
C_UTTARA_NAINITAL_UDHAM_S,NAINITAL UDHAM SINGH NAG.,Uttarakhand,MP_88674171
C_GUJARA_BANASKANTHA,BANASKANTHA,Gujarat,MP_F5F16BAE
C_BIHAR_MAHARAJGANJ_BR,MAHARAJGANJ_BR,Bihar,MP_4D0198B3
C_GUJARA_PANCHMAHAL,PANCHMAHAL,Gujarat,MP_37DC3D31
C_UTTARA_ALMORA_SC,ALMORA(SC),Uttarakhand,MP_41A8043E
C_KARNAT_HAVERI,HAVERI,Karnataka,MP_DEA55D8A
C_TAMIL__KRISHNAGIRI,KRISHNAGIRI,Tamil Nadu,MP_6677F998
C_ODISHA_JAJPUR_SC,JAJPUR(SC),Odisha,MP_453151B2
C_TAMIL__KALLAKURICHI,KALLAKURICHI,Tamil Nadu,MP_3BA561D8
C_RAJAST_JAIPUR_RURAL,JAIPUR RURAL,Rajasthan,MP_01B6FBB6
C_MAHARA_SANGLI,SANGLI,Maharashtra,MP_8B64D245
C_HARYAN_KARNAL,KARNAL,Haryana,MP_F6DD3999
C_KERALA_ATTINGAL,ATTINGAL,Kerala,MP_0528EFBD
C_MADHYA_BHOPAL,BHOPAL,Madhya Pradesh,MP_A2DBA7FE
C_ANDAMA_ANDAMAN_AND_NICO,ANDAMAN AND NICOBAR ISLANDS,Andaman And Nicobar Islands,MP_C1478E07
C_KERALA_VADAKARA,VADAKARA,Kerala,MP_9811D463
C_TAMIL__TIRUNELVELI,TIRUNELVELI,Tamil Nadu,MP_2B83B8E9
C_WEST_B_ALIPURDUARS_ST,ALIPURDUARS(ST),West Bengal,MP_E3A6C738
C_GUJARA_PORBANDAR,PORBANDAR,Gujarat,MP_54DEB699
C_CHHATT_KANKER_ST,KANKER(ST),Chhattisgarh,MP_29F90DD9
C_BIHAR_ARRAH,ARRAH,Bihar,MP_8944C4BD
C_JHARKH_LOHARDAGA_ST,LOHARDAGA(ST),Jharkhand,MP_BF30F0FF
C_MAHARA_SHIRDI_SC,SHIRDI(SC),Maharashtra,MP_5DE004A4
C_JAMMU__SRINAGAR,SRINAGAR,Jammu And Kashmir,MP_A1D4AF5B
C_TAMIL__RAMANATHAPURAM,RAMANATHAPURAM,Tamil Nadu,MP_5AA2B4CB
C_RAJAST_DAUSA_ST,DAUSA(ST),Rajasthan,MP_402AD9CA
C_JHARKH_PALAMU_SC,PALAMU(SC),Jharkhand,MP_47B5A2E5
C_TAMIL__NAGAPATTINAM_SC,NAGAPATTINAM(SC),Tamil Nadu,MP_6145422B
C_UTTAR__BULANDSHAHR_SC,BULANDSHAHR(SC),Uttar Pradesh,MP_868CC79B
C_KARNAT_RAICHUR_ST,RAICHUR(ST),Karnataka,MP_880E8CCA
C_MADHYA_GWALIOR,GWALIOR,Madhya Pradesh,MP_EE61FF91
C_ODISHA_BHADRAK_SC,BHADRAK(SC),Odisha,MP_B8580343
C_RAJAST_RAJSAMAND,RAJSAMAND,Rajasthan,MP_42B8ADFE
C_JHARKH_KODARMA,KODARMA,Jharkhand,MP_51C1FB0C
C_ODISHA_KANDHAMAL,KANDHAMAL,Odisha,MP_04A80A6C
C_ANDHRA_RAJAHMUNDRY,RAJAHMUNDRY,Andhra Pradesh,MP_FEB05B37
C_UTTAR__SAHARANPUR,SAHARANPUR,Uttar Pradesh,MP_6F1306B9
C_KERALA_WAYANAD,WAYANAD,Kerala,MP_85637383
C_ASSAM_DARRANG_UDALGURI,DARRANG-UDALGURI,Assam,MP_70218212
C_KERALA_KOZHIKODE,KOZHIKODE,Kerala,MP_8FDD8C6A
C_UTTAR__PHULPUR,PHULPUR,Uttar Pradesh,MP_C460F150
C_BIHAR_NALANDA,NALANDA,Bihar,MP_63AD6BF9
C_ODISHA_BALASORE,BALASORE,Odisha,MP_DBAC11F2
C_WEST_B_BANGAON_SC,BANGAON(SC),West Bengal,MP_3361A68B
C_TELANG_KARIMNAGAR,KARIMNAGAR,Telangana,MP_3BF6EE80
C_KERALA_MALAPPURAM,MALAPPURAM,Kerala,MP_1F944C96
C_ODISHA_JAGATSINGHPUR_SC,JAGATSINGHPUR(SC),Odisha,MP_D1E33F06
C_MAHARA_RAIGAD,RAIGAD,Maharashtra,MP_D265CC6B
C_KARNAT_CHAMARAJANAGAR_S,CHAMARAJANAGAR(SC),Karnataka,MP_7D7758C9
C_ODISHA_MAYURBHANJ__ST,MAYURBHANJ (ST),Odisha,MP_7936A3BD
C_ASSAM_KOKRAJHAR__ST,KOKRAJHAR (ST),Assam,MP_5908DD76
C_ANDHRA_KAKINADA,KAKINADA,Andhra Pradesh,MP_32B367BB
C_DELHI_CHANDINI_CHOWK,CHANDINI CHOWK,Delhi,MP_AC08C4D8
C_ODISHA_PURI,PURI,Odisha,MP_0786935A
C_TELANG_PEDDAPALLE,PEDDAPALLE,Telangana,MP_2DF3DC49
C_KARNAT_BELLARY_ST,BELLARY(ST),Karnataka,MP_FACE8C31
C_PUNJAB_JALANDHAR_SC,JALANDHAR(SC),Punjab,MP_9B4297C3
C_GUJARA_GANDHINAGAR,GANDHINAGAR,Gujarat,MP_0B194489
C_TAMIL__COIMBATORE,COIMBATORE,Tamil Nadu,MP_40F64466
C_GUJARA_CHHOTA_UDAIPUR_S,CHHOTA UDAIPUR(ST),Gujarat,MP_ABF91FAE
C_UTTAR__MIRZAPUR,MIRZAPUR,Uttar Pradesh,MP_FF7AB238
C_KERALA_PONNANI,PONNANI,Kerala,MP_ACB4077C
