transaction_id,canonical_work_id,official_work_id,parliament,source_dataset,source_row_id,vendor_name,ida_agency,work_status,transaction_amount,transaction_date,state,constituency,mp_name
TX_RA_001174,CW_RA_EXP_001174,WS/MP235/2025-2026/274835,rajya_sabha,expenditure,1173,Vishal Cement Store,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,152000.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001175,CW_RA_EXP_001175,WS/MP235/2025-2026/274835,rajya_sabha,expenditure,1174,Vishal Cement Store,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,165360.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001176,CW_RA_EXP_001176,WS/MP225/2026-2027/282016,rajya_sabha,expenditure,1175,Bhuwneshwar Tiwari,Sarangarh-Bilaigarh(Collector SB_IDA),Payment Success,490000.0,,Chhattisgarh,,Ranjeet Ranjan (2022-28) (2022-2028)
TX_RA_001177,CW_RA_EXP_001177,WS/MP235/2026-2027/277161,rajya_sabha,expenditure,1176,Rajasthan Pathar Udyog,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,150000.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001178,CW_RA_EXP_001178,WS/MP235/2026-2027/277162,rajya_sabha,expenditure,1177,Rajasthan Pathar Udyog,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,83450.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001179,CW_RA_EXP_001179,WS/MP235/2026-2027/277161,rajya_sabha,expenditure,1178,Shubam Electricals,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,160000.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001180,CW_RA_EXP_001180,WS/MP235/2026-2027/277159,rajya_sabha,expenditure,1179,Shubam Electricals,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,27333.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001181,CW_RA_EXP_001181,WS/MP844/2025-2026/221383,rajya_sabha,expenditure,1180,Voltec Systems India,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Payment Success,763649.0,,Punjab,,Vikramjit Singh Sahney (2022-28) (2022-2028)
TX_RA_001182,CW_RA_EXP_001182,WS/MP844/2025-2026/221383,rajya_sabha,expenditure,1181,Voltec Systems India,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Payment Success,1697797.0,,Punjab,,Vikramjit Singh Sahney (2022-28) (2022-2028)
TX_RA_001183,CW_RA_EXP_001183,WS/MP844/2026-2027/280124,rajya_sabha,expenditure,1182,Voltec Systems India,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Payment Success,2401634.0,,Punjab,,Vikramjit Singh Sahney (2022-28) (2022-2028)
TX_RA_001184,CW_RA_EXP_001184,WS/MP844/2025-2026/221383,rajya_sabha,expenditure,1183,Rama Electric And Machinary Stores,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Payment Success,1278601.0,,Punjab,,Vikramjit Singh Sahney (2022-28) (2022-2028)
TX_RA_001185,CW_RA_EXP_001185,WS/MP235/2026-2027/277159,rajya_sabha,expenditure,1184,New Singh Marble,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,57820.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001186,CW_RA_EXP_001186,WS/MP235/2026-2027/277161,rajya_sabha,expenditure,1185,New Singh Marble,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,92606.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001187,CW_RA_EXP_001187,WS/MP850/2024-2025/103005,rajya_sabha,expenditure,1186,Vaseem Contractor,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Payment Success,240663.0,,Uttarakhand,,Naresh Bansal (2020-26) (2020-2026)
TX_RA_001188,CW_RA_EXP_001188,WS/MP18329/2026-2027/205457,rajya_sabha,expenditure,1187,Muhammed Sadiq,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),Payment Success,403899.0,,Kerala,,Haris Beeran (2024-30) (2024-2030)
TX_RA_001189,CW_RA_EXP_001189,WS/MP096/2026-2027/182033,rajya_sabha,expenditure,1188,Muhammed Sadiq,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),Payment Success,1239866.0,,Kerala,,Abdul Wahab (2021-27) (2021-2027)
TX_RA_001190,CW_RA_EXP_001190,WS/MP202/2026-2027/258247,rajya_sabha,expenditure,1189,Jp Acadamy Barwa Kalan,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Payment Success,381000.0,,Uttar Pradesh,,Seema Dwivedi (2020-26) (2020-2026)
TX_RA_001191,CW_RA_EXP_001191,WS/MP18298/2025-2026/173973,rajya_sabha,expenditure,1190,Mahadev Construction,PALI(DISTRICT COLLECTOR PALI_IDA),Payment Success,250263.0,,Rajasthan,,Madan Rathore (2024-30) (2024-2030)
TX_RA_001192,CW_RA_EXP_001192,WS/MP131/2024-2025/92627,rajya_sabha,expenditure,1191,Royality Bdo Begunia,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Payment Success,15666.0,,Odisha,,Sasmit Patra (2022-28) (2022-2028)
TX_RA_001193,CW_RA_EXP_001193,WS/MP235/2026-2027/277160,rajya_sabha,expenditure,1192,Amandeep Singh Sandhu,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,42705.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001194,CW_RA_EXP_001194,WS/MP235/2026-2027/277159,rajya_sabha,expenditure,1193,Amandeep Singh Sandhu,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,18882.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001195,CW_RA_EXP_001195,WS/MP235/2026-2027/277160,rajya_sabha,expenditure,1194,Amandeep Singh Sandhu,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,59683.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001196,CW_RA_EXP_001196,WS/MP235/2026-2027/277159,rajya_sabha,expenditure,1195,Amandeep Singh Sandhu,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,58933.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001197,CW_RA_EXP_001197,WS/MP235/2026-2027/277159,rajya_sabha,expenditure,1196,Pankaj Kumar Kalra Bko,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,35448.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001198,CW_RA_EXP_001198,WS/MP235/2026-2027/277160,rajya_sabha,expenditure,1197,Pankaj Kumar Kalra Bko,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,29792.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001199,CW_RA_EXP_001199,WS/MP235/2026-2027/277159,rajya_sabha,expenditure,1198,Pankaj Kumar Kalra Bko,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,11760.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001200,CW_RA_EXP_001200,WS/MP235/2026-2027/277160,rajya_sabha,expenditure,1199,Pankaj Kumar Kalra Bko,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,78400.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001201,CW_RA_EXP_001201,WS/MP131/2024-2025/92627,rajya_sabha,expenditure,1200,Chita Ranjan Mishra,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Payment Success,268472.0,,Odisha,,Sasmit Patra (2022-28) (2022-2028)
TX_RA_001202,CW_RA_EXP_001202,WS/MP18285/2024-2025/145248,rajya_sabha,expenditure,1201,Pal Balaji Construction,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Payment Success,699952.0,,Rajasthan,,Chunnilal Garasiya (2024-30) (2024-2030)
TX_RA_001203,CW_RA_EXP_001203,WS/MP224/2026-2027/284728,rajya_sabha,expenditure,1202,Gram Panchayat Nawagaon Sa,DHAMTARI(DISTRICT COLLECTOR DHAMTARI_IDA),Payment Success,500000.0,,Chhattisgarh,,Phulo Devi Netam (2026-32) (2026-2032)
TX_RA_001204,CW_RA_EXP_001204,WS/MP071/2025-2026/182332,rajya_sabha,expenditure,1203,Amarjyoti Borthakur,GOLAGHAT(Deputy Commissioner Golaghat_IDA),Payment Success,999517.0,,Assam,,Pabitra Margherita (2022-28) (2022-2028)
TX_RA_001205,CW_RA_EXP_001205,WS/MP18405/2025-2026/228378,rajya_sabha,expenditure,1204,Abdul Gafoor C K,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Payment Success,827307.0,,Kerala,,P. P. Suneer (2024-30) (2024-2030)
TX_RA_001206,CW_RA_EXP_001206,WS/MP18286/2026-2027/234330,rajya_sabha,expenditure,1205,The Pacific Group,PUNE(DISTRICT COLLECTOR PUNE_IDA),Payment Success,992771.0,,Maharashtra,,Medha Vishram Kulkarni (2024-30) (2024-2030)
TX_RA_001207,CW_RA_EXP_001207,WS/MP18294/2025-2026/206507,rajya_sabha,expenditure,1206,Gram Panchayat Lakhegaon,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),Payment Success,999852.0,,Maharashtra,,Praful Patel (2024-30) (2024-2030)
TX_RA_001208,CW_RA_EXP_001208,WS/MP18294/2025-2026/206509,rajya_sabha,expenditure,1207,Gram Panchayat Sarandi,GONDIA(DISTRICT COLLECTOR GONDIA_IDA),Payment Success,499754.0,,Maharashtra,,Praful Patel (2024-30) (2024-2030)
TX_RA_001209,CW_RA_EXP_001209,WS/MP18373/2025-2026/241568,rajya_sabha,expenditure,1208,Chwc Gadepalem Kotireddy,PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA),Payment Success,423120.0,,Andhra Pradesh,,Yerram Venkata Subba Reddy (2024-30) (2024-2030)
TX_RA_001210,CW_RA_EXP_001210,WS/MP18292/2026-2027/145087,rajya_sabha,expenditure,1209,Swami Samarth Services,NANDED(DISTRICT COLLECTOR NANDED_IDA),Payment Success,2999000.0,,Maharashtra,,Ajeet Madhavrao Gopchade (2024-30) (2024-2030)
TX_RA_001211,CW_RA_EXP_001211,WS/MP891/2025-2026/197977,rajya_sabha,expenditure,1210,Jali Construction,MORBI(District collector Morbi_IDA),Payment Success,661488.0,,Gujarat,,Kesridevsinh Jhala (2023-29) (2023-2029)
TX_RA_001212,CW_RA_EXP_001212,WS/MP235/2025-2026/274837,rajya_sabha,expenditure,1211,Gurkirtan Singh,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,68900.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001213,CW_RA_EXP_001213,WS/MP844/2025-2026/259911,rajya_sabha,expenditure,1212,Gurcharan Singh Contractor,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),Payment Success,312150.0,,Punjab,,Vikramjit Singh Sahney (2022-28) (2022-2028)
TX_RA_001214,CW_RA_EXP_001214,WS/MP844/2025-2026/259911,rajya_sabha,expenditure,1213,Gurcharan Singh Contractor,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),Payment Success,471508.0,,Punjab,,Vikramjit Singh Sahney (2022-28) (2022-2028)
TX_RA_001215,CW_RA_EXP_001215,WS/MP078/2025-2026/197575,rajya_sabha,expenditure,1214,Saraswati Vidya Mandir Shimla,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Payment Success,500000.0,,Himachal Pradesh,,Sikander Kumar (2022-28) (2022-2028)
TX_RA_001216,CW_RA_EXP_001216,WS/MP18282/2025-2026/200135,rajya_sabha,expenditure,1215,Rudra Bahadur Gurung,"Namchi(IMPLEMENTING DISTRICT AGENCY, NAMCHI)",Payment Success,998562.0,,Sikkim,,Dorjee Tshering Lepcha (2024-30) (2024-2030)
TX_RA_001217,CW_RA_EXP_001217,WS/MP831/2024-2025/165181,rajya_sabha,expenditure,1216,Sarma Enterprise Hardware,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),Payment Success,153362.0,,Assam,,Rwngwra Narzary (2022-28) (2022-2028)
TX_RA_001218,CW_RA_EXP_001218,WS/MP831/2024-2025/165181,rajya_sabha,expenditure,1217,Sarma Enterprise Hardware,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),Payment Success,41806.0,,Assam,,Rwngwra Narzary (2022-28) (2022-2028)
TX_RA_001219,CW_RA_EXP_001219,WS/MP831/2024-2025/165181,rajya_sabha,expenditure,1218,Sarma Enterprise Hardware,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),Payment Success,31378.0,,Assam,,Rwngwra Narzary (2022-28) (2022-2028)
TX_RA_001220,CW_RA_EXP_001220,WS/MP831/2024-2025/165181,rajya_sabha,expenditure,1219,Sarma Enterprise Hardware,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),Payment Success,20864.0,,Assam,,Rwngwra Narzary (2022-28) (2022-2028)
TX_RA_001221,CW_RA_EXP_001221,WS/MP831/2024-2025/165181,rajya_sabha,expenditure,1220,Sarma Enterprise Hardware,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),Payment Success,63240.0,,Assam,,Rwngwra Narzary (2022-28) (2022-2028)
TX_RA_001222,CW_RA_EXP_001222,WS/MP18403/2026-2027/275425,rajya_sabha,expenditure,1221,Deloli Gram Panchayat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Payment Success,450000.0,,Gujarat,,Mayankkumar Nayak (2024-30) (2024-2030)
TX_RA_001223,CW_RA_EXP_001223,WS/MP18381/2026-2027/270596,rajya_sabha,expenditure,1222,S S Constructions,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Payment Success,460627.0,,Telangana,,Renuka Chowdhury (2024-30) (2024-2030)
TX_RA_001224,CW_RA_EXP_001224,WS/MP18381/2026-2027/270603,rajya_sabha,expenditure,1223,S S Constructions,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Payment Success,307070.0,,Telangana,,Renuka Chowdhury (2024-30) (2024-2030)
TX_RA_001225,CW_RA_EXP_001225,WS/MP235/2026-2027/290371,rajya_sabha,expenditure,1224,Gill Pipe Industry,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Payment Success,130510.0,,Punjab,,Sandeep Kumar Pathak (2022-28) (2022-2028)
TX_RA_001226,CW_RA_EXP_001226,WS/MP18282/2025-2026/192721,rajya_sabha,expenditure,1225,Nima Chandra Tamang,"Namchi(IMPLEMENTING DISTRICT AGENCY, NAMCHI)",Payment Success,998661.0,,Sikkim,,Dorjee Tshering Lepcha (2024-30) (2024-2030)
TX_RA_001227,CW_RA_EXP_001227,WS/MP166/2024-2025/148075,rajya_sabha,expenditure,1226,Bright Constructions,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),Payment Success,1800000.0,,Tamil Nadu,,K.R.N. Rajeshkumar (2022-28) (2022-2028)
TX_RA_001228,CW_RA_EXP_001228,WS/MP166/2025-2026/218139,rajya_sabha,expenditure,1227,Raju N,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),Payment Success,700000.0,,Tamil Nadu,,K.R.N. Rajeshkumar (2022-28) (2022-2028)
TX_RA_001229,CW_RA_EXP_001229,WS/MP166/2025-2026/218138,rajya_sabha,expenditure,1228,Raju N,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),Payment Success,1600000.0,,Tamil Nadu,,K.R.N. Rajeshkumar (2022-28) (2022-2028)
TX_RA_001230,CW_RA_EXP_001230,WS/MP102/2026-2027/271435,rajya_sabha,expenditure,1229,Madhusoodanan K P,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),Payment Success,1942474.0,,Kerala,,Jebi Mather Hisham (2022-28) (2022-2028)
TX_RA_001231,CW_RA_EXP_001231,WS/MP18405/2025-2026/161660,rajya_sabha,expenditure,1230,Ravikumar O,ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA),Payment Success,448900.0,,Kerala,,P. P. Suneer (2024-30) (2024-2030)
TX_RA_001232,CW_RA_EXP_001232,WS/MP18405/2025-2026/168805,rajya_sabha,expenditure,1231,Ravikumar O,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Payment Success,448900.0,,Kerala,,P. P. Suneer (2024-30) (2024-2030)
TX_RA_001233,CW_RA_EXP_001233,WS/MP086/2025-2026/255726,rajya_sabha,expenditure,1232,Bharath D,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Payment Success,498434.0,,Karnataka,,G.C. Chandrashekhar (2024-30) (2024-2030)
TX_RA_001234,CW_RA_EXP_001234,WS/MP104/2026-2027/252090,rajya_sabha,expenditure,1233,Prateek Kumar Patel,DINDORI(District Collector Dindori_IDA),Payment Success,995100.0,,Madhya Pradesh,,L. Murugan (2024-30) (2024-2030)
