transaction_id,canonical_work_id,official_work_id,parliament,source_dataset,source_row_id,vendor_name,ida_agency,work_status,transaction_amount,transaction_date,state,constituency,mp_name
TX_RA_000030,CW_RA_EXP_000030,WS/MP041/2026-2027/261239,rajya_sabha,expenditure,29,Assistant Engineer Bisfi Vidhan Sabha,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Payment In-Progress,1394446.0,,Bihar,,Faiyaz Ahmad (2022-28) (2022-2028)
TX_RA_000031,CW_RA_EXP_000031,WS/MP041/2026-2027/261242,rajya_sabha,expenditure,30,Assistant Engineer Bisfi Vidhan Sabha,MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA),Payment In-Progress,1172310.0,,Bihar,,Faiyaz Ahmad (2022-28) (2022-2028)
TX_RA_000032,CW_RA_EXP_000032,WS/MP18297/2025-2026/263024,rajya_sabha,expenditure,31,Gp Devikheda,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Payment In-Progress,600000.0,,Madhya Pradesh,,Balyogi Umeshnath (2024-30) (2024-2030)
TX_RA_000033,CW_RA_EXP_000033,WS/MP104/2026-2027/273231,rajya_sabha,expenditure,32,Gp Lasudiyabechar,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Payment In-Progress,960000.0,,Madhya Pradesh,,L. Murugan (2024-30) (2024-2030)
TX_RA_000034,CW_RA_EXP_000034,WS/MP847/2024-2025/151101,rajya_sabha,expenditure,33,Shyam Swaroop Manufacturere,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Payment In-Progress,42433.0,,Uttar Pradesh,,Baburam Nishad (2022-28) (2022-2028)
TX_RA_000035,CW_RA_EXP_000035,WS/MP847/2024-2025/151102,rajya_sabha,expenditure,34,Shyam Swaroop Manufacturere,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Payment In-Progress,42433.0,,Uttar Pradesh,,Baburam Nishad (2022-28) (2022-2028)
TX_RA_000036,CW_RA_EXP_000036,WS/MP847/2024-2025/151100,rajya_sabha,expenditure,35,Shyam Swaroop Manufacturere,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),Payment In-Progress,42433.0,,Uttar Pradesh,,Baburam Nishad (2022-28) (2022-2028)
TX_RA_000037,CW_RA_EXP_000037,WS/MP140/2024-2025/164182,rajya_sabha,expenditure,36,Gupta Brothers,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Payment In-Progress,10500.0,,Punjab,,Sant Balbir Singh (2022-28) (2022-2028)
TX_RA_000038,CW_RA_EXP_000038,WS/MP140/2024-2025/164182,rajya_sabha,expenditure,37,Gupta Brothers,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Payment In-Progress,114000.0,,Punjab,,Sant Balbir Singh (2022-28) (2022-2028)
TX_RA_000039,CW_RA_EXP_000039,WS/MP140/2024-2025/164182,rajya_sabha,expenditure,38,Gupta Brothers,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Payment In-Progress,32000.0,,Punjab,,Sant Balbir Singh (2022-28) (2022-2028)
TX_RA_000040,CW_RA_EXP_000040,WS/MP106/2026-2027/230393,rajya_sabha,expenditure,39,Gram Panchayat Bagaspur,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),Payment In-Progress,150000.0,,Madhya Pradesh,,Vivek K. Tankha (2022-28) (2022-2028)
TX_RA_000041,CW_RA_EXP_000041,WS/MP180/2025-2026/229612,rajya_sabha,expenditure,40,Vinayak Enterprises,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Payment In-Progress,948129.0,,Uttar Pradesh,,K. Laxman (2022-28) (2022-2028)
TX_RA_000042,CW_RA_EXP_000042,WS/MP180/2025-2026/229587,rajya_sabha,expenditure,41,Vinayak Enterprises,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Payment In-Progress,948129.0,,Uttar Pradesh,,K. Laxman (2022-28) (2022-2028)
TX_RA_000043,CW_RA_EXP_000043,WS/MP180/2025-2026/229589,rajya_sabha,expenditure,42,Vinayak Enterprises,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Payment In-Progress,948129.0,,Uttar Pradesh,,K. Laxman (2022-28) (2022-2028)
TX_RA_000044,CW_RA_EXP_000044,WS/MP180/2025-2026/229591,rajya_sabha,expenditure,43,Vinayak Enterprises,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Payment In-Progress,948129.0,,Uttar Pradesh,,K. Laxman (2022-28) (2022-2028)
