parliament,state,mp_name,work_count,sanctioned_work_count,completed_work_count,total_sanctioned_amount,total_expenditure,avg_sanctioned_amount,completion_rate,utilization_rate
rajya_sabha,Uttar Pradesh,B.L. Verma (2020-26) (2020-2026),134,117,13,115336365.92,0.0,985780.9052991453,0.097,0.0
rajya_sabha,Uttar Pradesh,Baburam Nishad (2022-28) (2022-2028),98,37,3,33668924.68,0.0,909970.9372972973,0.031,0.0
rajya_sabha,Uttar Pradesh,Brij Lal (2020-26) (2020-2026),30,23,17,78424652.0,0.0,3409767.4782608696,0.567,0.0
rajya_sabha,Uttar Pradesh,Darshana Singh (2022-28) (2022-2028),55,39,15,166612216.0,0.0,4272108.102564103,0.273,0.0
rajya_sabha,Uttar Pradesh,Dinesh Sharma (2023-26) (2023-2026),91,63,8,83574544.0,0.0,1326580.0634920634,0.088,0.0
rajya_sabha,Uttar Pradesh,Geeta Alias Chandraprabha (2020-26) (2020-2026),78,68,7,60604079.83,0.0,891236.4680882352,0.09,0.0
rajya_sabha,Uttar Pradesh,Hardeep Singh Puri (2020-26) (2020-2026),146,131,15,85916296.27,0.0,655849.5898473283,0.103,0.0
rajya_sabha,Uttar Pradesh,Javed Ali Khan (2022-28) (2022-2028),92,72,6,125702861.0,0.0,1745873.0694444445,0.065,0.0
rajya_sabha,Uttar Pradesh,Jaya Amitabh Bachchan (2024-30) (2024-2030),20,15,1,25222548.0,0.0,1681503.2,0.05,0.0
rajya_sabha,Uttar Pradesh,Jayant Chaudhary (2022-28) (2022-2028),26,17,5,74024036.0,0.0,4354355.05882353,0.192,0.0
rajya_sabha,Uttar Pradesh,K. Laxman (2022-28) (2022-2028),198,176,10,103491238.0,0.0,588018.3977272727,0.051,0.0
rajya_sabha,Uttar Pradesh,Kapil Sibal (2022-28) (2022-2028),83,65,9,63836317.0,0.0,982097.1846153847,0.108,0.0
rajya_sabha,Uttar Pradesh,Laxmikant Bajpayee (2022-28) (2022-2028),64,39,7,71812455.0,0.0,1841345.0,0.109,0.0
rajya_sabha,Uttar Pradesh,Mithlesh Kumar (2022-28) (2022-2028),41,31,6,130184430.0,0.0,4199497.741935484,0.146,0.0
rajya_sabha,Uttar Pradesh,Naveen Jain (2024-30) (2024-2030),122,44,11,55434356.0,0.0,1259871.7272727273,0.09,0.0
rajya_sabha,Uttar Pradesh,Neeraj Shekhar (2020-26) (2020-2026),221,77,4,80743984.0,0.0,1048623.168831169,0.018,0.0
rajya_sabha,Uttar Pradesh,Radha Mohan Das Agrawal (2022-28) (2022-2028),33,27,5,82462372.0,0.0,3054161.925925926,0.152,0.0
rajya_sabha,Uttar Pradesh,Ram Gopal Yadav (2020-26) (2020-2026),86,72,8,191800525.0,0.0,2663896.1805555555,0.093,0.0
rajya_sabha,Uttar Pradesh,Ramji (2020-26) (2020-2026),194,186,2,88341267.0,0.0,474953.0483870968,0.01,0.0
rajya_sabha,Uttar Pradesh,Ramji Lal Suman (2024-30) (2024-2030),45,43,2,65560748.0,0.0,1524668.558139535,0.044,0.0
rajya_sabha,Uttar Pradesh,Ratanjit Pratap Narain Singh (2024-30) (2024-2030),117,104,4,83679374.0,0.0,804609.3653846154,0.034,0.0
rajya_sabha,Uttar Pradesh,Sadhna Singh (2024-30) (2024-2030),15,11,3,113033796.0,0.0,10275799.636363637,0.2,0.0
rajya_sabha,Uttar Pradesh,Sangeeta Balwant (2024-30) (2024-2030),240,160,5,41904826.0,0.0,261905.1625,0.021,0.0
rajya_sabha,Uttar Pradesh,Sangeeta Yadav (2022-28) (2022-2028),39,28,3,84474191.0,0.0,3016935.3928571427,0.077,0.0
rajya_sabha,Uttar Pradesh,Sanjay Seth (2024-30) (2024-2030),65,48,9,67724963.0,0.0,1410936.7291666667,0.138,0.0
rajya_sabha,Uttar Pradesh,Seema Dwivedi (2020-26) (2020-2026),349,244,14,126692197.4,0.0,519230.31721311476,0.04,0.0
rajya_sabha,Uttar Pradesh,Sudhanshu Trivedi (2024-30) (2024-2030),19,14,2,19677349.0,0.0,1405524.9285714286,0.105,0.0
rajya_sabha,Uttar Pradesh,Surendra Singh Nagar (2022-28) (2022-2028),204,143,8,106937196.0,0.0,747812.5594405595,0.039,0.0
rajya_sabha,Uttar Pradesh,Tejveer Singh (2024-30) (2024-2030),50,46,4,52697373.0,0.0,1145595.0652173914,0.08,0.0
rajya_sabha,Uttarakhand,Kalpana Saini (2022-28) (2022-2028),153,112,14,102753345.0,0.0,917440.5803571428,0.092,0.0
rajya_sabha,Uttarakhand,Mahendra Bhatt (2024-30) (2024-2030),124,71,13,50785504.0,0.0,715288.7887323943,0.105,0.0
rajya_sabha,Uttarakhand,Naresh Bansal (2020-26) (2020-2026),225,181,21,168337567.0,0.0,930041.8066298342,0.093,0.0
rajya_sabha,West Bengal,Derek O' Brien (2023-29) (2023-2029),25,3,1,74250000.0,0.0,24750000.0,0.04,0.0
rajya_sabha,West Bengal,Dola Sen (2023-29) (2023-2029),28,17,5,93797083.0,0.0,5517475.470588235,0.179,0.0
rajya_sabha,West Bengal,Harsh Vardhan Shringla (2025-31) (2025-2031),6,0,0,0.0,0.0,,0.0,0.0
rajya_sabha,West Bengal,Mamata Thakur (2024-30) (2024-2030),13,10,3,22884992.0,0.0,2288499.2,0.231,0.0
rajya_sabha,West Bengal,Mohammed Nadimul Haque (2024-30) (2024-2030),20,9,2,55245500.0,0.0,6138388.888888889,0.1,0.0
rajya_sabha,West Bengal,Nagendra Ray (2023-29) (2023-2029),19,11,7,89843361.0,0.0,8167578.2727272725,0.368,0.0
rajya_sabha,West Bengal,Sagarika Ghose (2024-30) (2024-2030),13,12,1,92250000.0,0.0,7687500.0,0.077,0.0
rajya_sabha,West Bengal,Samik Bhattacharya (2024-30) (2024-2030),55,29,10,45837847.0,0.0,1580615.4137931035,0.182,0.0
rajya_sabha,West Bengal,Samirul Islam (2023-29) (2023-2029),35,15,1,81228660.0,0.0,5415244.0,0.029,0.0
rajya_sabha,nan,nan,1,1,1,0.0,0.0,,1.0,0.0
