sr_no,state,work_description,work_id,ida_agency,mp_name,constituency,expenditure_amount,vendor_name,work_status,expenditure_amount
573,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261014,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
574,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261013,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
575,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261011,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,220000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,220000.0
576,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/261012,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
577,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245040,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
578,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245041,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
579,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245042,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
580,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2025-2026/245039,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
581,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP350/2026-2027/245044,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Rajmohan Unnithan,KASARAGOD,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
582,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/246661,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
583,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2026-2027/243016,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
584,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243022,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
585,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243026,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
586,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243025,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
587,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243027,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
588,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2026-2027/243028,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
589,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2025-2026/243023,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
590,Kerala,"Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids",WS/MP351/2026-2027/243017,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Kumbakudi Sudhakaran,KANNUR,110000.0,Keltron Component Complex Ltd Kannur,Payment In-Progress,110000.0
591,Odisha,Construction of community centers and community halls,WS/MP18142/2025-2026/185341,PURI(DISTRICT COLLECTOR PURI_IDA),Bibhu Prasad Tarai,JAGATSINGHPUR(SC),189946.0,Subhashree Biswal,Payment In-Progress,189946.0
592,Uttar Pradesh,Providing drains and gutters for public drainage,WS/MP490/2025-2026/240972,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Narendra Modi,VARANASI,510350.0,Ansh Enterprises,Payment In-Progress,510350.0
593,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/136642,GIRIDIH(Deputy Commissioner Giridh_IDA),Chandra Prakash Choudhary,GIRIDIH,149710.0,Executive Enginer Nrep Giridih,Payment In-Progress,149710.0
594,Jharkhand,Lighting of public spaces,WS/MP334/2024-2025/144888,GIRIDIH(Deputy Commissioner Giridh_IDA),Chandra Prakash Choudhary,GIRIDIH,149710.0,Executive Enginer Nrep Giridih,Payment In-Progress,149710.0
595,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2025-2026/184298,Mahisagar(COLLECTOR MAHISAGAR_IDA),Rajpalsinh Mahendrasinh Jadav,PANCHMAHAL,100000.0,Felsani Gram Panchyat Gram Panchyat,Payment In-Progress,100000.0
596,Gujarat,Installing tube-wells and borewells,WS/MP18055/2025-2026/184281,Mahisagar(COLLECTOR MAHISAGAR_IDA),Rajpalsinh Mahendrasinh Jadav,PANCHMAHAL,100000.0,Navgama Gram Panchyat Gram Panchyat,Payment In-Progress,100000.0
597,Kerala,"Purchase of ambulances (Four, three and two wheelers)",WS/MP18306/2026-2027/268882,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),M.P Abdussamad Samadani,PONNANI,921351.0,Mahindra And Mahindra Ltd,Payment In-Progress,921351.0
598,Kerala,"Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)",WS/MP18306/2025-2026/187718,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),M.P Abdussamad Samadani,PONNANI,798631.0,Mahindra And Mahindra Ltd,Payment In-Progress,798631.0
599,Punjab,Construction of footpaths and pedestrian ways,WS/MP18156/2025-2026/184805,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Charanjit Singh Channi,JALANDHAR(SC),114700.0,Guru Nanak Interlocking Cement Tile,Payment In-Progress,114700.0
600,Odisha,Lighting of public spaces,WS/MP372/2025-2026/233678,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),Bhartruhari Mahtab,CUTTACK,199000.0,Bdo Baranga Mp Lad Ac,Payment In-Progress,199000.0
601,Odisha,Lighting of public spaces,WS/MP372/2025-2026/231724,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),Bhartruhari Mahtab,CUTTACK,199000.0,Bdo Baranga Mp Lad Ac,Payment In-Progress,199000.0
602,Odisha,Lighting of public spaces,WS/MP372/2025-2026/231740,Kataka(DISTRICT COLLECTOR CUTTACK_IDA),Bhartruhari Mahtab,CUTTACK,100000.0,Bdo Baranga Mp Lad Ac,Payment In-Progress,100000.0
603,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241237,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Narendra Modi,VARANASI,231634.0,Dinesh Singh,Payment In-Progress,231634.0
604,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18033/2026-2027/238605,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),Jitan Ram Manjhi,GAYA (SC),1489595.0,Assistant Engineer Laeo Barachatti Vidhan Sabha,Payment In-Progress,1489595.0
605,Bihar,Installing hand pumps,WS/MP18033/2025-2026/238198,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),Jitan Ram Manjhi,GAYA (SC),74899.0,Assistant Engineer Laeo Barachatti Vidhan Sabha,Payment In-Progress,74899.0
606,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18164/2026-2027/259483,GANGANAGAR(Zilla GANGANAGAR),Kuldeep Indora,GANGANAGAR(SC),39550.0,S M Enterprises,Payment In-Progress,39550.0
607,Bihar,Construction of community centers and community halls,WS/MP18036/2026-2027/240230,JAMUI(DISTRICT PLANNING OFFICER JAMUI_IDA),Arun Bharti,JAMUI(SC),764387.0,Assistant Engineer Ac Jamui Laeo Wd 01 Jamui,Payment In-Progress,764387.0
608,Bihar,Installing hand pumps,WS/MP18033/2025-2026/168863,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),Jitan Ram Manjhi,GAYA (SC),74976.0,Assistant Engineer Laeo Bodhgaya Vidhan Sabha,Payment In-Progress,74976.0
609,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18031/2026-2027/281951,GAYA(DISTRICT PLANNING OFFICER GAYA_IDA),Abhay Kumar Sinha,AURANGABAD_BR,593215.0,Assistant Engineer Laeo Imamganj Vidhan Sabha,Payment In-Progress,593215.0
610,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP818/2025-2026/219649,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,195258.0,Sgr Construction,Payment In-Progress,195258.0
611,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/	 MP578/2024-2025/156658,BHARUCH(DISTRICT COLLECTOR BROACH_IDA),Mansukhbhai Dhanjibhai Vasava,BHARUCH,200000.0,Jamania Gram Panchayat,Payment In-Progress,200000.0
612,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP575/2025-2026/162943,NAVSARI(DISTRICT COLLECTOR NAVSARI_IDA),C R Patil,NAVSARI,500000.0,Gram Panchayat Bigri,Payment In-Progress,500000.0
613,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2026-2027/275226,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Rajpalsinh Mahendrasinh Jadav,PANCHMAHAL,194075.0,Gumadiya Gram Panchayat,Payment In-Progress,194075.0
614,Gujarat,Construction of footpaths and pedestrian ways,WS/MP18055/2026-2027/275225,KHEDA(DISTRICT COLLECTOR KHEDA_IDA),Rajpalsinh Mahendrasinh Jadav,PANCHMAHAL,150000.0,Gumadiya Gram Panchayat,Payment In-Progress,150000.0
615,Puducherry,Development of public parks,WS/MP710/2026-2027/210791,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Vaithilingam Ve,Puducherry,1519842.0,M Senthilkumar,Payment In-Progress,1519842.0
616,Tamil Nadu,Construction of bus-sheds or bus-stops,WS/MP18176/2025-2026/239373,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),Sachithanantham R,DINDIGUL,699124.0,Ram Construction,Payment In-Progress,699124.0
617,Tamil Nadu,Construction of community centers and community halls,WS/MP18186/2026-2027/299515,THIRUVALLUR(DISTRICT COLLECTOR TIRUVALLUR_IDA),Sasikanth Senthil,TIRUVALLUR(SC),291500.0,L G Arasu,Payment In-Progress,291500.0
618,Bihar,Installing hand pumps,WS/MP18037/2025-2026/227217,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Raja Ram Singh,KARAKAT,74509.0,Bidhansabha Kshetra Obra Sahayak Abhiyanta,Payment In-Progress,74509.0
619,Bihar,Installing hand pumps,WS/MP18037/2025-2026/209518,AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA),Raja Ram Singh,KARAKAT,74509.0,Bidhansabha Kshetra Obra Sahayak Abhiyanta,Payment In-Progress,74509.0
620,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/256320,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,149829.0,Gram Panchayat Sarol,Payment In-Progress,149829.0
621,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/192948,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,50000.0,Gram Panchayat Dahevan,Payment In-Progress,50000.0
622,Gujarat,Construction of common work sheds/ common covered sitting area,WS/MP579/2026-2027/256318,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,50000.0,Gram Panchayat Umlav,Payment In-Progress,50000.0
623,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2026-2027/271420,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,200000.0,Gram Panchayat Kalu,Payment In-Progress,200000.0
624,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2026-2027/272860,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,99462.0,Gram Panchayat Napa Talpad,Payment In-Progress,99462.0
625,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP579/2025-2026/201407,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,499787.0,Gram Panchayat Kavitha,Payment In-Progress,499787.0
626,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP490/2025-2026/241224,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Narendra Modi,VARANASI,880398.0,Sagar Construction Company,Payment In-Progress,880398.0
627,Tamil Nadu,Construction of water tanks,WS/MP458/2026-2027/150074,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),Kanimozhi Karunanidhi,THOOTHUKKUDI,3000000.0,Sree And Co,Payment In-Progress,3000000.0
628,Odisha,Construction of community centers and community halls,WS/MP300/2025-2026/226393,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Aparajita Sarangi,BHUBANESWAR,463.0,Cdo Zilla Parishad Dmf,Payment In-Progress,463.0
629,Gujarat,Construction of common work sheds/ common covered sitting area,WS/MP579/2025-2026/205322,ANAND(District Collector ANAND_IDA),Mitesh Rameshbhai Bakabhai Patel,ANAND,430237.0,Gram Panchayat Kankapura,Payment In-Progress,430237.0
630,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP344/2025-2026/186413,KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA),M K Raghavan,KOZHIKODE,327850.0,Omassery Labour Contract Co Oparative Society,Payment In-Progress,327850.0
631,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18328/2024-2025/144153,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,50000.0,G P Lot,Payment In-Progress,50000.0
632,Gujarat,Installing tube-wells and borewells,WS/MP18055/2025-2026/184344,Mahisagar(COLLECTOR MAHISAGAR_IDA),Rajpalsinh Mahendrasinh Jadav,PANCHMAHAL,100000.0,Jetholi Gram Panchyat Gram Panchyat,Payment In-Progress,100000.0
633,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235769,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),Anurag Sharma,JHANSI,62256.0,Om Prakash Arya,Payment In-Progress,62256.0
634,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP468/2025-2026/235878,JHANSI(DISTRICT MAGISTRAE JHANSI_IDA),Anurag Sharma,JHANSI,124851.0,Om Prakash Arya,Payment In-Progress,124851.0
635,Odisha,Construction of community centers and community halls,WS/MP370/2024-2025/145537,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Jual Oram,SUNDARGARH (ST),2730.0,Bdo Rajgangpur,Payment In-Progress,2730.0
636,Odisha,Construction of public libraries and reading rooms,WS/MP300/2025-2026/157040,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Aparajita Sarangi,BHUBANESWAR,522.0,Cdo Zilla Parishad Dmf,Payment In-Progress,522.0
637,Karnataka,Construction of bus-sheds or bus-stops,WS/MP18084/2026-2027/273306,Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA),Prabha Mallikarjun,DAVANAGERE,375000.0,Nirmithi Kendra Davangere,Payment In-Progress,375000.0
638,Karnataka,Construction of community centers and community halls,WS/MP18084/2026-2027/270419,Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA),Prabha Mallikarjun,DAVANAGERE,375000.0,Nirmithi Kendra Davangere,Payment In-Progress,375000.0
639,Karnataka,Construction of community centers and community halls,WS/MP18084/2026-2027/280137,Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA),Prabha Mallikarjun,DAVANAGERE,1125000.0,Nirmithi Kendra Davangere,Payment In-Progress,1125000.0
640,Karnataka,Construction of buildings for community cultural activities,WS/MP18084/2026-2027/270415,Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA),Prabha Mallikarjun,DAVANAGERE,750000.0,Nirmithi Kendra Davangere,Payment In-Progress,750000.0
641,Karnataka,"Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",WS/MP18084/2026-2027/270416,Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA),Prabha Mallikarjun,DAVANAGERE,1500000.0,Nirmithi Kendra Davangere,Payment In-Progress,1500000.0
642,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18210/2026-2027/277917,VARANASI(DISTRICT MAGISTRAE VARANASI_IDA),Virendra Singh,CHANDAULI,906543.0,Samridha Construction,Payment In-Progress,906543.0
643,Maharashtra,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP672/2025-2026/252718,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),Nitin Jairam Gadkari,NAGPUR,150000.0,Spectrum Services,Payment In-Progress,150000.0
644,Himachal Pradesh,Construction of footpaths and pedestrian ways,WS/MP18328/2025-2026/242453,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Kangana Ranaut,MANDI,150000.0,Gram Panchayat Hari Behna,Payment In-Progress,150000.0
645,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176743,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
646,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176742,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
647,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/219753,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
648,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/219751,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
649,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/219756,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
650,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/219755,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
651,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/219754,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
652,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/219752,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
653,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176731,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
654,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176740,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
655,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176739,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
656,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176741,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
657,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176730,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
658,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176719,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
659,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176717,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
660,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/175843,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
661,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/175844,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
662,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/176744,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
663,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/175842,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
664,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/175846,MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
665,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/198960,ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
666,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/175847,ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
667,Uttar Pradesh,Lighting of public spaces,WS/MP818/2025-2026/175845,ETAWAH(DISTRICT MAGISTRATE ETAWAH_IDA),Dimple Yadav,MAINPURI,15364.0,Klk Ventures Private Limited,Payment In-Progress,15364.0
668,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18257/2025-2026/244002,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),Abhijit Gangopadhyay,TAMLUK,448508.0,Giri Construction,Payment In-Progress,448508.0
669,Gujarat,Construction of buildings for community cultural activities,WS/MP584/2025-2026/235687,KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),Vinod Chavda,KACHCHH(SC),400000.0,Shree Gorewali Juth Gram Panchayat,Payment In-Progress,400000.0
670,Assam,Construction of boundary walls of existing public and community buildings,WS/MP18025/2025-2026/231629,GOLAGHAT(Deputy Commissioner Golaghat_IDA),Kamakhya Prasad Tasa,Kaziranga,200028.0,Monuj Kurmi,Payment In-Progress,200028.0
671,Karnataka,Construction of community centers and community halls,WS/MP18090/2025-2026/204742,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),H.D. Kumaraswamy,MANDYA,125000.0,Project Manager Nirmithi Kendra Mandya,Payment In-Progress,125000.0
672,Karnataka,Construction of common work sheds/ common covered sitting area,WS/MP18090/2025-2026/231345,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),H.D. Kumaraswamy,MANDYA,125000.0,Project Manager Nirmithi Kendra Mandya,Payment In-Progress,125000.0
673,Karnataka,Construction of community centers and community halls,WS/MP18090/2025-2026/204463,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),H.D. Kumaraswamy,MANDYA,125000.0,Project Manager Nirmithi Kendra Mandya,Payment In-Progress,125000.0
674,Punjab,Construction of community centers and community halls,WS/MP18311/2025-2026/272271,RUPNAGAR(DEPUTY COMMISSIONER ROOPNAGAR_IDA),Malvinder Singh Kang,ANANDPUR SAHIB,234500.0,Samar Building Point,Payment In-Progress,234500.0
675,Uttar Pradesh,Lighting of public spaces,WS/MP18239/2025-2026/228513,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),Zia Ur Rehman,SAMBHAL,105000.0,R G Suppliers,Payment In-Progress,105000.0
676,Uttar Pradesh,Lighting of public spaces,WS/MP18239/2025-2026/228528,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),Zia Ur Rehman,SAMBHAL,105000.0,R G Suppliers,Payment In-Progress,105000.0
677,Uttar Pradesh,Lighting of public spaces,WS/MP18239/2025-2026/232744,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),Zia Ur Rehman,SAMBHAL,105000.0,R G Suppliers,Payment In-Progress,105000.0
678,Uttar Pradesh,Lighting of public spaces,WS/MP18239/2025-2026/228512,SAMBHAL(DISTRICT MAGISTRAE BHIMNAGAR SAMBHAL_IDA),Zia Ur Rehman,SAMBHAL,105000.0,R G Suppliers,Payment In-Progress,105000.0
