Sr. No.,Calamity Type,Calamity Name,Hon'ble Members of Parliament,Date of Consent,Consent Amount ( ₹ ),source_house,source_file,quarantine_reason
Grand Total, , , , ,"4,05,67,400",lok_sabha,calamity.csv,Missing required value in 'Hon'ble Members of Parliament'; 
