Sr. No.,Work category,Work,State,IDA,Hon'ble Members of Parliament,Constituency,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,work_id_raw,source_house,source_file,quarantine_reason
Grand Total, , , , , , , , , , ,"41,20,42,21,117.08", ,lok_sabha,sanctioned.csv,Missing required value in 'Work'; Missing required value in 'Sanction Date'; Missing required value in 'Sanction Amount ( ₹ )'; 
