Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),work_id_raw,source_house,source_file,quarantine_reason
Grand Total, , , , , , , , , ,"27,38,60,43,606.45", ,lok_sabha,expenditure.csv,Missing required value in 'Work'; 
