alias_id,ida_id,original_name,normalized_name,confidence_score,verified
IDA_ALIAS_000743,IDA_000743,NICOBARS(DEPUTY COMMISSIONER NICOBAR_IDA),nicobarsdeputy commissioner nicobarida,1.0,True
IDA_ALIAS_000744,IDA_000744,SIANG(DEPUTY COMMISIONER SIANG_IDA),siangdeputy commisioner siangida,1.0,True
IDA_ALIAS_000745,IDA_000745,NOKLAK(DEPUTY COMMISSIONER NOKLAK_IDA),noklakdeputy commissioner noklakida,1.0,True
IDA_ALIAS_000746,IDA_000746,TONK(DISTRICT COLLECTOR TONK_IDA),tonkdistrict collector tonkida,1.0,True
IDA_ALIAS_000747,IDA_000747,GANDERBAL(DEPUTY COMMISSIONER GANDERBAL_IDA),ganderbaldeputy commissioner ganderbalida,1.0,True
IDA_ALIAS_000748,IDA_000748,LONGDING(DEPUTY COMMISIONER LONGDING_IDA),longdingdeputy commisioner longdingida,1.0,True
IDA_ALIAS_000749,IDA_000749,KARNAL(DEPUTY COMMISSIONER KARNAL),karnaldeputy commissioner karnal,1.0,True
IDA_ALIAS_000750,IDA_000750,KAKCHING(DEPUTY COMMISSIONER KAKCHING_IDA),kakchingdeputy commissioner kakchingida,1.0,True
IDA_ALIAS_000751,IDA_000751,LEPARADA(DEPUTY COMMISIONER LEPARADA_IDA),leparadadeputy commisioner leparadaida,1.0,True
IDA_ALIAS_000752,IDA_000752,LAKHISARAI(DISTRICT PLANNING OFFICER LAKHISARAI_IDA),lakhisaraidistrict planning officer lakhisaraiida,1.0,True
IDA_ALIAS_000753,IDA_000753,PEREN(DEPUTY COMMISSIONER PEREN_IDA),perendeputy commissioner perenida,1.0,True
IDA_ALIAS_000754,IDA_000754,KHAIRAGARH-CHHUIKHADAN-GANDAI(DISTRICT COLLECTOR KHAIRAGARH_IDA),khairagarhchhuikhadangandaidistrict collector khairagarhida,1.0,True
IDA_ALIAS_000755,IDA_000755,KRA DAADI(DC KRADAADI_IDA),kra daadidc kradaadiida,1.0,True
IDA_ALIAS_000756,IDA_000756,JIRIBAM(DEPUTY COMMISSIONER JIRIBAM MPLADS_IDA),jiribamdeputy commissioner jiribam mpladsida,1.0,True
IDA_ALIAS_000757,IDA_000757,UNAKOTI(DISTRICT MAGISTRATE AND COLLECTOR  UNOKOTI_IDA),unakotidistrict magistrate and collector unokotiida,1.0,True
IDA_ALIAS_000758,IDA_000758,HNAHTHIAL(DEPUTY COMMISSIONER HNAHTHIAL_IDA),hnahthialdeputy commissioner hnahthialida,1.0,True
IDA_ALIAS_000759,IDA_000759,"KHAWZAWL(OFFICE OF THE DEPUTY COMMISSIONER, KHAWZAWL)",khawzawloffice of the deputy commissioner khawzawl,1.0,True
IDA_ALIAS_000760,IDA_000760,MOHLA-MANPUR-AMBAGARH CHOUKI(COLLECTOR MMC_IDA),mohlamanpurambagarh choukicollector mmcida,1.0,True
IDA_ALIAS_000761,IDA_000761,TUENSANG(DEPUTY COMMISSIONER TUENSANG_IDA),tuensangdeputy commissioner tuensangida,1.0,True
IDA_ALIAS_000762,IDA_000762,ANJAW(DEPUTY COMMISIONER ANJAW_IDA),anjawdeputy commisioner anjawida,1.0,True
IDA_ALIAS_000763,IDA_000763,KIPHIRE(DEPUTY COMMISSIONER KIPHIRE_IDA),kiphiredeputy commissioner kiphireida,1.0,True
IDA_ALIAS_000764,IDA_000764,CHANGLANG(DEPUTY COMMISIONER CHANGLANG_IDA),changlangdeputy commisioner changlangida,1.0,True
IDA_ALIAS_000765,IDA_000765,GOMATI(DM OFFICE GOMATI MPLADS),gomatidm office gomati mplads,1.0,True
IDA_ALIAS_000766,IDA_000766,TAWANG(DEPUTY COMMISIONER TAWANG_IDA),tawangdeputy commisioner tawangida,1.0,True
IDA_ALIAS_000767,IDA_000767,KULGAM(DEPUTY COMMISSIONER KULGAM_IDA),kulgamdeputy commissioner kulgamida,1.0,True
IDA_ALIAS_000768,IDA_000768,SENAPATI(DEPUTY COMMISSIONER SENAPATI_IDA),senapatideputy commissioner senapatiida,1.0,True
IDA_ALIAS_000769,IDA_000769,KANGPOKPI(DEPUTY COMMISSIONER KANGPOKPI MPLADS_IDA),kangpokpideputy commissioner kangpokpi mpladsida,1.0,True
IDA_ALIAS_000770,IDA_000770,DADRA AND NAGAR HAVELI(DISTRICT COLLECTOR DADAR AND NAGAR HAVELI_IDA),dadra and nagar havelidistrict collector dadar and nagar haveliida,1.0,True
IDA_ALIAS_000771,IDA_000771,TENGNOUPAL(DEPUTY COMMISSIONER TENGNOUPAL MPLADS_IDA),tengnoupaldeputy commissioner tengnoupal mpladsida,1.0,True
IDA_ALIAS_000772,IDA_000772,SHAMATOR(DEPUTY COMMISSIONER SHAMATOR_IDA),shamatordeputy commissioner shamatorida,1.0,True
IDA_ALIAS_000773,IDA_000773,NUH(DEPUTY COMMISSIONER NUH),nuhdeputy commissioner nuh,1.0,True
IDA_ALIAS_000774,IDA_000774,ANOOPGARH(DISTRICT COLLECTOR ANOOPGARH_IDA),anoopgarhdistrict collector anoopgarhida,1.0,True
IDA_ALIAS_000775,IDA_000775,LONGLENG(DEPUTY COMMISSIONER LONGLENG_IDA),longlengdeputy commissioner longlengida,1.0,True
IDA_ALIAS_000776,IDA_000776,DIMA HASAO(DEPUTY COMMISSIONER DIMA HASAO_IDA),dima hasaodeputy commissioner dima hasaoida,1.0,True
