Sr. No.,Work category,WORK,State,IDA,Hon'ble Members of Parliament,Elected/Nominated,Work description,Recommended date,RECOMMENDED AMOUNT   ( ₹ ),Sanction Date,work_id_raw,source_house,source_file,quarantine_reason
Grand Total, , , , , , , , , ,"21,98,31,54,509.21", ,rajya_sabha,Works Recommended (2).csv,Missing required value in 'WORK'; Missing required value in 'Recommended date'; Missing required value in 'RECOMMENDED AMOUNT   ( ₹ )'; 
