Sr. No.,State,Hon'ble Members of Parliament,Elected/Nominated,Allocated AMOUNT ( ₹ ),source_house,source_file,quarantine_reason
Grand Total, , , ,"33,63,84,82,301.82",rajya_sabha,Allocated Limit for Honble MPs (4).csv,Missing required value in 'Hon'ble Members of Parliament'; 
