Sr. No.,Calamity Type,Calamity Name,Hon'ble Members of Parliament,Date of Consent,Consent Amount ( ₹ ),source_house,source_file,quarantine_reason
Grand Total, , , , ,"10,45,00,000",rajya_sabha,Amount consented for Calamity (3).csv,Missing required value in 'Hon'ble Members of Parliament'; 
