Sr. No.,Work category,Work,State,IDA,Hon'ble Members of Parliament,Elected/Nominated,Work description,Recommended date,Sanction Date,Sanction Amount ( ₹ ),Work Status,work_id_raw,source_house,source_file,quarantine_reason
Grand Total, , , , , , , , , , ,"16,95,88,97,323.87", ,rajya_sabha,Works Sanctioned (7).csv,Missing required value in 'Work'; Missing required value in 'Sanction Date'; Missing required value in 'Sanction Amount ( ₹ )'; 
