Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Elected/Nominated,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ ),work_id_raw,source_house,source_file,quarantine_reason
Grand Total, , , , , , , , , ,"12,33,85,01,715.69", ,rajya_sabha,Expenditure on Completed and On-going Works as on Date (2).csv,Missing required value in 'Work'; 
