parliament,state,constituency,work_count,sanctioned_work_count,completed_work_count,total_sanctioned_amount,total_expenditure,completion_rate,utilization_rate
lok_sabha,Haryana,KARNAL,17,17,1,29171470.0,0.0,0.059,0.0
lok_sabha,Haryana,KURUKSHETRA,151,145,82,65593837.0,0.0,0.543,0.0
lok_sabha,Haryana,ROHTAK,188,134,68,90593825.0,0.0,0.362,0.0
lok_sabha,Haryana,SIRSA(SC),143,109,12,47853332.0,0.0,0.084,0.0
lok_sabha,Haryana,SONEPAT,169,115,19,76916878.0,0.0,0.112,0.0
lok_sabha,Himachal Pradesh,HAMIRPUR_HP,112,107,32,17714880.0,0.0,0.286,0.0
lok_sabha,Himachal Pradesh,KANGRA,506,398,175,103361994.0,0.0,0.346,0.0
lok_sabha,Himachal Pradesh,MANDI,245,241,58,72233349.0,0.0,0.237,0.0
lok_sabha,Himachal Pradesh,SHIMLA (SC),373,357,71,71965358.0,0.0,0.19,0.0
lok_sabha,Jammu and Kashmir,ANANTNAG,92,74,14,98026276.0,0.0,0.152,0.0
lok_sabha,Jammu and Kashmir,BARAMULLAH,119,95,30,42928837.46,0.0,0.252,0.0
lok_sabha,Jammu and Kashmir,JAMMU,118,108,38,57881673.0,0.0,0.322,0.0
lok_sabha,Jammu and Kashmir,SRINAGAR,148,119,49,52250064.1,0.0,0.331,0.0
lok_sabha,Jammu and Kashmir,UDHAMPUR,106,99,69,40711180.0,0.0,0.651,0.0
lok_sabha,Jharkhand,CHATRA,335,298,46,62796212.0,0.0,0.137,0.0
lok_sabha,Jharkhand,DHANBAD,256,157,13,52820645.0,0.0,0.051,0.0
lok_sabha,Jharkhand,DUMKA(ST),87,79,43,26450000.0,0.0,0.494,0.0
lok_sabha,Jharkhand,GIRIDIH,170,141,25,39445095.0,0.0,0.147,0.0
lok_sabha,Jharkhand,GODDA,1,1,0,1785510.0,0.0,0.0,0.0
lok_sabha,Jharkhand,HAZARIBAGH,98,72,0,35627500.0,0.0,0.0,0.0
lok_sabha,Jharkhand,JAMSHEDPUR,92,88,2,48656197.0,0.0,0.022,0.0
lok_sabha,Jharkhand,KHUNTI(ST),95,72,24,41316000.0,0.0,0.253,0.0
lok_sabha,Jharkhand,KODARMA,137,103,32,32828198.0,0.0,0.234,0.0
lok_sabha,Jharkhand,LOHARDAGA(ST),99,98,36,62084673.0,0.0,0.364,0.0
lok_sabha,Jharkhand,PALAMU(SC),62,58,35,34007411.0,0.0,0.565,0.0
lok_sabha,Jharkhand,RAJMAHAL(ST),117,90,0,17660000.0,0.0,0.0,0.0
lok_sabha,Jharkhand,RANCHI,77,77,27,53923440.0,0.0,0.351,0.0
lok_sabha,Jharkhand,SINGHBHUM(ST),49,48,0,33741715.0,0.0,0.0,0.0
lok_sabha,Karnataka,BAGALKOT,14,10,5,7500000.0,0.0,0.357,0.0
lok_sabha,Karnataka,BANGALORE CENTRAL,10,4,2,7039505.0,0.0,0.2,0.0
lok_sabha,Karnataka,BANGALORE NORTH,73,48,19,56471317.0,0.0,0.26,0.0
lok_sabha,Karnataka,BANGALORE RURAL,126,76,42,38798995.0,0.0,0.333,0.0
lok_sabha,Karnataka,BANGALORE SOUTH,75,48,24,53879400.0,0.0,0.32,0.0
lok_sabha,Karnataka,BELGAUM,20,4,1,2000000.0,0.0,0.05,0.0
lok_sabha,Karnataka,BELLARY(ST),68,17,3,20400000.0,0.0,0.044,0.0
lok_sabha,Karnataka,BIDAR,67,31,2,16010000.0,0.0,0.03,0.0
lok_sabha,Karnataka,BIJAPUR(SC),33,16,0,5975000.0,0.0,0.0,0.0
lok_sabha,Karnataka,CHAMARAJANAGAR(SC),92,61,19,49350000.0,0.0,0.207,0.0
lok_sabha,Karnataka,CHIKBALLAPUR,50,36,8,25196804.0,0.0,0.16,0.0
lok_sabha,Karnataka,CHIKKODI,96,24,16,17310772.0,0.0,0.167,0.0
lok_sabha,Karnataka,CHITRADURGA(SC),82,58,10,33900000.0,0.0,0.122,0.0
lok_sabha,Karnataka,DAKSHINA KANNADA,199,162,74,75629203.0,0.0,0.372,0.0
lok_sabha,Karnataka,DAVANAGERE,77,59,5,63500000.0,0.0,0.065,0.0
lok_sabha,Karnataka,DHARWAD,44,36,11,18063307.0,0.0,0.25,0.0
lok_sabha,Karnataka,GULBARGA(SC),13,7,0,31900000.0,0.0,0.0,0.0
lok_sabha,Karnataka,HASSAN,136,103,24,54034709.0,0.0,0.176,0.0
lok_sabha,Karnataka,HAVERI,148,116,19,70650000.0,0.0,0.128,0.0
lok_sabha,Karnataka,KOLAR(SC),52,50,3,35871000.0,0.0,0.058,0.0
lok_sabha,Karnataka,KOPPAL,109,79,49,51820139.0,0.0,0.45,0.0
lok_sabha,Karnataka,MANDYA,112,75,7,48700000.0,0.0,0.062,0.0
lok_sabha,Karnataka,MYSORE,160,105,33,62625000.0,0.0,0.206,0.0
lok_sabha,Karnataka,RAICHUR(ST),89,45,7,33995820.0,0.0,0.079,0.0
lok_sabha,Karnataka,SHIMOGA,195,152,41,68921505.0,0.0,0.21,0.0
lok_sabha,Karnataka,TUMKUR,41,16,4,29130000.0,0.0,0.098,0.0
lok_sabha,Karnataka,UDUPI CHIKMAGALUR,184,88,36,32165003.0,0.0,0.196,0.0
lok_sabha,Karnataka,UTTARA KANNADA,129,53,30,36700000.0,0.0,0.233,0.0
lok_sabha,Kerala,ALAPPUZHA,53,40,19,51727533.0,0.0,0.358,0.0
lok_sabha,Kerala,ALATHUR(SC),72,43,15,72353135.0,0.0,0.208,0.0
lok_sabha,Kerala,ATTINGAL,412,350,107,90866484.0,0.0,0.26,0.0
lok_sabha,Kerala,CHALAKUDY,142,69,12,51016598.0,0.0,0.085,0.0
lok_sabha,Kerala,ERNAKULAM,70,44,16,60348844.0,0.0,0.229,0.0
lok_sabha,Kerala,IDUKKI,74,52,23,56139599.0,0.0,0.311,0.0
lok_sabha,Kerala,KANNUR,87,54,21,33234906.0,0.0,0.241,0.0
lok_sabha,Kerala,KASARAGOD,92,84,35,40585092.0,0.0,0.38,0.0
lok_sabha,Kerala,KOLLAM,143,131,42,107077179.34,0.0,0.294,0.0
lok_sabha,Kerala,KOTTAYAM,267,152,52,71066138.0,0.0,0.195,0.0
lok_sabha,Kerala,KOZHIKODE,240,77,14,31750837.0,0.0,0.058,0.0
lok_sabha,Kerala,MALAPPURAM,138,106,36,67265546.0,0.0,0.261,0.0
lok_sabha,Kerala,MAVELIKKARA(SC),175,130,57,85350982.0,0.0,0.326,0.0
lok_sabha,Kerala,PALAKKAD,197,161,98,63717747.0,0.0,0.497,0.0
lok_sabha,Kerala,PATHANAMTHITTA,112,70,17,34609768.0,0.0,0.152,0.0
lok_sabha,Kerala,PONNANI,286,141,31,71241853.0,0.0,0.108,0.0
lok_sabha,Kerala,THIRUVANANTHAPURAM,79,78,37,76888056.0,0.0,0.468,0.0
lok_sabha,Kerala,THRISSUR,77,54,14,67214066.0,0.0,0.182,0.0
lok_sabha,Kerala,VADAKARA,86,42,2,28218000.0,0.0,0.023,0.0
lok_sabha,Kerala,WAYANAD,77,43,9,58738026.0,0.0,0.117,0.0
lok_sabha,Ladakh,LADAKH,54,18,0,15128000.0,0.0,0.0,0.0
lok_sabha,Lakshadweep,LAKSHADWEEP(ST),28,26,2,59447173.0,0.0,0.071,0.0
lok_sabha,Madhya Pradesh,BALAGHAT,112,102,24,82863935.0,0.0,0.214,0.0
lok_sabha,Madhya Pradesh,BETUL(ST),92,73,27,30657557.0,0.0,0.293,0.0
lok_sabha,Madhya Pradesh,BHIND(SC),7,5,4,1570706.0,0.0,0.571,0.0
lok_sabha,Madhya Pradesh,BHOPAL,64,56,9,93094028.0,0.0,0.141,0.0
lok_sabha,Madhya Pradesh,CHHINDWARA,295,234,84,55999130.0,0.0,0.285,0.0
lok_sabha,Madhya Pradesh,DAMOH,281,262,171,79984486.0,0.0,0.609,0.0
lok_sabha,Madhya Pradesh,DEWAS(SC),140,88,9,67206613.0,0.0,0.064,0.0
lok_sabha,Madhya Pradesh,DHAR(ST),175,141,88,76633629.0,0.0,0.503,0.0
lok_sabha,Madhya Pradesh,GUNA,24,23,15,25653163.0,0.0,0.625,0.0
lok_sabha,Madhya Pradesh,GWALIOR,115,53,4,40840458.0,0.0,0.035,0.0
lok_sabha,Madhya Pradesh,HOSHANGABAD,338,250,48,40484611.0,0.0,0.142,0.0
lok_sabha,Madhya Pradesh,INDORE,36,35,15,21798777.0,0.0,0.417,0.0
lok_sabha,Madhya Pradesh,JABALPUR,110,58,12,18373328.0,0.0,0.109,0.0
lok_sabha,Madhya Pradesh,KHAJURAHO,104,34,3,29342762.0,0.0,0.029,0.0
lok_sabha,Madhya Pradesh,KHANDWA,156,127,41,48742923.0,0.0,0.263,0.0
lok_sabha,Madhya Pradesh,KHARGONE(ST),42,39,11,19043266.0,0.0,0.262,0.0
lok_sabha,Madhya Pradesh,MANDLA(ST),215,193,30,67078040.0,0.0,0.14,0.0
lok_sabha,Madhya Pradesh,MANDSOUR,83,59,39,13644092.0,0.0,0.47,0.0
lok_sabha,Madhya Pradesh,MORENA,65,53,28,25472294.0,0.0,0.431,0.0
lok_sabha,Madhya Pradesh,RAJGARH,41,29,7,18743430.0,0.0,0.171,0.0
lok_sabha,Madhya Pradesh,RATLAM(ST),120,119,41,57276172.0,0.0,0.342,0.0
lok_sabha,Madhya Pradesh,REWA,48,33,1,32442993.0,0.0,0.021,0.0
lok_sabha,Madhya Pradesh,SAGAR,204,145,87,71666133.0,0.0,0.426,0.0
lok_sabha,Madhya Pradesh,SATNA,231,214,14,43773640.0,0.0,0.061,0.0
lok_sabha,Madhya Pradesh,SHAHDOL (ST),54,38,16,40622835.0,0.0,0.296,0.0
lok_sabha,Madhya Pradesh,SIDHI,263,185,105,125431595.0,0.0,0.399,0.0
lok_sabha,Madhya Pradesh,TIKAMGARH(SC),98,47,8,27599315.0,0.0,0.082,0.0
lok_sabha,Madhya Pradesh,UJJAIN(SC),179,175,88,80769524.0,0.0,0.492,0.0
lok_sabha,Madhya Pradesh,VIDISHA,57,29,6,20743125.0,0.0,0.105,0.0
lok_sabha,Maharashtra,AHMEDNAGAR,24,13,6,13465280.0,0.0,0.25,0.0
lok_sabha,Maharashtra,AKOLA,22,20,11,18682932.0,0.0,0.5,0.0
lok_sabha,Maharashtra,AMRAVATI(SC),120,94,40,81805000.0,0.0,0.333,0.0
lok_sabha,Maharashtra,AURANGABAD_MH,81,36,27,50879317.0,0.0,0.333,0.0
lok_sabha,Maharashtra,BARAMATI,72,27,10,21071177.0,0.0,0.139,0.0
lok_sabha,Maharashtra,BEED,10,6,3,5794718.0,0.0,0.3,0.0
lok_sabha,Maharashtra,BHANDARA-GONDIYA,50,19,7,14789658.0,0.0,0.14,0.0
lok_sabha,Maharashtra,BHIWANDI,144,90,9,78595506.0,0.0,0.062,0.0
lok_sabha,Maharashtra,BULDHANA,11,2,0,1500000.0,0.0,0.0,0.0
lok_sabha,Maharashtra,CHANDRAPUR,46,8,7,10115160.0,0.0,0.152,0.0
lok_sabha,Maharashtra,DHULE,68,47,13,49830794.0,0.0,0.191,0.0
lok_sabha,Maharashtra,DINDORI(ST),71,52,14,48417900.0,0.0,0.197,0.0
lok_sabha,Maharashtra,GADCHIROLI-CHIMUR(ST),74,36,15,31643977.0,0.0,0.203,0.0
lok_sabha,Maharashtra,HATKANANGLE,17,9,4,12901717.0,0.0,0.235,0.0
lok_sabha,Maharashtra,HINGOLI,32,20,12,37244860.0,0.0,0.375,0.0
lok_sabha,Maharashtra,JALGAON,9,9,8,15332266.0,0.0,0.889,0.0
lok_sabha,Maharashtra,JALNA,43,28,9,26181187.0,0.0,0.209,0.0
lok_sabha,Maharashtra,KALYAN,2,1,0,325000.0,0.0,0.0,0.0
lok_sabha,Maharashtra,KOLHAPUR,70,27,20,28324291.0,0.0,0.286,0.0
lok_sabha,Maharashtra,LATUR(SC),56,17,12,15295325.0,0.0,0.214,0.0
lok_sabha,Maharashtra,MADHA,40,18,6,7700000.0,0.0,0.15,0.0
lok_sabha,Maharashtra,MAVAL,89,41,23,36446842.0,0.0,0.258,0.0
lok_sabha,Maharashtra,MUMBAI NORTH,42,42,0,85900000.0,0.0,0.0,0.0
lok_sabha,Maharashtra,MUMBAI NORTH EAST,31,22,0,40100000.0,0.0,0.0,0.0
lok_sabha,Maharashtra,MUMBAI NORTH WEST,58,42,0,84500000.0,0.0,0.0,0.0
lok_sabha,Maharashtra,MUMBAI NORTH-CENTRAL,21,21,0,33050000.0,0.0,0.0,0.0
lok_sabha,Maharashtra,MUMBAI SOUTH,43,18,14,28874739.0,0.0,0.326,0.0
lok_sabha,Maharashtra,MUMBAI SOUTH CENTRAL,29,20,0,51300000.0,0.0,0.0,0.0
lok_sabha,Maharashtra,NAGPUR,56,28,18,48203843.0,0.0,0.321,0.0
lok_sabha,Maharashtra,NANDED,91,44,24,34100947.0,0.0,0.264,0.0
lok_sabha,Maharashtra,NANDURBAR(ST),23,18,7,10586000.0,0.0,0.304,0.0
lok_sabha,Maharashtra,NASHIK,75,51,17,46036364.0,0.0,0.227,0.0
lok_sabha,Maharashtra,OSMANABAD,81,28,19,19022319.0,0.0,0.235,0.0
lok_sabha,Maharashtra,PALGHAR(ST),45,12,1,10999000.0,0.0,0.022,0.0
lok_sabha,Maharashtra,PARBHANI,58,46,12,43976457.0,0.0,0.207,0.0
lok_sabha,Maharashtra,PUNE,74,16,10,15997473.0,0.0,0.135,0.0
lok_sabha,Maharashtra,RAIGAD,22,19,7,28489820.0,0.0,0.318,0.0
lok_sabha,Maharashtra,RAMTEK(SC),23,6,1,5200000.0,0.0,0.043,0.0
lok_sabha,Maharashtra,RATNAGIRI-SINDHUDURG,90,63,25,62682293.0,0.0,0.278,0.0
lok_sabha,Maharashtra,RAVER,8,7,3,12044664.0,0.0,0.375,0.0
lok_sabha,Maharashtra,SANGLI,21,19,7,20664869.0,0.0,0.333,0.0
lok_sabha,Maharashtra,SATARA,74,69,14,48699000.0,0.0,0.189,0.0
lok_sabha,Maharashtra,SHIRDI(SC),81,63,11,45372904.0,0.0,0.136,0.0
lok_sabha,Maharashtra,SHIRUR,81,25,15,21880568.0,0.0,0.185,0.0
lok_sabha,Maharashtra,SOLAPUR(SC),84,9,2,8498955.0,0.0,0.024,0.0
lok_sabha,Maharashtra,WARDHA,65,37,23,31627416.0,0.0,0.354,0.0
lok_sabha,Maharashtra,YAVATMAL-WASHIM,124,46,23,27331444.87,0.0,0.185,0.0
lok_sabha,Manipur,INNER MANIPUR,43,41,17,92847302.0,0.0,0.395,0.0
lok_sabha,Manipur,OUTER MANIPUR(ST),29,26,14,87892943.0,0.0,0.483,0.0
lok_sabha,Meghalaya,SHILLONG,153,148,67,62901000.0,0.0,0.438,0.0
