source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
completed,140,expenditure,770,Construction of cycle stand.,Construction of water tanks,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,150000.0,82.56,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,219,expenditure,174,Construction of CC road from Pappu Singh House to Manoj House In Nagla Taj Etmadpur,"Construction of roads, link roads, pathways or any other road with or without drainage system",Sp Singh Baghel,Sp Singh Baghel,AGRA(SC),AGRA(SC),Uttar Pradesh,Uttar Pradesh,513114.0,556999.0,78.56,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,541,expenditure,1454,"Construction work of a culvert in semardhar nala, village Mauhari.","Construction of roads, link roads, pathways or any other road with or without drainage system",Himadri Singh,Himadri Singh,SHAHDOL (ST),SHAHDOL (ST),Madhya Pradesh,Madhya Pradesh,999300.0,500000.0,70.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,279,expenditure,769,Highmast solar Street light- Two piece,Street lights,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,993000.0,300000.0,73.38,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,959,expenditure,515,"Shed construction in Dadar para, Gram - Lafa, Vikas khand - Pali",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,500000.0,180000.0,70.71,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,558,expenditure,1453,"Construction work of a culvert in Kahjuraha Nala, Baiga Mohalla",Construction of community centers and community halls,Himadri Singh,Himadri Singh,SHAHDOL (ST),SHAHDOL (ST),Madhya Pradesh,Madhya Pradesh,1495940.0,350000.0,70.03,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,109,expenditure,762,Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232415.0,232838.0,78.18,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1046,expenditure,889,"Construction of community fishery at Rongkimi, Diphu",Construction of boundary walls of existing public and community buildings,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,499329.0,77000.0,75.71,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,993,expenditure,217,Construction of common work shed in village Choli at Near Radha Bihari Gaushala,Construction of community centers and community halls,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,1000000.0,150000.0,72.87,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,134,expenditure,857,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Purchase of mobile water tankers,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,241056.0,240497.0,83.61,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,292,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,45500.0,77.24,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,109,expenditure,1039,Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232415.0,232462.0,78.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,541,expenditure,1452,"Construction work of a culvert in semardhar nala, village Mauhari.","Construction of roads, link roads, pathways or any other road with or without drainage system",Himadri Singh,Himadri Singh,SHAHDOL (ST),SHAHDOL (ST),Madhya Pradesh,Madhya Pradesh,999300.0,400000.0,70.23,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1047,expenditure,1271,"Construction of ringwell near the house of Smt Sika Tokbipi, Cheksolangso","Construction of roads, link roads, pathways or any other road with or without drainage system",Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,299503.0,96869.0,72.7,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,961,expenditure,515,"Shed construction in Mohla Ingadai in Gram - Bhandarkhol , Vikaskhand - Pali",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,399708.0,180000.0,71.51,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,151,expenditure,1341,Construction of drainage system- From Gobardhan Dewangan house towards Bhuwan Lal Rathore farm,Construction of bus-sheds or bus-stops,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,700000.0,600000.0,76.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,296,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,30000.0,77.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1052,expenditure,889,"Construction of ringwell near the house of Smt. Minu Teronpi, Biren Kramsa village",Construction of boundary walls of existing public and community buildings,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,299481.0,77000.0,71.98,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,31,expenditure,1341,Construction of culverts and bridges- Between Singhra and Chhote Kot,Construction of bus-sheds or bus-stops,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,998871.0,600000.0,74.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,18,expenditure,768,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,Construction of buildings for community cultural activities,Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,498091.0,498497.0,82.58,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,79,expenditure,1357,Construction of community building in the Muslim locality.,Construction of community centers and community halls,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,598982.0,300000.0,79.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,19,expenditure,735,Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,Construction of buildings for community cultural activities,Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,497185.0,495246.0,80.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,134,expenditure,1217,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Purchase of mobile water tankers,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,241056.0,240813.0,83.63,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,290,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,48300.0,77.26,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1322,expenditure,195,CONSTRUCTION OF ROAD,Construction of rooms and halls in school and colleges,Gurjeet Singh Aujla,Gurjeet Singh Aujla,AMRITSAR,AMRITSAR,Punjab,Punjab,286000.0,498148.0,76.43,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1051,expenditure,1271,Construction of community fishery at Longnit,"Construction of roads, link roads, pathways or any other road with or without drainage system",Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,499329.0,96869.0,71.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1143,expenditure,515,"Construction of Manch at Majhauli Saptahik Baazar area. Gram Panchayat - Majhauli , Vikas Khand - Khadgawa",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,400000.0,180000.0,70.18,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,112,expenditure,847,Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232650.0,232603.0,77.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,109,expenditure,1082,Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232415.0,232650.0,78.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,82,expenditure,770,Construction of boundary walls,Construction of water tanks,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,1000000.0,150000.0,79.31,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,141,expenditure,1357,"Construction of CC Road. Shyam Lal Chandra ahead of home, Gram Panchayat - Kashigarh",Construction of community centers and community halls,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,1000000.0,300000.0,69.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,280,expenditure,769,Highmast Solar Street light- Two Piece.,Street lights,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,993000.0,300000.0,73.38,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1448,expenditure,889,"Construction of 3 Nos. Ringwell at Sar-et Senar village, @3.00 L x 3 Nos.",Construction of boundary walls of existing public and community buildings,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,899821.0,77000.0,71.49,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,134,expenditure,1215,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Purchase of mobile water tankers,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,241056.0,240521.0,83.61,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,364,expenditure,561,Additional Fund for Construction of New Bus Stand at Kottampatti (2024-2025),Construction of bus-sheds or bus-stops,S Venkatesan,S Venkatesan,MADURAI,MADURAI,Tamil Nadu,Tamil Nadu,2500000.0,698676.0,73.75,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,219,expenditure,175,Construction of CC road from Pappu Singh House to Manoj House In Nagla Taj Etmadpur,"Construction of roads, link roads, pathways or any other road with or without drainage system",Sp Singh Baghel,Sp Singh Baghel,AGRA(SC),AGRA(SC),Uttar Pradesh,Uttar Pradesh,513114.0,287553.0,74.5,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1145,expenditure,1142,"Construction of C C Road From Satbihaniya to Pond, Village Amlidih, Village Panchayat Surajpura",Construction of common work sheds/ common covered sitting area,Tokhan Sahu,Tokhan Sahu,BILASPUR,BILASPUR,Chhattisgarh,Chhattisgarh,499560.0,299467.0,74.54,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,112,expenditure,762,Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232650.0,232838.0,77.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,112,expenditure,1039,Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232650.0,232462.0,77.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,116,expenditure,847,Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232497.0,232603.0,78.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1050,expenditure,1271,"Construction of ringwell near the house of Smt. Moina Terangpi, Rongtheang","Construction of roads, link roads, pathways or any other road with or without drainage system",Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,299568.0,96869.0,72.7,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,79,expenditure,770,Construction of community building in the Muslim locality.,Construction of water tanks,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,598982.0,150000.0,69.82,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,538,expenditure,1452,"Construction work of a culvert in ward no. 09, Dadratola","Construction of roads, link roads, pathways or any other road with or without drainage system",Himadri Singh,Himadri Singh,SHAHDOL (ST),SHAHDOL (ST),Madhya Pradesh,Madhya Pradesh,999000.0,400000.0,72.24,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,21,expenditure,1357,Construction of common sitting area (Chaburta),Construction of community centers and community halls,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,300000.0,300000.0,81.75,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1046,expenditure,1271,"Construction of community fishery at Rongkimi, Diphu","Construction of roads, link roads, pathways or any other road with or without drainage system",Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,499329.0,96869.0,71.36,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,116,expenditure,762,Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232497.0,232838.0,78.31,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,322,expenditure,515,"Construction of Chhatdaar chabutra in Gram Panchayat - Tilaidand, Vikas Khand - Korba.",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,400000.0,180000.0,72.47,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,1108,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,62390.0,77.35,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,19,expenditure,768,Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,Construction of buildings for community cultural activities,Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,497185.0,498497.0,80.62,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,82,expenditure,1341,Construction of boundary walls,Construction of bus-sheds or bus-stops,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,1000000.0,600000.0,80.35,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1060,expenditure,515,"Construction of shed in Diprapara, Gram Silli, Vikaskhand - Pali",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,400000.0,180000.0,72.79,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,109,expenditure,1040,Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232415.0,233049.0,78.17,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,116,expenditure,1039,Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232497.0,232462.0,78.33,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,31,expenditure,1357,Construction of culverts and bridges- Between Singhra and Chhote Kot,Construction of community centers and community halls,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,998871.0,300000.0,73.63,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,18,expenditure,735,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,Construction of buildings for community cultural activities,Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,498091.0,495246.0,82.52,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,134,expenditure,1214,Purchase of Mobile Water tanker Capacity 3000 Ltrs.at Village Chak Bur Wala,Purchase of mobile water tankers,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,241056.0,240619.0,83.62,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,112,expenditure,1082,Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232650.0,232650.0,77.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,281,expenditure,769,Highmast Solar Street light- Two Piece,Street lights,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,993000.0,300000.0,73.38,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1322,expenditure,194,CONSTRUCTION OF ROAD,Construction of rooms and halls in school and colleges,Gurjeet Singh Aujla,Gurjeet Singh Aujla,AMRITSAR,AMRITSAR,Punjab,Punjab,286000.0,495474.0,76.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1460,expenditure,217,Construction of community hall in village Piprata at Kushwaha Mohalla,Construction of community centers and community halls,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,1000000.0,150000.0,76.61,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,287,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,49700.0,77.27,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1145,expenditure,828,"Construction of C C Road From Satbihaniya to Pond, Village Amlidih, Village Panchayat Surajpura",Construction of common work sheds/ common covered sitting area,Tokhan Sahu,Tokhan Sahu,BILASPUR,BILASPUR,Chhattisgarh,Chhattisgarh,499560.0,200000.0,73.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,109,expenditure,847,Installation of RO System At Govt. Primary School Bhamba Landa (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232415.0,232603.0,78.19,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,291,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,49000.0,77.26,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,140,expenditure,1357,Construction of cycle stand.,Construction of community centers and community halls,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,300000.0,72.29,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1495,expenditure,1271,Construction of boundary wall with fencing at Langbungdingpi Graveyard,"Construction of roads, link roads, pathways or any other road with or without drainage system",Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,999347.0,96869.0,72.42,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1023,expenditure,195,CONSTRUCTION OF SHED/ROOFING INTERLOCKING TILES,Construction of rooms and halls in school and colleges,Gurjeet Singh Aujla,Gurjeet Singh Aujla,AMRITSAR,AMRITSAR,Punjab,Punjab,700000.0,498148.0,78.78,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,476,expenditure,769,GRAM PANCHAYAT NANDELI ME STREET LIGHTS,Street lights,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,300000.0,77.14,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,112,expenditure,848,Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232650.0,232626.0,77.6,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,116,expenditure,1082,Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232497.0,232650.0,78.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,21,expenditure,770,Construction of common sitting area (Chaburta),Construction of water tanks,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,300000.0,150000.0,76.59,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,149,expenditure,642,Purchasing of Speech and Language disorder assesment and intervention software for speech and hearing disabilities.,"Purchase of IT systems, including hardware and software for educational purposes",Nitin Jairam Gadkari,Nitin Jairam Gadkari,NAGPUR,NAGPUR,Maharashtra,Maharashtra,670000.0,150000.0,73.96,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,19,expenditure,775,Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,Construction of buildings for community cultural activities,Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,497185.0,398213.0,78.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,289,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,49700.0,77.27,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1325,expenditure,933,"CONSTRUCTION WORK OF SCHOOL BUILDING OF BOLPUR GIRLS JrBASIC SCHOOL,UNDER 8 NO WORD ,BOLPUR MUNICIPALITY.EXECUTING AGENCY WILL BE E.O. SSDA BOLPUR ,BI",Construction of additional rooms and halls in the existing public and community building,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,2305148.0,1100000.0,72.84,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,112,expenditure,1040,Installation of RO System At Govt. High School Kot Karor Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232650.0,233049.0,77.58,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,116,expenditure,848,Installation of RO System At Govt. Primary School Bhure Kalan (Capacity 500 Ltrs),Installing community drinking water plants,Sher Singh Ghubaya,Sher Singh Ghubaya,FIROZPUR,FIROZPUR,Punjab,Punjab,232497.0,232626.0,78.32,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,294,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,40000.0,77.21,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,219,expenditure,185,Construction of CC road from Pappu Singh House to Manoj House In Nagla Taj Etmadpur,"Construction of roads, link roads, pathways or any other road with or without drainage system",Sp Singh Baghel,Sp Singh Baghel,AGRA(SC),AGRA(SC),Uttar Pradesh,Uttar Pradesh,513114.0,979484.0,74.22,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,140,expenditure,1341,Construction of cycle stand.,Construction of bus-sheds or bus-stops,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,600000.0,81.72,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1016,expenditure,981,"Manager Principal,Swami Paramhans Secondary School, Sajaw, Deoria, construction of one toilet with shed","Construction of roads, link roads, pathways or any other road with or without drainage system",Ramashankar Rajbhar,Ramashankar Rajbhar,SALEMPUR,SALEMPUR,Uttar Pradesh,Uttar Pradesh,800000.0,121501.0,73.1,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,82,expenditure,1357,Construction of boundary walls,Construction of community centers and community halls,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,1000000.0,300000.0,74.12,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,477,expenditure,769,GRAM PANCHAYAT SENDURAS ME (STREET LIGHTS),Street lights,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,1296216.0,300000.0,74.5,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1496,expenditure,515,"Shed construction at Bastipara in Gram Panchayat - Rangole, Vikas Khand - Pali",Construction of common work sheds/ common covered sitting area,Jyotsna Charandas Mahant,Jyotsna Charandas Mahant,KORBA,KORBA,Chhattisgarh,Chhattisgarh,400000.0,180000.0,71.7,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,21,expenditure,1341,Construction of common sitting area (Chaburta),Construction of bus-sheds or bus-stops,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,300000.0,600000.0,77.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,978,expenditure,673,Construction of Community halls at Village Sarhal Qazian,Construction of community centers and community halls,Malvinder Singh Kang,Malvinder Singh Kang,ANANDPUR SAHIB,ANANDPUR SAHIB,Punjab,Punjab,500000.0,234500.0,79.04,MEDIUM,fuzzy_multi_field,pending,requires_human_review
