source_dataset,source_row_id,candidate_dataset,candidate_row_id,source_work,candidate_work,source_mp,candidate_mp,source_constituency,candidate_constituency,source_state,candidate_state,source_amount,candidate_amount,match_score,confidence_level,match_method,decision,review_status
completed,1041,sanctioned,434,"Providing Water Plant System to Yenuguntapalli Village in Cherlopalli GP of Chittoor rural Mandal, Chittoor Constituency.",Construction of CC Road from Amudala Village to AmudalaHW in Amudala Village&GP of Palasamudram MAndal of GD Nellore Constituency,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,232853.0,450000.0,75.0,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1194,sanctioned,1498,Construction of CC Road from H/O Pradyut Chowdhury to H/O Arun Chowdhury. (300 mtr),Construction of C.C road from H/O Javed Mallick to H/O Iliyash Molla. (53 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,400000.0,110431.0,78.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1302,sanctioned,1105,Construction of CC Road from Sri Krishna Builders to H/O Bimal Mukherjee. (135 mtr),Construction of CC Road with Gaurdwall from Uttar Laskar Para Night Rose Club to H/O Mintu Laskar. (215 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,250000.0,708547.0,77.29,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1044,sanctioned,1100,Construction of CC Road with Drain from Holding No. T-119 to T-121 Marry Road. (50 mtr),Construction of CC Road from H/O Tapas Das to H/O Ajijul Sk towards Jayguru Sweet Shop. (324 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249974.0,605424.0,77.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1193,sanctioned,1461,Construction of CC Road from Sargoria Pole To Netaji Stachu. (400 mtr),Construction of CC Road with Guard Wall from Nibaran Dutta Road to Vidyanagar Karmatirtha. (110 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,499982.0,335555.0,78.26,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1434,sanctioned,192,"Installation of 3 no of high mast street light at SASTINAGAR BUS STOP,THIBA GP OFFICE,CM-II GP OFFICE Excuting Agency will be E O LABHPUR PANCHYET SAM",INSTALLATION OF HIGH MAST STREET LIGHT AT PANRUI BAZAR UNDER SAINTHIA PANCHYET SAMITY AND EXECUTING AGENCY WILL BE E.O. SAINTHIA PANCHYET SAMITY.,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,1315668.0,480941.0,79.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1448,sanctioned,1085,"Construction of 3 Nos. Ringwell at Sar-et Senar village, @3.00 L x 3 Nos.",Installation of Solar Light under Singhason MAC Constituency,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,899821.0,5000000.0,72.24,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,18,sanctioned,2,Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,Construction of Community Bhavan of Veerashaiv Jangam Society (R) at Ward No 21 Chidamarnagar Dharwad,Pralhad Venkatesh Joshi,Pralhad Venkatesh Joshi,DHARWAD,DHARWAD,Karnataka,Karnataka,498091.0,450000.0,83.64,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,993,sanctioned,107,Construction of common work shed in village Choli at Near Radha Bihari Gaushala,Construction of community hall in village Oon Bujurga at behind Bholaram farm,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,1000000.0,500000.0,80.54,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,164,sanctioned,805,Construction of PCC Road in Naneshera Tongritoli path in Keshalapur Panchayat of Pakar tanr block.,Construction of PCC road from Akhara to Sarana in Mahuwatoli under Kachchabari Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,400000.0,79.37,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,572,sanctioned,676,Installation of Low Mast light at Allahabad Bank under Nikarighata G.P.,"Installetion of Street Light at Madhabpur Bazar , G.P-Chandaneswar-II",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,345679.0,349494.0,83.67,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,176,sanctioned,806,Construction of PCC Road from Bhattitoli Azad Basti Khaja Garib Nawaz Mosque to Haki Masjid towards ex- Army’s house under Ward number -19.,Construction of PCC road from Chudru Pahan's house to Jakha's house in Dehkela village under Dehkela Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,400000.0,75.38,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1307,sanctioned,1455,Construction of CC Road from Mukta Kanta Club to Rail Line Kali Temple.(150 mtr),Construction of Road with Pilling from Goffer Molla's shop to H/O Lokman Sekh At Sultanganja. (100 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,300000.0,329103.0,81.77,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,171,sanctioned,833,Construction of PCC road in Kusumtoli of Thethaitanger Panchayat under Thethaitanger Block.,Construction of PCC and paver block path from Khunti Mahil Path to Lodro Gadha in village Ithe of Murhu Block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,500000.0,1200000.0,73.36,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,956,sanctioned,148,Construction of road from Raju Singh's Agricultural Plot to Nara (Barsadi Nadi).,Construction of Entry and Exit gates at Mahuwar stadium park,Sudhakar Singh,Sudhakar Singh,BUXAR,BUXAR,Bihar,Bihar,1497484.0,966987.0,74.42,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,164,sanctioned,835,Construction of PCC Road in Naneshera Tongritoli path in Keshalapur Panchayat of Pakar tanr block.,Construction of paver block path from Bukan Pahan's house to Noel Sanga's house in Bagan Toli in village Ithe of Murhu Block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,1000000.0,77.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,168,sanctioned,905,Construction of PCC road in Bendosera Kudatoli of Parka Revenue Village under Jaldega Block.,Construction of PCC road in Hesahatu under Bhandra Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,800000.0,80.16,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1132,sanctioned,1100,Construction of CC Road with Brick Soling from Mudidokan of Najrul Sk to Bonmalipur Tea Stall of Abdul Sk at Krishnamadhabpur. (115 mtr),Construction of CC Road from H/O Tapas Das to H/O Ajijul Sk towards Jayguru Sweet Shop. (324 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,605424.0,76.98,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1126,sanctioned,1114,Construction of CC Road with Brick Soling from H/O Suvendu Mondal to H/O Pintu Halder. (105 mtr),Construction of CC road cum pathway within Trikon Park. (71.25 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,145816.0,80.18,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1132,sanctioned,1496,Construction of CC Road with Brick Soling from Mudidokan of Najrul Sk to Bonmalipur Tea Stall of Abdul Sk at Krishnamadhabpur. (115 mtr),Construction of C.C road with Protection Wall from H/O Younus Khan to H/O Hafizul Molla. (24.10 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,148064.0,78.09,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1009,sanctioned,1172,"GRAM- MADHUBAN KHURD, GRAM PANCHAYAT-PIPARBHAWANA (TE) ME C.C.ROAD NIRMARAN(PARAS RAM BANJARE GHAR SE AAGE KI ORE)",GRAM JUDGA ME C.C. ROAD NIRMARAN ( SHIV PRASAD KAWAR GHAR SE BASTI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,500000.0,1000000.0,79.42,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1302,sanctioned,1116,Construction of CC Road from Sri Krishna Builders to H/O Bimal Mukherjee. (135 mtr),Construction of CC Road at Halder Para from H/O Panchanan Halder to H/O Bagamber Khanra (82 mtr.) at Ward No.15,Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,250000.0,152500.0,79.55,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1115,sanctioned,1496,Construction of CC Road with Brick Soling from H/O Swapan Natuya to H/O Samiya Sk. (150 mtr),Construction of C.C road with Protection Wall from H/O Younus Khan to H/O Hafizul Molla. (24.10 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,299999.0,148064.0,78.83,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1115,sanctioned,1100,Construction of CC Road with Brick Soling from H/O Swapan Natuya to H/O Samiya Sk. (150 mtr),Construction of CC Road from H/O Tapas Das to H/O Ajijul Sk towards Jayguru Sweet Shop. (324 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,299999.0,605424.0,81.57,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1008,sanctioned,215,GRAM-BARBHATHA GRAM PANCHAYAT-CHHIRRA ME C.C.ROAD NIRMARAN(MUKHYA MARG SE MUKTIDHAM KI ORE),CC Road- From the main road towards Muktidham.,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,599230.0,881196.0,72.89,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1017,sanctioned,446,"Construction of CC Road from Ramakka House to Doraswami Reddy House in 52Kannikapuram Village , Pillarikuppam GP of SR Puram Mandal of GD Nelloore Con",Construction of Under Ground Drainage at Thalaripalli HW(Reach 1) H/O Ramakrishnapuram GP in Penumuru Mandal of GD Nelloore Constituency.,Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,499013.0,440871.0,84.64,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1046,sanctioned,1119,"Construction of community fishery at Rongkimi, Diphu",Construction of road from PWD road to Graveyard at Rongbangpothar,Amarsing Tisso,Amarsing Tisso,Diphu (ST),Diphu (ST),Assam,Assam,499329.0,2000000.0,72.41,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1126,sanctioned,1095,Construction of CC Road with Brick Soling from H/O Suvendu Mondal to H/O Pintu Halder. (105 mtr),Construction of Road with Pilling At Parulia from H/O Debabrata Mondal to Stadium Ground ICDS School Via Parulia F.P. School. (116.68 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,299833.0,80.73,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1045,sanctioned,1453,Construction of CC Road with Drain from Holding No. Y-82 toY-86 Madarsaheb Ground Road. (40 mtr),Construction of CC Road from H/O Pulak Das to land of Kashinath Poddar. (138 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249997.0,332672.0,78.73,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1002,sanctioned,1416,Minimast Light in front of Chennamkara Muslim Juma Ath in Pathanapuram Grama Panchayath,"Construction of side protection wall and concreating of Erattakottu Palanirappil road in ward 8, Neduvathur Grama Panchayath (SC)",Suresh Kodikunnil,Suresh Kodikunnil,MAVELIKKARA(SC),MAVELIKKARA(SC),Kerala,Kerala,342341.0,1254628.0,71.86,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,600,sanctioned,1164,GRAM DHAMNI ME C.C. ROAD NIRMARAN (,GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,700000.0,999941.0,77.2,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,143,sanctioned,1008,Setting up of farmers’ training and assistance center in village Jalud at near Madhwashram Gaushala,Construction of hall in village Machalpur Khurd at Ahir Mohalla,Gajendra Singh Patel,Gajendra Singh Patel,KHARGONE(ST),KHARGONE(ST),Madhya Pradesh,Madhya Pradesh,2000000.0,500000.0,74.35,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,955,sanctioned,152,Construction of road from Rajan Singh's agricultural plot to Late Pradyuman Singh's Agricultural Plot at Sowan.,Construction of new road from Village Main road to House of Harendra Rai,Sudhakar Singh,Sudhakar Singh,BUXAR,BUXAR,Bihar,Bihar,1496484.0,447000.0,71.65,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,677,sanctioned,450,Construction of CC Road from Nellepalli Mitta to Milk Dairy Nellepalli Mitta in Nellepalli GP of GD Nelloore Mandal and Constituency.,"Construction of Under Ground Drainage at Penumuru Town (Reach II)&GP, Penumuru Mandal of GD Nelloore Constituency.",Daggumalla Prasada Rao,Daggumalla Prasada Rao,CHITTOOR,CHITTOOR,Andhra Pradesh,Andhra Pradesh,499570.0,200000.0,77.64,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1045,sanctioned,1483,Construction of CC Road with Drain from Holding No. Y-82 toY-86 Madarsaheb Ground Road. (40 mtr),Construction of C.C road from H/O Paritosh Safui to H/O Sarama Safui at Prasadpur.(52 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249997.0,149044.0,75.18,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1320,sanctioned,1468,Construction Of CC Road from H/O Golam Ali Mollik To H/O Alfaj Sk. (100 mtr),Construction of PCC Road with Pilling from H/O Mahadeb Mondal to H/O Pradip Mondal. (111 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,397308.0,79.15,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1114,sanctioned,1494,Construction Of CC Road from H/O Dilip Mal to H/O Kanai Mal. (75 mtr),Construction of C.C road from H/O Jayanta Sardar to H/O Dilip Naskar at Chakrasunmamud. (126 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,150000.0,349830.0,82.22,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,187,sanctioned,904,Construction of PCC road from Lal Talab towards Jagarnath Munda's house in village Kitadih of Panchayat Mankidih under Tamar block.,Construction of two rooms in the school in Barbanda Village under Bhandra Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,649000.0,1000000.0,77.4,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,575,sanctioned,1000,Construction of Pilgrim Shed at Thumkati under Matla-II Gram Panchayat,Installation of Solar High Mast Light at Kotrakhali Bazar Under Chunakhali GP,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,499680.0,199501.0,73.33,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1320,sanctioned,1498,Construction Of CC Road from H/O Golam Ali Mollik To H/O Alfaj Sk. (100 mtr),Construction of C.C road from H/O Javed Mallick to H/O Iliyash Molla. (53 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,110431.0,83.12,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,574,sanctioned,676,Installation of Low Mast light at Dewan Para under Bansra Gram Panchayat,"Installetion of Street Light at Madhabpur Bazar , G.P-Chandaneswar-II",Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,346477.0,349494.0,84.46,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1328,sanctioned,1114,Construction of CC Road from H/O Anis Gayen to H/O Uttam Gayen Via H/O Amar Gayen to H/O Bijoy Gayen at Harish Pur. (100 mtr),Construction of CC road cum pathway within Trikon Park. (71.25 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,145816.0,75.9,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,526,sanctioned,1452,"C/o Retaining wall at Chingdam Colony, Khasa Village in Longding District",C/o Sand gravel road at Kungsung Village 2nd mile area in Namsai District,Tapir Gao,Tapir Gao,ARUNACHAL EAST,ARUNACHAL EAST,Arunachal Pradesh,Arunachal Pradesh,1000000.0,1000000.0,80.64,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,980,sanctioned,681,Cement interlocking kharanja Nirman karya purendra ke Ghar se main raste ki AVN vibhinn galiyan gram banji work agency GP Ekta,cc/interlocking sadak with nali nirman karya jaggi ke makan se shamshan ghat ki taraf gram garoo,Sanjna Jatav,Sanjna Jatav,BHARATPUR(SC),BHARATPUR(SC),Rajasthan,Rajasthan,483780.0,494264.0,82.4,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,173,sanctioned,833,Construction of PCC Road from Barwadih road towards Sebartoli under Kolebira block.,Construction of PCC and paver block path from Khunti Mahil Path to Lodro Gadha in village Ithe of Murhu Block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,700000.0,1200000.0,74.13,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1045,sanctioned,1464,Construction of CC Road with Drain from Holding No. Y-82 toY-86 Madarsaheb Ground Road. (40 mtr),Construction of CC Road from H/O Sk Ejajul to H/O Habibur. (106 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,249997.0,379459.0,79.42,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,170,sanctioned,904,Construction of PCC path from Praveen Baah's house towards James Dungdung's house in Banghatoli village of Konjoba Panchayat of Kersai block.,Construction of two rooms in the school in Barbanda Village under Bhandra Panchayat.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,600000.0,1000000.0,75.84,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,940,sanctioned,835,PCC road construction from Karam Singh Munda's house to Bichagutu's house in Village Salgadih under Dadigutu Panchayat.,Construction of paver block path from Bukan Pahan's house to Noel Sanga's house in Bagan Toli in village Ithe of Murhu Block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,400000.0,1000000.0,79.44,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1307,sanctioned,1093,Construction of CC Road from Mukta Kanta Club to Rail Line Kali Temple.(150 mtr),Construction of CC Road at Lokhipur from H/O Mostakin Laskar to H/O Asmaul Laskar via H/O Ansar Laskar & Faruq Gazi. (161.57 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,300000.0,299997.0,81.28,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1134,sanctioned,1496,Construction of CC Road with Brick Soling from Mudi dokan of Sabir Sk to H/O Jantu Sk via H/O Alamin Molla at Gopalpur-I. (150 mtr),Construction of C.C road with Protection Wall from H/O Younus Khan to H/O Hafizul Molla. (24.10 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,300000.0,148064.0,79.45,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1420,sanctioned,1391,CC interlocking kharanja May nali Nirman karya Kamaal ke kamre se akwali ke Ghar ki or kawan ka bas work agency GP Garhi Mewat,CC/Interlocking sadak Nirman karya may nali ShriRam ke Ghar se jatavo ke Kuan ki or chulhera work agency GP chulhera,Sanjna Jatav,Sanjna Jatav,BHARATPUR(SC),BHARATPUR(SC),Rajasthan,Rajasthan,498994.0,150000.0,80.71,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,294,sanctioned,217,GRAM NAWAPARA ME C.C. ROAD NIRMARAN(LABHO RAM CHAUHAN GHAR SE AAGE KI ORE),CC Road- From Amit Home towards Bairaag pond.,Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,498533.0,1200000.0,72.14,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1203,sanctioned,1111,"Construction of CC Road with Brick Soling from Saifuddin Molla's Shop to Ajijul's Shop,at Mulpunja. (300 mtr)",Repairing of CC Road at Das Para from H/O Batul Mistry to H/O Tapan Rana at Ward No.8 (95 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,399987.0,147843.0,72.39,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,569,sanctioned,995,Installation of Street Light from Gouri Marble to Hanuman Mandir under Matla-I G.P,Instalation of Electrically operated High-Mast Light at Titkumar Hajir More under Amjhara GP,Pratima Mondal,Pratima Mondal,JOYNAGAR(SC),JOYNAGAR(SC),West Bengal,West Bengal,349964.0,200000.0,78.77,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,518,sanctioned,843,U.U.M. School Chhatauni block basopatti men 2 set lab upkaran ka kray evam adhisthapan karya,babubarhi block ke ward no 7 sthith lakeshmeshwar jha ghar ke najdik samarsebal pump ka adisthapan karya.,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,Bihar,Bihar,1096000.0,173477.0,75.76,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1129,sanctioned,1468,Construction of CC Road with Brick Soling from Daluipur Khalpar to H/O Dipak Mondal via Pachanantala at Daluipur. (150 mtr),Construction of PCC Road with Pilling from H/O Mahadeb Mondal to H/O Pradip Mondal. (111 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,300000.0,397308.0,80.3,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1116,sanctioned,1483,Construction of CC Road from H/O Monirul Sk to H/O liyakat Sipai. (120 mtr),Construction of C.C road from H/O Paritosh Safui to H/O Sarama Safui at Prasadpur.(52 mtr),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,149044.0,83.63,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1328,sanctioned,1095,Construction of CC Road from H/O Anis Gayen to H/O Uttam Gayen Via H/O Amar Gayen to H/O Bijoy Gayen at Harish Pur. (100 mtr),Construction of Road with Pilling At Parulia from H/O Debabrata Mondal to Stadium Ground ICDS School Via Parulia F.P. School. (116.68 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,200000.0,299833.0,76.07,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,524,sanctioned,122,utkarmit uchya vidyalay Dhamiyanpatti blockJaynagar men 2 set lab upkaran ka kray evam adhisthapan karya,Babunarhi prakhand ke antargat bhatchoura gram sthith sarvjanik mandir ke najdik high mask light ka adhisthapan karya,Ramprit Mandal,Ramprit Mandal,JHANJHARPUR,JHANJHARPUR,Bihar,Bihar,1096000.0,994000.0,78.63,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,186,sanctioned,902,Construction of drain from Amit Mandal's house towards Umapado Mandal's house in village Gutuhatu of Panchayat Kanchi under Bundu block.,Paver block road construction from Nirmal Oraon's house to Church wall in Hesag under Khunti block.,Kali Charan Munda,Kali Charan Munda,KHUNTI(ST),KHUNTI(ST),Jharkhand,Jharkhand,783000.0,350000.0,77.61,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,7,sanctioned,289,Construction of Head Quarter Building for Perumon Thanal Charitable Trust in Panayam Grama Panchayat of Kollam Constituency (2nd reach),Construction of Bus waiting shed at Kadamancode ward No. 12 in Kulathupuzha GP in Punalur Constituency (ST),Nk Premachandran,Nk Premachandran,KOLLAM,KOLLAM,Kerala,Kerala,338444.0,500000.0,76.26,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1193,sanctioned,1110,Construction of CC Road from Sargoria Pole To Netaji Stachu. (400 mtr),Repairing of CC Road from Near H/O Dulal Das to H/O Chandan Das at Ward No.7 (72 mtr.),Abhishek Banerjee,Abhishek Banerjee,DIAMOND HARBOUR,DIAMOND HARBOUR,West Bengal,West Bengal,499982.0,146182.0,73.41,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1420,sanctioned,1372,CC interlocking kharanja May nali Nirman karya Kamaal ke kamre se akwali ke Ghar ki or kawan ka bas work agency GP Garhi Mewat,CC interlocking sadak Nirman karya rajkiya prathmik vidhyalaya nagla khooba work agency GP daroda,Sanjna Jatav,Sanjna Jatav,BHARATPUR(SC),BHARATPUR(SC),Rajasthan,Rajasthan,498994.0,399290.0,78.39,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,1434,sanctioned,316,"Installation of 3 no of high mast street light at SASTINAGAR BUS STOP,THIBA GP OFFICE,CM-II GP OFFICE Excuting Agency will be E O LABHPUR PANCHYET SAM",Construction of CC Road from durmut Bonkapasi to Babul farm at kaichor GP .Excuting Agency will be E O Mongalkote Panchyet Samity,Asit Kumar Mal,Asit Kumar Mal,BOLPUR(SC),BOLPUR(SC),West Bengal,West Bengal,1315668.0,342129.0,73.3,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,666,sanctioned,1172,GRAM PANCHAYAT LAWSARA ME C.C. ROAD NIRMARAN(PATHARRI TALAB SE NARAYANA BARETH GHAR KI ORE),GRAM JUDGA ME C.C. ROAD NIRMARAN ( SHIV PRASAD KAWAR GHAR SE BASTI KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,799562.0,1000000.0,83.53,MEDIUM,fuzzy_multi_field,pending,requires_human_review
completed,509,sanctioned,1171,GRAM BHOTHIYA ME C.C. ROAD NIRMARAN(KANCHANPUR MOHALLA ME C.C. ROAD NIRMARAN),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),Kamlesh Jangde,Kamlesh Jangde,JANJGIR CHAMPA(SC),JANJGIR CHAMPA(SC),Chhattisgarh,Chhattisgarh,800000.0,999633.0,79.72,MEDIUM,fuzzy_multi_field,pending,requires_human_review
