work_id,recommendation_date,recommended_amount,raw_additional_status
WS/MP187/2023-2024/1199-Construction of rooms and halls in school and colleges,14-Jun-2023,1000000.0,07-Nov-2023
WS/MP187/2023-2024/1200-Construction of rooms and halls in school and colleges,14-Jun-2023,1000000.0,08-Dec-2023
WS/MP187/2023-2024/1211-Construction of rooms and halls in school and colleges,14-Jun-2023,1000000.0,15-Mar-2024
"WS/MP001/2023-2024/1215-Construction of roads, link roads, pathways or any other road with or without drainage system",14-Jun-2023,1484933.0,12-Aug-2023
"WS/MP001/2023-2024/1216-Construction of roads, link roads, pathways or any other road with or without drainage system",14-Jun-2023,1486089.0,12-Aug-2023
"WS/MP001/2023-2024/1217-Construction of roads, link roads, pathways or any other road with or without drainage system",14-Jun-2023,1484550.0,12-Aug-2023
"WS/MP001/2023-2024/1218-Construction of roads, link roads, pathways or any other road with or without drainage system",14-Jun-2023,1484940.0,12-Aug-2023
WS/MP190/2023-2024/1301-Street lights,19-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1302-Street lights,19-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1303-Street lights,19-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1304-Street lights,19-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1305-Street lights,19-Jun-2023,243000.0,24-Aug-2023
WS/MP187/2023-2024/1362-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1363-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1364-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1365-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1366-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1367-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1368-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1369-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1370-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1371-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1372-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1373-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1374-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1375-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1376-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1377-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1378-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1379-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1380-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1381-Street lights,21-Jun-2023,283000.0,07-Jul-2023
"WS/MP001/2023-2024/1411-Construction of roads, link roads, pathways or any other road with or without drainage system",21-Jun-2023,1484100.0,15-Sep-2023
WS/MP187/2023-2024/1419-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1420-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1421-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1422-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1423-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1424-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1425-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1426-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1427-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1428-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1429-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1430-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1431-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1432-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1433-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1434-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1435-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1436-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1437-Street lights,21-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1438-Street lights,21-Jun-2023,283000.0,07-Jul-2023
"WS/MP106/2023-2024/1439-Construction of roads, link roads, pathways or any other road with or without drainage system",22-Jun-2023,500000.0,20-Sep-2023
WS/MP106/2025-2026/1464-Construction of culverts and bridges,22-Jun-2023,500000.0,31-Jan-2026
"WS/MP001/2023-2024/1487-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Jun-2023,1385546.0,26-Oct-2023
"WS/MP001/2023-2024/1488-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Jun-2023,1486150.0,26-Oct-2023
"WS/MP001/2023-2024/1489-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Jun-2023,1198135.0,26-Oct-2023
"WS/MP001/2023-2024/1490-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Jun-2023,897400.0,26-Oct-2023
"WS/MP001/2023-2024/1493-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Jun-2023,1484800.0,05-Sep-2023
"WS/MP001/2023-2024/1494-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Jun-2023,989898.0,12-Aug-2023
"WS/MP001/2023-2024/1495-Construction of roads, link roads, pathways or any other road with or without drainage system",23-Jun-2023,989710.0,12-Aug-2023
WS/MP187/2023-2024/1496-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1497-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1498-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1499-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1500-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1501-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1502-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1503-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1504-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1505-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1506-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1507-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1508-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1509-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1510-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1511-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1512-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1513-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1514-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1515-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP106/2025-2026/1516-Development of playground,23-Jun-2023,600000.0,15-May-2025
WS/MP106/2023-2024/1517-Construction of buildings for community cultural activities,23-Jun-2023,300000.0,11-Aug-2023
WS/MP106/2023-2024/1518-Construction of community centers and community halls,23-Jun-2023,300000.0,05-Oct-2023
WS/MP106/2024-2025/1521-Construction of additional rooms and halls in the existing public and community building,23-Jun-2023,250000.0,12-Sep-2024
WS/MP106/2023-2024/1522-Providing supply pipelines for drinking water,23-Jun-2023,300000.0,06-Oct-2023
WS/MP187/2023-2024/1523-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1524-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1525-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1526-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1527-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1528-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1529-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1530-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1531-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1532-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1533-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1534-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1535-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1536-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1537-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1538-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1539-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1540-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1541-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1542-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP106/2023-2024/1543-Construction of shelters for animals,23-Jun-2023,300000.0,26-Feb-2024
WS/MP187/2023-2024/1544-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1545-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1546-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1547-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1548-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1549-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1550-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1551-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1552-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1553-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1554-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1555-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1556-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1557-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1558-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1559-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1560-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1561-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1562-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1563-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1566-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1567-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1568-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1569-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1570-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1571-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1572-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP187/2023-2024/1573-Street lights,23-Jun-2023,283000.0,07-Jul-2023
WS/MP106/2023-2024/1593-Construction of rooms and halls in school and colleges,24-Jun-2023,500000.0,20-Feb-2024
NA-Purchase of books for public libraries/ digitization of library books,24-Jun-2023,50000.0,nan
NA-Installing community drinking water plants,24-Jun-2023,93176.0,nan
"NA-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)",24-Jun-2023,100000.0,nan
WS/MP106/2023-2024/1599-Construction of community centers and community halls,24-Jun-2023,700000.0,26-Feb-2024
WS/MP106/2023-2024/1600-Construction of community centers and community halls,24-Jun-2023,640000.0,26-Feb-2024
WS/MP106/2023-2024/1601-Construction of community centers and community halls,24-Jun-2023,700000.0,20-Feb-2024
WS/MP106/2023-2024/1604-Providing drains and gutters for public drainage,24-Jun-2023,499555.0,08-Jan-2024
WS/MP106/2024-2025/1624-Construction of buildings for community cultural activities,25-Jun-2023,300000.0,21-Nov-2024
WS/MP106/2024-2025/1625-Construction of community centers and community halls,25-Jun-2023,400000.0,02-Jul-2024
WS/MP106/2024-2025/1626-Construction of buildings for community cultural activities,25-Jun-2023,300000.0,04-Sep-2024
WS/MP106/2023-2024/1627-Construction of boundary walls of existing public and community buildings,25-Jun-2023,752998.0,05-Oct-2023
WS/MP106/2025-2026/1628-Construction of community centers and community halls,25-Jun-2023,500000.0,30-Jan-2026
"WS/MP106/2023-2024/1631-Construction of roads, link roads, pathways or any other road with or without drainage system",25-Jun-2023,300000.0,07-Dec-2023
WS/MP106/2025-2026/1632-Installing tube-wells and borewells,25-Jun-2023,123000.0,29-Jan-2026
"WS/MP106/2023-2024/1633-Construction of roads, link roads, pathways or any other road with or without drainage system",25-Jun-2023,198000.0,05-Oct-2023
"NA-Construction of roads, link roads, pathways or any other road with or without drainage system",25-Jun-2023,250000.0,nan
WS/MP106/2023-2024/1636-Installing tube-wells and borewells,25-Jun-2023,152914.0,05-Oct-2023
WS/MP106/2023-2024/1637-Construction of community centers and community halls,26-Jun-2023,1000000.0,31-Dec-2023
"WS/MP106/2023-2024/1639-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,53000.0,05-Oct-2023
WS/MP106/2023-2024/1640-Construction of buildings for community cultural activities,26-Jun-2023,203000.0,05-Oct-2023
WS/MP106/2023-2024/1641-Construction of buildings for community cultural activities,26-Jun-2023,172000.0,05-Oct-2023
"WS/MP106/2023-2024/1642-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,144000.0,05-Oct-2023
"WS/MP106/2023-2024/1643-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,140000.0,05-Oct-2023
"WS/MP106/2023-2024/1644-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,218000.0,05-Oct-2023
"WS/MP106/2023-2024/1645-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,235000.0,05-Oct-2023
"WS/MP106/2023-2024/1646-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,236000.0,05-Oct-2023
WS/MP106/2023-2024/1647-Construction of culverts and bridges,26-Jun-2023,129000.0,05-Oct-2023
"WS/MP106/2023-2024/1648-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,135000.0,05-Oct-2023
"WS/MP106/2023-2024/1649-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,133000.0,05-Oct-2023
"WS/MP106/2023-2024/1650-Construction of roads, link roads, pathways or any other road with or without drainage system",26-Jun-2023,197000.0,05-Oct-2023
WS/MP106/2026-2027/1653-Installing hand pumps,26-Jun-2023,114000.0,19-May-2026
WS/MP106/2026-2027/1654-Installing hand pumps,26-Jun-2023,114000.0,19-May-2026
WS/MP106/2026-2027/1655-Installing hand pumps,26-Jun-2023,114000.0,19-May-2026
WS/MP106/2026-2027/1735-Installing hand pumps,28-Jun-2023,114000.0,19-May-2026
WS/MP106/2026-2027/1736-Installing hand pumps,28-Jun-2023,114000.0,19-May-2026
WS/MP106/2026-2027/1737-Installing hand pumps,28-Jun-2023,114000.0,19-May-2026
WS/MP106/2026-2027/1738-Installing hand pumps,28-Jun-2023,130000.0,19-May-2026
WS/MP106/2026-2027/1739-Installing hand pumps,28-Jun-2023,114000.0,19-May-2026
NA-Installing hand pumps,28-Jun-2023,114000.0,nan
"WS/MP081/2023-2024/1761-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
WS/MP081/2023-2024/1762-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,29-Jun-2023,1000000.0,26-Sep-2023
WS/MP081/2023-2024/1763-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,29-Jun-2023,1000000.0,26-Sep-2023
"WS/MP081/2023-2024/1764-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,400000.0,26-Sep-2023
"WS/MP081/2023-2024/1770-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,400000.0,26-Sep-2023
"WS/MP081/2023-2024/1771-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,400000.0,26-Sep-2023
"WS/MP081/2023-2024/1772-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
"WS/MP081/2023-2024/1773-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,1000000.0,26-Sep-2023
WS/MP081/2023-2024/1774-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
"WS/MP081/2023-2024/1775-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,300000.0,26-Sep-2023
"WS/MP081/2023-2024/1776-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,300000.0,26-Sep-2023
"WS/MP081/2023-2024/1777-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,300000.0,26-Sep-2023
"WS/MP081/2023-2024/1778-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,300000.0,26-Sep-2023
WS/MP081/2023-2024/1779-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,29-Jun-2023,611000.0,26-Sep-2023
"WS/MP081/2023-2024/1780-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,400000.0,18-Nov-2023
"WS/MP081/2023-2024/1781-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
"WS/MP081/2023-2024/1783-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
WS/MP081/2023-2024/1784-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
"WS/MP081/2023-2024/1785-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
WS/MP081/2023-2024/1787-Renovation of ponds and lakes,29-Jun-2023,500000.0,26-Sep-2023
"WS/MP081/2023-2024/1789-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
WS/MP081/2023-2024/1790-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
WS/MP081/2023-2024/1791-Renovation of ponds and lakes,29-Jun-2023,500000.0,26-Sep-2023
"WS/MP081/2023-2024/1792-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
WS/MP081/2023-2024/1793-Construction of community centers and community halls,29-Jun-2023,1450000.0,04-Jan-2024
WS/MP081/2023-2024/1794-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
WS/MP081/2023-2024/1795-Construction of buildings for community cultural activities,29-Jun-2023,400000.0,26-Sep-2023
"WS/MP081/2023-2024/1796-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
"WS/MP081/2023-2024/1797-Construction of roads, link roads, pathways or any other road with or without drainage system",29-Jun-2023,500000.0,26-Sep-2023
WS/MP081/2023-2024/1798-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
WS/MP081/2023-2024/1799-Construction of buildings for community cultural activities,29-Jun-2023,400000.0,26-Sep-2023
WS/MP081/2023-2024/1800-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
WS/MP081/2023-2024/1801-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
WS/MP081/2023-2024/1802-Construction of community centers and community halls,29-Jun-2023,1450000.0,26-Sep-2023
WS/MP081/2023-2024/1807-Installing tube-wells and borewells,29-Jun-2023,350000.0,29-Aug-2023
WS/MP081/2023-2024/1808-Construction of boundary walls of existing public and community buildings,29-Jun-2023,1000000.0,29-Aug-2023
WS/MP081/2023-2024/1809-Construction of community centers and community halls,29-Jun-2023,1200000.0,29-Aug-2023
WS/MP081/2023-2024/1811-Construction of community centers and community halls,29-Jun-2023,1000000.0,16-Feb-2024
WS/MP081/2023-2024/1814-Development of public parks,29-Jun-2023,1200000.0,16-Feb-2024
WS/MP081/2023-2024/1815-Construction of culverts and bridges,29-Jun-2023,1497000.0,04-Jan-2024
WS/MP190/2023-2024/1840-Street lights,29-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1841-Street lights,29-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1842-Street lights,29-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1843-Street lights,29-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1844-Street lights,29-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1848-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1849-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1850-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1851-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1852-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1853-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1854-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1855-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1856-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1857-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1867-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1868-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1869-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1870-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1871-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1874-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1875-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1876-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1877-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1878-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1881-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1882-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1883-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1884-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1885-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1896-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1897-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1898-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1899-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1900-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1905-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1906-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1907-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1908-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1909-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1910-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1911-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1912-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1913-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1914-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1915-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1916-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1917-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1918-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1919-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1921-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1922-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1923-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1924-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1925-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1926-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1927-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1928-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1929-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1930-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1942-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1943-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1944-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1945-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1946-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1947-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1948-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1949-Street lights,30-Jun-2023,243000.0,24-Aug-2023
WS/MP190/2023-2024/1950-Street lights,30-Jun-2023,243000.0,24-Aug-2023
