work_id,completion_date,disbursed_amount,has_evidence,raw_evidence_status
WS/MP187/2023-2024/1551-Street lights,19-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1552-Street lights,15-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1553-Street lights,16-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1554-Street lights,16-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1555-Street lights,16-Feb-24,283000.0,False,nan
WS/MP187/2023-2024/1556-Street lights,16-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1557-Street lights,16-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1561-Street lights,14-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1562-Street lights,14-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1566-Street lights,11-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1573-Street lights,10-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1507-Street lights,22-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1558-Street lights,11-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1559-Street lights,11-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1366-Street lights,23-Feb-24,283000.0,True,Images
"WS/MP015/2023-2024/5133-Construction of roads, link roads, pathways or any other road with or without drainage system",25-Aug-23,499518.0,True,Images
"WS/MP015/2023-2024/5141-Construction of roads, link roads, pathways or any other road with or without drainage system",19-Sep-23,499518.0,True,Images
"WS/MP015/2023-2024/5144-Construction of roads, link roads, pathways or any other road with or without drainage system",19-Sep-23,998022.0,True,Images
"WS/MP015/2023-2024/5142-Construction of roads, link roads, pathways or any other road with or without drainage system",19-Sep-23,499518.0,True,Images
WS/MP187/2023-2024/1433-Street lights,22-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1434-Street lights,22-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1505-Street lights,21-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1504-Street lights,21-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1563-Street lights,15-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1560-Street lights,11-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1568-Street lights,11-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1567-Street lights,10-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1569-Street lights,10-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1570-Street lights,10-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1571-Street lights,10-Feb-24,283000.0,True,Images
WS/MP187/2023-2024/1572-Street lights,10-Feb-24,283000.0,True,Images
WS/MP190/2023-2024/1301-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1305-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1304-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1302-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1303-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1840-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1843-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1842-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1841-Street lights,02-Mar-24,243000.0,True,Images
WS/MP190/2023-2024/1844-Street lights,02-Mar-24,243000.0,True,Images
WS/MP198/2023-2024/7878-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7873-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7874-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7875-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7876-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7877-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7882-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7881-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7880-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7879-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7884-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7886-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7887-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7888-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7889-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7890-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7892-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7895-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7894-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7893-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7896-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7891-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7904-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7902-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7903-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7913-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7907-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7910-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7912-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7906-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7908-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7905-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7909-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/7911-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3551-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3548-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3549-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3550-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3469-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3473-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3472-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3471-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3470-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3497-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3493-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3496-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3495-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3494-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3499-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3504-Lighting of public spaces,27-Feb-24,283000.0,False,nan
WS/MP198/2023-2024/3505-Lighting of public spaces,27-Feb-24,283000.0,False,nan
