ida_id,canonical_name,normalized_name,agency_type,created_at
IDA_000476,VELLORE(DISTRICT COLLECTOR VELLORE_IDA),velloredistrict collector velloreida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257735
IDA_000477,WEST(COMMISSIONER MCD WEST),westcommissioner mcd west,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257741
IDA_000478,LOWER SIANG(DEPUTY COMMISIONER LOWER SIANG_IDA),lower siangdeputy commisioner lower siangida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257747
IDA_000479,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),tumakurudeputy commissioner tumkurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257752
IDA_000480,JAMNAGAR(DISTRICT COLLECTOR JAMNAGAR_IDA),jamnagardistrict collector jamnagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257758
IDA_000481,BOTAD(DISTRICT COLLECTOR BOTAD_IDA),botaddistrict collector botadida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257763
IDA_000482,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),nagpurdistrict collector nagpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257769
IDA_000483,HANUMAKONDA(DISTRICT COLLECTOR HANUMAKONDA_IDA),hanumakondadistrict collector hanumakondaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257775
IDA_000484,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),jashpurdistrict collector jashpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257781
IDA_000485,BIJAPUR(COLLECTOR BIJAPUR_IDA),bijapurcollector bijapurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257786
IDA_000486,JAIPUR GRAMIN(DISTRICT COLLECTOR JAIPUR GRAMIN_IDA),jaipur gramindistrict collector jaipur graminida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257793
IDA_000487,ANUPPUR(DISTRICT COLLECTOR ANUPPUR_IDA),anuppurdistrict collector anuppurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257798
IDA_000488,MAHENDRAGARH(DEPUTY COMMISSIONER MAHENDRAGARH_IDA),mahendragarhdeputy commissioner mahendragarhida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257804
IDA_000489,FARIDABAD(DEPUTY COMMISSIONER FARIDABAD_IDA),faridabaddeputy commissioner faridabadida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257810
IDA_000490,BILASPUR(DISTRICT COLLECTOR BILASPUR_IDA),bilaspurdistrict collector bilaspurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257815
IDA_000491,SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA),saharanpurdistrict magistrae saharanpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257821
IDA_000492,CENTRAL(COMMISSIONER MCD (CENTRAL DISTRICT)),centralcommissioner mcd central district,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257826
IDA_000493,SANGLI(DISTRICT COLLECTOR SANGLI_IDA),sanglidistrict collector sangliida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257832
IDA_000494,JODHPUR(DISTRICT COLLECTOR JODHPUR IDA),jodhpurdistrict collector jodhpur ida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257838
IDA_000495,NARAYANPUR(COLLECTOR NARAYANPUR_IDA),narayanpurcollector narayanpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257843
IDA_000496,PAURI GARHWAL(DISTRICT MAGISTRATE PAURI GARHWAL_IDA),pauri garhwaldistrict magistrate pauri garhwalida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257849
IDA_000497,AMROHA(DISTRICT MAGISTRATE JYOTIBAPHULE NAGAR_IDA),amrohadistrict magistrate jyotibaphule nagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257855
IDA_000498,SEHORE(DISTRICT COLLECTOR SEHORE_IDA),sehoredistrict collector sehoreida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257860
IDA_000499,KANPUR NAGAR(DISTRICT MAGISTRAE KANPUR NAGAR_IDA),kanpur nagardistrict magistrae kanpur nagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257866
IDA_000500,JALGAON(DISTRICT COLLECTOR JALGAON_IDA),jalgaondistrict collector jalgaonida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257872
IDA_000501,UDAIPUR(DISTRICT COLLECTOR UDAIPUR_IDA),udaipurdistrict collector udaipurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257877
IDA_000502,BAHRAICH(DISTRICT MAGISTRAE BAHRAICH_IDA),bahraichdistrict magistrae bahraichida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257883
IDA_000503,ALIPURDUAR(DISTRICT MAGISTRATE ALIPURDUARS_IDA),alipurduardistrict magistrate alipurduarsida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257889
IDA_000504,LAKSHADWEEP DISTRICT(COLLECTOR CUM DEV COMMISSIONER LAKSHADWEEP_IDA),lakshadweep districtcollector cum dev commissioner lakshadweepida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257895
IDA_000505,DAKSHIN DINAJPUR(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),dakshin dinajpurdistrict magistrate dinajpur dakshinida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257901
IDA_000506,JHABUA(DISTRICT COLLECTOR JHABUA_IDA),jhabuadistrict collector jhabuaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257906
IDA_000507,EAST GARO HILLS(DEPUTY COMMISSIONER EAST GARO HILLS WILLIAMNAGAR_IDA),east garo hillsdeputy commissioner east garo hills williamnagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257912
IDA_000508,DATIA(DISTRICT COLLECTOR DATIA_IDA),datiadistrict collector datiaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257917
IDA_000509,NABARANGPUR(DISTRICT COLLECTOR NABARANGPUR_IDA),nabarangpurdistrict collector nabarangpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257923
IDA_000510,KANNIYAKUMARI(DISTRICT COLLECTOR KANNIYAKUMARI_IDA),kanniyakumaridistrict collector kanniyakumariida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257929
IDA_000511,"SONITPUR(DEPUTY COMMISSIONER SONITPUR, TEZPUR)",sonitpurdeputy commissioner sonitpur tezpur,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257937
IDA_000512,"RANIPET(DISTRICT COLLECTOR, RANIPET_2)",ranipetdistrict collector ranipet2,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257943
IDA_000513,DIBRUGARH(DEPUTY COMMISSIONER DIBRUGARH_IDA),dibrugarhdeputy commissioner dibrugarhida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257948
IDA_000514,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),gautam buddha nagardistrict magistrate gautambudhnagar,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257954
IDA_000515,AMETHI(DISTRICT MAGISTRAE AMETHI_IDA),amethidistrict magistrae amethiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257959
IDA_000516,MYSURU(DEPUTY COMMISSIONER MYSORE_IDA),mysurudeputy commissioner mysoreida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257964
IDA_000517,"EAST GODAVARI(DISTRICT COLLECTOR, EAST GODAVARI)",east godavaridistrict collector east godavari,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257971
IDA_000518,MALERKOTLA(DEPUTY COMMISSIONER MALERKOTLA_IDA),malerkotladeputy commissioner malerkotlaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257976
IDA_000519,CHIRANG(DEPUTY COMMISSIONER CHIRANG_IDA),chirangdeputy commissioner chirangida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257981
IDA_000520,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),fazilkadeputy commissioner fazilkaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257986
IDA_000521,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),vizianagaramdistrict collector vizianagaramida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.257992
IDA_000522,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),nalbarideputy commissioner nalbariida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258004
IDA_000523,SAMBALPUR(DISTRICT COLLECTOR SAMBALPUR_IDA),sambalpurdistrict collector sambalpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258009
IDA_000524,JEHANABAD(DISTRICT PLANNING OFFICER JEHANABAD_IDA),jehanabaddistrict planning officer jehanabadida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258016
IDA_000525,MORENA(DISTRICT COLLECTOR MORENA_IDA),morenadistrict collector morenaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258021
IDA_000526,DARJEELING(DISTRICT MAGISTRATE DARJEELING_IDA),darjeelingdistrict magistrate darjeelingida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258027
IDA_000527,GANGANAGAR(ZILLA GANGANAGAR),ganganagarzilla ganganagar,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258032
IDA_000528,NAGAON(DEPUTY COMMISSIONER NOWGONG_IDA),nagaondeputy commissioner nowgongida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258037
IDA_000529,RAIGAD(DISTRICT COLLECTOR RAIGAD_IDA),raigaddistrict collector raigadida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258043
IDA_000530,MEDAK(COLLECTOR MEDAK DISTRICT),medakcollector medak district,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258048
IDA_000531,GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA),gunturdistrict collector gunturida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258054
IDA_000532,SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA),sitamarhidistrict planning officer sitamarhiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258059
IDA_000533,RAMGARH(DEPUTY COMMISSIONER RAMGARH_IDA),ramgarhdeputy commissioner ramgarhida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258064
IDA_000534,RATLAM(DISTRICT COLLECTOR RATLAM_IDA),ratlamdistrict collector ratlamida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258070
IDA_000535,KHAIRTHAL-TIJARA(DISTRICT COLLECTOR KHAIRTHAL TIJARA_IDA),khairthaltijaradistrict collector khairthal tijaraida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258076
IDA_000536,UDHAM SINGH NAGAR(DISTRICT MAGISTRATE UDHAMSINGH NAGAR_IDA),udham singh nagardistrict magistrate udhamsingh nagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258081
IDA_000537,GUMLA(DEPUTY COMMISSIONER GUMLA_IDA),gumladeputy commissioner gumlaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258087
IDA_000538,RAYAGADA(DISTRICT COLLECTOR RAYAGADA_IDA),rayagadadistrict collector rayagadaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258092
IDA_000539,S.A.S NAGAR(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),sas nagardeputy commissioner sahibzada ajit singh nagar mohaliida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258099
IDA_000540,SURYAPET(DISTRICT COLLECTOR SURYAPET),suryapetdistrict collector suryapet,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258104
IDA_000541,LOWER SUBANSIRI(DEPUTY COMMISSIONER LOWER SUBANSIR_IDA),lower subansirideputy commissioner lower subansirida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258110
IDA_000542,YAMUNANAGAR(DEPUTY COMMISSIONER YAMUNANAGAR_IDA),yamunanagardeputy commissioner yamunanagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258115
IDA_000543,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),mandyadeputy commissioner mandyaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258121
IDA_000544,SARANGARH-BILAIGARH(COLLECTOR SB_IDA),sarangarhbilaigarhcollector sbida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258126
IDA_000545,AIZAWL(DEPUTY COMMISSIONER AIZAWL_IDA),aizawldeputy commissioner aizawlida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258132
IDA_000546,BENGALURU RURAL(DEPUTY COMMISSIONER BANGALORE RURAL SBM URBAN),bengaluru ruraldeputy commissioner bangalore rural sbm urban,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258138
IDA_000547,DHALAI(DISTRICT MAGISTRATE DHALAI_IDA),dhalaidistrict magistrate dhalaiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258143
IDA_000548,SHEOPUR(DISTRICT COLLECTOR SHEOPUR_IDA),sheopurdistrict collector sheopurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258149
IDA_000549,NAWADA(DISTRICT PLANNING OFFICER NAWADA_IDA),nawadadistrict planning officer nawadaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258155
IDA_000550,VAISHALI(DISTRICT PLANNING OFFICER VAISHALI_IDA),vaishalidistrict planning officer vaishaliida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258161
IDA_000551,JHARSUGUDA(DISTRICT COLLECTORJHARSUGUDA_IDA),jharsugudadistrict collectorjharsugudaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258167
IDA_000552,COOCH BEHAR(DISTRICT MAGISTRATE COOCHBEHAR_IDA),cooch behardistrict magistrate coochbeharida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258172
IDA_000553,PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),perambalurdistrict collector perambalurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258178
IDA_000554,CHUMOUKEDIMA(DEPUTY COMMISSIONER CHUMOUKEDIMA_IDA),chumoukedimadeputy commissioner chumoukedimaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258183
IDA_000555,VIDISHA(DISTRICT COLLECTOR VIDISHA_IDA),vidishadistrict collector vidishaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258189
IDA_000556,"SRIBHUMI(DEPUTY COMMISSIONER , KARIMGANJ)",sribhumideputy commissioner karimganj,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258195
IDA_000557,CHITRADURGA(DEPUTY COMMISSIONER CHITRADURGA_IDA),chitradurgadeputy commissioner chitradurgaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258200
IDA_000558,AGAR-MALWA(DISTRICT COLLECTOR AGAR MALWA_IDA),agarmalwadistrict collector agar malwaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258208
IDA_000559,BARPETA(DEPUTY COMMISSIONER BARPETA 1),barpetadeputy commissioner barpeta 1,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258213
IDA_000560,RAJOURI(DEPUTY COMMISSIONER RAJOURI_IDA),rajourideputy commissioner rajouriida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258218
IDA_000561,DINDORI(DISTRICT COLLECTOR DINDORI_IDA),dindoridistrict collector dindoriida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258224
IDA_000562,RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA),raichurdeputy commissioner raichurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258232
IDA_000563,LOHIT(DEPUTY COMMISSIONER LOHIT_IDA),lohitdeputy commissioner lohitida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258238
IDA_000564,SURENDRANAGAR(DISTRICT COLLECTOR SURENDRANAGAR_IDA),surendranagardistrict collector surendranagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258243
IDA_000565,WASHIM(DISTRICT COLLECTOR WASHIM_IDA),washimdistrict collector washimida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258249
IDA_000566,BUXAR(DISTRICT PLANNING OFFICER BUXAR_IDA),buxardistrict planning officer buxarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258254
IDA_000567,THOUBAL(DEPUTY COMMISSIONER THOUBAL MPLADS_IDA),thoubaldeputy commissioner thoubal mpladsida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258259
IDA_000568,MANDLA(DISTRICT COLLECTOR MANDLA_IDA),mandladistrict collector mandlaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258265
IDA_000569,AJMER(DISTRICT COLLECTOR AJMER_IDA),ajmerdistrict collector ajmerida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258270
IDA_000570,SOUTH GARO HILLS(DEPUTY COMMISSIONER BAGHMARA_IDA),south garo hillsdeputy commissioner baghmaraida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258276
IDA_000571,BENGALURU SOUTH(DEPUTY COMMISSIONER RAMANAGARA_IDA),bengaluru southdeputy commissioner ramanagaraida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258283
IDA_000572,BEGUSARAI(DISTRICT PLANNING OFFICER BEGUSARAI_IDA),begusaraidistrict planning officer begusaraiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258289
IDA_000573,KULLU(DEPUTY COMMISSIONER KULLU_IDA),kulludeputy commissioner kulluida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258296
IDA_000574,MUZAFFARPUR(DISTRICT PLANNING OFFICER MUZAFFARPUR_IDA),muzaffarpurdistrict planning officer muzaffarpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258301
IDA_000575,RUDRAPRAYAG(DM RUDRAPRAYAG_IDA),rudraprayagdm rudraprayagida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258307
IDA_000576,UTTARA KANNADA(DEPUTY COMMISSIONER UTTARKANNADA KARWAR_IDA),uttara kannadadeputy commissioner uttarkannada karwarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258313
IDA_000577,NORTH WEST(COMMISSIONER NORTH WEST),north westcommissioner north west,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258319
IDA_000578,DARRANG(DEPUTY COMMISSIONER DARRANG_IDA),darrangdeputy commissioner darrangida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258324
IDA_000579,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),jagatsinghapurdistrict collector jagatsinghpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258330
IDA_000580,SANGRUR(DEPUTY COMMISSIONER SANGRUR_IDA),sangrurdeputy commissioner sangrurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258336
IDA_000581,PATAN(DISTRICT COLLECTOR PATAN_IDA),patandistrict collector patanida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258342
IDA_000582,NANDURBAR(DISTRICT COLLECTOR NANDURBAR_IDA),nandurbardistrict collector nandurbarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258347
IDA_000583,BONGAIGAON(DEPUTY COMMISSIONER BONGAIGAON_IDA),bongaigaondeputy commissioner bongaigaonida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258352
IDA_000584,VISAKHAPATNAM(DISTRICT COLLECTOR VISAKHAPATNAM_IDA),visakhapatnamdistrict collector visakhapatnamida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258358
IDA_000585,SAWAI MADHOPUR(DISTRICT COLLECTOR SAWAI MADHOPUR_IDA),sawai madhopurdistrict collector sawai madhopurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258364
IDA_000586,MUNGELI(COLLECTOR MUNGELI_IDA),mungelicollector mungeliida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258369
IDA_000587,MAIHAR(DISTRICT COLLECTOR MAIHAR_IDA),maihardistrict collector maiharida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258374
IDA_000588,SRINAGAR(DEPUTY COMMISSIONER SRINAGAR_IDA),srinagardeputy commissioner srinagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258380
IDA_000589,REWA(DISTRICT COLLECTOR REWA_IDA),rewadistrict collector rewaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258385
IDA_000590,KONDAGAON(DISTRICT COLLECTOR KONDAGAON_IDA),kondagaondistrict collector kondagaonida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258391
IDA_000591,SUBARNAPUR(DISTRICT COLLECTOR SUBARNAPUR_IDA),subarnapurdistrict collector subarnapurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258396
IDA_000592,TIRUPATHUR(DISTRICT COLLECTOR TIRUPATHUR_IDA),tirupathurdistrict collector tirupathurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258401
IDA_000593,TINSUKIA(DC TINSUKIA),tinsukiadc tinsukia,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258406
IDA_000594,KARAULI(DISTRICT COLLECTOR KARAULI_IDA),karaulidistrict collector karauliida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258416
IDA_000595,SOUTH WEST KHASI HILLS(DEPUTY COMMISSIONER SOUTH WEST KHASI HILLS MAWKRYWAT_IDA),south west khasi hillsdeputy commissioner south west khasi hills mawkrywatida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258422
IDA_000596,SINDHUDURG(DISTRICT COLLECTOR SINDHUDURG_IDA),sindhudurgdistrict collector sindhudurgida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258428
IDA_000597,KANPUR DEHAT(DISTRICT MAGISTRATE KANPUR DEHAT_IDA),kanpur dehatdistrict magistrate kanpur dehatida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258434
IDA_000598,HAILAKANDI(DEPUTY COMMISSIONER HAILAKANDI_IDA),hailakandideputy commissioner hailakandiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258439
IDA_000599,GADAG(DEPUTY COMMSIONER GADAG_IDA),gadagdeputy commsioner gadagida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258445
IDA_000600,DEVBHUMI DWARKA(DISTRICT COLLECTOR DEVBHUMI DWARKA_IDA),devbhumi dwarkadistrict collector devbhumi dwarkaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258451
IDA_000601,KATNI(DISTRICT COLLECTOR KATNI_IDA),katnidistrict collector katniida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258457
IDA_000602,JALORE(DISTRICT COLLECTOR JALORE_IDA),jaloredistrict collector jaloreida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258463
IDA_000603,BAKSA(DEPUTY COMMISSIONER BAKSA_IDA),baksadeputy commissioner baksaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258469
IDA_000604,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),kokrajhardeputy commissioner kokrajharida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258474
IDA_000605,ALIRAJPUR(DISTRICT COLLECTOR ALIRAJPUR_IDA),alirajpurdistrict collector alirajpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258480
IDA_000606,SALUMBAR(DISTRICT COLLECTOR SALUMBAR_IDA),salumbardistrict collector salumbarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258485
IDA_000607,LEH LADAKH(DEPUTY COMMISSIONER LEH_IDA),leh ladakhdeputy commissioner lehida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258490
IDA_000608,KARBI ANGLONG(DEPUTY COMMISSIONER KARBI ANGLONG_IDA),karbi anglongdeputy commissioner karbi anglongida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258496
IDA_000609,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),dholpurdistrict collector dholpurida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258501
IDA_000610,BHOJPUR(DISTRICT PLANNING OFFICER BHOJPUR ARRAH_IDA),bhojpurdistrict planning officer bhojpur arrahida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258507
IDA_000611,BAPATLA(DISTRICT COLLECTOR BAPATLA_IDA),bapatladistrict collector bapatlaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258512
IDA_000612,KAMRUP METRO(DEPUTY COMMISSIONER KAMRUP METROPOLITAN_IDA),kamrup metrodeputy commissioner kamrup metropolitanida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258518
IDA_000613,TARN TARAN(DEPUTY COMMOSSIONER TARN TARAN_IDA_2),tarn tarandeputy commossioner tarn taranida2,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258524
IDA_000614,CHITTORGARH(DISTRICT COLLECTOR CHITTORGARH_IDA),chittorgarhdistrict collector chittorgarhida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258529
IDA_000615,MAYILADUTHURAI(DISTRICT COLLECTOR MAYILADUTHURAI_IDA),mayiladuthuraidistrict collector mayiladuthuraiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258535
IDA_000616,CHAMARAJANAGAR(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),chamarajanagardeputy commissioner chamarajnagarida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258540
IDA_000617,THOOTHUKKUDI(DISTRICT COLLECTOR THOOTHUKUDI_IDA),thoothukkudidistrict collector thoothukudiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258546
IDA_000618,PHEK(DEPUTY COMMISSIONER PHEK_IDA),phekdeputy commissioner phekida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258552
IDA_000619,EAST KAMENG(DEPUTY COMMISIONER EAST KAMENG_IDA),east kamengdeputy commisioner east kamengida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258559
IDA_000620,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),gadchirolidistrict collector gadchiroliida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258565
IDA_000621,WEST JAINTIA HILLS(DEPUTY COMMISSIONER WEST JAINTIA HILLS JOWAI_IDA),west jaintia hillsdeputy commissioner west jaintia hills jowaiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258571
IDA_000622,WEST KARBI ANGLONG(DISTRICT COMMISSIONER WEST KARBI ANGLONG),west karbi anglongdistrict commissioner west karbi anglong,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258577
IDA_000623,DAVANAGERE(DEPUTY COMMISSIONER DAUANAGERE_IDA),davanageredeputy commissioner dauanagereida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258583
IDA_000624,BANKA(DISTRICT PLANNING OFFICER BANKA_IDA),bankadistrict planning officer bankaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258589
IDA_000625,BELAGAVI(DEPUTY COMMISSIONER BELGAUM_IDA),belagavideputy commissioner belgaumida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258594
IDA_000626,SRI SATHYA SAI(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),sri sathya saidistrict collector sri sathya saiida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258601
IDA_000627,KAKINADA(DISTRICT COLLECTOR KAKINADA_IDA),kakinadadistrict collector kakinadaida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258606
IDA_000628,EAST JAINTIA HILLS(DEPUTY COMMISSIONER EAST JAINTIA HILLS KHLIEHRIAT_IDA),east jaintia hillsdeputy commissioner east jaintia hills khliehriatida,DISTRICT_AUTHORITY,2026-09-02T01:31:39.258612
