source_house,source_file,source_row_number,sr_no,state,work,work_id,ida,honble_members_of_parliament,elected/nominated,expenditure_date,vendor_name,payment_status,fund_disbursed_amount_₹
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6123,6122,Rajasthan,Construction of common work sheds/ common covered sitting area,WS/MP18298/2025-2026/235682,BIKANER(DISTRICT COLLECTOR BIKANER_IDA),Shri Madan Rathore (2024-30) (2024-2030),Elected MP,2026-08-06,AKHIL BHARTIYA BISHNOI MAHASABHA,Payment Success,843231.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6124,6123,Punjab,Construction of community centers and community halls,WS/MP141/2023-2024/77739,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,2025-09-01,AJIT RAM KIRTAN SINGH BKO,Payment Success,27560.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6125,6124,Punjab,Construction of community centers and community halls,WS/MP141/2023-2024/77739,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,2025-09-01,AJIT RAM KIRTAN SINGH BKO,Payment Success,27560.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6126,6125,Punjab,Construction of community centers and community halls,WS/MP141/2023-2024/77739,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,2025-09-01,AJIT RAM KIRTAN SINGH BKO,Payment Success,27560.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6127,6126,Punjab,Construction of community centers and community halls,WS/MP141/2023-2024/77739,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Shri Harbhajan Singh (2022-28) (2022-2028),Elected MP,2025-09-01,AJIT RAM KIRTAN SINGH BKO,Payment Success,20670.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6128,6127,Karnataka,Setting up of laboratories,WS/MP092/2024-2025/141524,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Smt. Nirmala Sitharaman (2022-28) (2022-2028),Elected MP,2025-08-29,Dharwad Research and Technology Incubator Foundation,Payment Success,31900000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6129,6128,Madhya Pradesh,Construction of community centers and community halls,WS/MP106/2025-2026/206251,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,2026-04-15,Babachiya,Payment Success,120000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6130,6129,Madhya Pradesh,Construction of community centers and community halls,WS/MP106/2025-2026/206251,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,2025-08-21,Babachiya,Payment Success,280000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6131,6130,Punjab,Construction of community centers and community halls,WS/MP843/2025-2026/184546,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Dr. Ashok Kumar Mittal (2022-28) (2022-2028),Elected MP,2025-10-13,Harpreet Singh,Payment Success,180800.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6132,6131,Punjab,Construction of community centers and community halls,WS/MP843/2025-2026/184546,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),Dr. Ashok Kumar Mittal (2022-28) (2022-2028),Elected MP,2025-08-25,Harpreet Singh,Payment Success,123750.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6133,6132,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18286/2025-2026/234315,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2026-02-01,Sunjiba majur sahkari sanstha maryadit,Payment Success,938782.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6134,6133,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18286/2025-2026/192203,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2026-02-01,Sunjiba majur sahkari sanstha maryadit,Payment Success,939230.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6135,6134,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18286/2025-2026/234315,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2026-02-05,Sunjiba majur sahkari sanstha maryadit,Payment Success,56421.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6136,6135,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18286/2025-2026/192203,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2026-02-05,Sunjiba majur sahkari sanstha maryadit,Payment Success,56447.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6137,6136,Maharashtra,Installation of fixed garden gym equipment,WS/MP18286/2025-2026/214097,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2026-02-23,Sunjiba majur sahkari sanstha maryadit,Payment Success,999965.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6138,6137,Maharashtra,Providing drains and gutters for public drainage,WS/MP18286/2025-2026/192198,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2025-09-25,Sunjiba majur sahkari sanstha maryadit,Payment Success,995722.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6139,6138,Maharashtra,Construction of footpaths and pedestrian ways,WS/MP18286/2025-2026/202718,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2025-09-25,Sunjiba majur sahkari sanstha maryadit,Payment Success,999999.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6140,6139,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18286/2025-2026/202716,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2025-09-25,Sunjiba majur sahkari sanstha maryadit,Payment Success,998289.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6141,6140,Maharashtra,Providing drains and gutters for public drainage,WS/MP18286/2025-2026/202717,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,2025-09-25,Sunjiba majur sahkari sanstha maryadit,Payment Success,998288.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6142,6141,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,RAKESH SINGH,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6143,6142,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,DARMIYAN SINGH,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6144,6143,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205760,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2025-09-04,VAKALIYA CONSTRUCTION,Payment Success,745064.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6145,6144,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205762,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2025-09-04,VAKALIYA CONSTRUCTION,Payment Success,749982.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6146,6145,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205762,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2026-05-20,VAKALIYA CONSTRUCTION,Payment Success,739038.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6147,6146,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205760,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2026-05-20,VAKALIYA CONSTRUCTION,Payment Success,744866.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6148,6147,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,RAJPAL,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6149,6148,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,USHA DEVI,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6150,6149,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,HARISH,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6151,6150,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,BHAVANI,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6152,6151,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,SANGEETA DEVI,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6153,6152,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,PREM SINGH,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6154,6153,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP204/2025-2026/176578,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Dr. Kalpana Saini (2022-28) (2022-2028),Elected MP,2025-09-18,ANAND SINGH RAWAT,Payment Success,12600.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6155,6154,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205776,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2026-06-30,GUNJAN  MATERIAL,Payment Success,726705.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6156,6155,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205774,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2026-06-30,GUNJAN  MATERIAL,Payment Success,735656.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6157,6156,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205774,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2025-09-03,GUNJAN  MATERIAL,Payment Success,744844.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6158,6157,Rajasthan,Construction of rainwater harvesting structures,WS/MP18285/2025-2026/205776,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,2025-09-03,GUNJAN  MATERIAL,Payment Success,749295.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6159,6158,Jammu And Kashmir,Construction of community centers and community halls,WS/MP839/2024-2025/170349,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),Shri Gulam Ali (2022-28) (2022-2028),Nominated MP,2025-09-15,KARAN SINGH,Payment Success,450000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6160,6159,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP842/2025-2026/251137,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),Smt. P. T. Usha (2022-28) (2022-2028),Nominated MP,2026-01-03,RATHNAKUMARAN C K,Payment Success,672765.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6161,6160,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP146/2025-2026/217007,Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,2025-11-13,SHITAl TRANSPORT COMPANY,Payment Success,865870.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6162,6161,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP146/2025-2026/217006,Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,2025-11-13,SHITAl TRANSPORT COMPANY,Payment Success,868468.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6163,6162,Rajasthan,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP148/2025-2026/220271,Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA),Shri Randeep Singh Surjewala (2022-28) (2022-2028),Elected MP,2026-01-28,SHITAl TRANSPORT COMPANY,Payment Success,563628.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6164,6163,Telangana,Construction of community centers and community halls,WS/MP171/2025-2026/216442,WANAPARTHY(DISTRICT COLLECTOR WANAPARTHY_IDA),Shri Ravi Chandra Vaddiraju (2024-30) (2024-2030),Elected MP,2025-09-01,ESLAVATH MANI,Payment Success,499669.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6165,6164,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP147/2024-2025/152607,Deeg(DISTRICT COLLECTOR Deeg_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,2026-03-09,MAHAMUDI,Payment Success,3705.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6166,6165,Karnataka,Construction of buildings for community cultural activities,WS/MP18364/2025-2026/172649,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,2025-09-06,S K REVADI CONSTRUCTION,Payment Success,225000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6167,6166,Karnataka,Construction of buildings for community cultural activities,WS/MP18364/2025-2026/172649,BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA),Shri Narayanasa K. Bhandage (2024-30) (2024-2030),Elected MP,2025-09-29,S K REVADI CONSTRUCTION,Payment Success,75000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6168,6167,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP147/2024-2025/152607,Deeg(DISTRICT COLLECTOR Deeg_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,2026-03-09,JAHID,Payment Success,3705.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6169,6168,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP147/2024-2025/152607,Deeg(DISTRICT COLLECTOR Deeg_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,2026-03-09,FAJJI,Payment Success,3705.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6170,6169,Gujarat,Construction of culverts and bridges,WS/MP18288/2025-2026/223906,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,2025-10-06,Hirapur Gram Panchayat,Payment Success,500000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6171,6170,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18288/2025-2026/223911,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,2025-10-28,Hirapur Gram Panchayat,Payment Success,500000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6172,6171,Gujarat,Construction of culverts and bridges,WS/MP18288/2025-2026/223907,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,2025-10-03,Vav Gram Panchayat,Payment Success,500000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6173,6172,Kerala,Purchase of vans and buses for educational institutions,WS/MP101/2025-2026/176096,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Shri Sandosh Kumar P (2022-28) (2022-2028),Elected MP,2025-10-09,Head Master Bharatheeya Vidya Mandiram UPS  Kidangoor,Payment Success,40254.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6174,6173,Gujarat,Construction of culverts and bridges,WS/MP18288/2025-2026/223905,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,2025-10-03,Jaban Gram Panchayat,Payment Success,500000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6175,6174,Gujarat,Construction of culverts and bridges,WS/MP18288/2025-2026/223903,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Dr. Parmar Jashvantsinh Salamsinh (2024-30) (2024-2030),Elected MP,2025-09-20,Fulpari Gram Panchayat,Payment Success,500000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6176,6175,Uttarakhand,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP850/2025-2026/158953,Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,2026-01-05,Brijmohan Chauhan,Payment Success,349475.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6177,6176,Himachal Pradesh,Development of public parks,WS/MP18304/2025-2026/190264,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,2025-08-28,GP Pujarli 4,Payment Success,100000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6178,6177,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP147/2024-2025/152607,Deeg(DISTRICT COLLECTOR Deeg_IDA),Shri Pramod Tiwari (2022-28) (2022-2028),Elected MP,2026-03-09,MANISHA,Payment Success,3705.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6179,6178,Uttar Pradesh,Construction of culverts and bridges,WS/MP019/2025-2026/249271,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,675000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6180,6179,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/249270,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,81000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6181,6180,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/249258,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,81000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6182,6181,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/249257,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,81000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6183,6182,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/249253,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,81000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6184,6183,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/249252,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,81000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6185,6184,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/249245,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,81000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6186,6185,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/249244,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-20,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,370000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6187,6186,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/249241,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,370000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6188,6187,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/249243,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,370000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6189,6188,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/249242,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,370000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6190,6189,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/248767,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,81000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6191,6190,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/249200,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,355000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6192,6191,Uttar Pradesh,Lighting of public spaces,WS/MP019/2025-2026/248775,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,370000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6193,6192,Uttar Pradesh,Construction of culverts and bridges,WS/MP019/2025-2026/248791,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,587000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6194,6193,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/249240,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,370000.0
RAJYA_SABHA,Expenditure on Completed and On-going Works as on Date (2).csv,6195,6194,Uttar Pradesh,Installing community drinking water plants,WS/MP019/2025-2026/249239,SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA),Shri Hardeep Singh Puri (2020-26) (2020-2026),Elected MP,2026-01-21,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,Payment Success,370000.0
