sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,electednominated,image,completion_date,expenditure_amount
7765,Normal/Others,"Providing LED Himast Lights at 5th Ward, Giripuram(V), Maripeda(M)",Telangana,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),"Providing LED Himast Lights at 5th Ward, Giripuram(V), Maripeda(M)",Ravi Chandra Vaddiraju (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,174718.0
7766,Normal/Others,"Providing new Boare and Motor at SC Colony at Y.C Palli Village, Y.C Palli G.P., Nandalur Mandal, Annamayya District",Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Providing new Boare and Motor at SC Colony at Y.C Palli Village, Y.C Palli G.P., Nandalur Mandal, Annamayya District",Meda Raghunadha Reddy (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,163784.0
7767,Normal/Others,"Providing LED Himast Lights at 7th Ward, Giripuram(V), Maripeda(M)",Telangana,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),"Providing LED Himast Lights at 7th Ward, Giripuram(V), Maripeda(M)",Ravi Chandra Vaddiraju (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,174718.0
7768,Normal/Others,"Providing LED Himast Lights at 1st Ward, Anepuram(V), Maripeda(M)",Telangana,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),"Providing LED Himast Lights at 1st Ward, Anepuram(V), Maripeda(M)",Ravi Chandra Vaddiraju (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,174718.0
7769,Normal/Others,"Providing LED Himast Lights at 7th Ward, Uggampally(V), Chinnagudur(M)",Telangana,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),"Providing LED Himast Lights at 7th Ward, Uggampally(V), Chinnagudur(M)",Ravi Chandra Vaddiraju (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,174718.0
7770,Normal/Others,"Providing LED Himast Lights near Mandapam at 9th Ward, Gundepudi(V), Maripeda(M)",Telangana,MAHABUBABAD(DISTRICT COLLECTOR MAHABUBABAD_IDA),"Providing LED Himast Lights near Mandapam at 9th Ward, Gundepudi(V), Maripeda(M)",Ravi Chandra Vaddiraju (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,174718.0
7771,Trust And Society,"Renovation of Rotary Sarai, PGI Sector 12 Chandigarh on 30 years lease",Chandigarh,CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA),"Renovation of Rotary Sarai, PGI Sector 12 Chandigarh on 30 years lease",Satnam Singh Sandhu (2024-30) (Nan-Nan),Elected MP,Images,2025-12-31,499918.0
7772,Normal/Others,Open Fixed gym equipment,Madhya Pradesh,INDORE(DISTRICT COLLECTOR INDORE_IDA),Open Fixed gym equipment,Kavita Patidar (2022-28) (Nan-Nan),Elected MP,Images,2025-11-14,802414.0
7773,Normal/Others,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. SC),Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. SC),Sant Balbir Singh (2022-28) (Nan-Nan),Elected MP,Images,2025-11-14,365800.0
7774,Normal/Others,Installation of integrated solar street lights 16 nos,West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),Installation of integrated solar street lights 16 nos,Mamata Thakur (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,544197.0
7775,Normal/Others,Installation of integrated solar street lights 16 nos,West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),Installation of integrated solar street lights 16 nos,Mamata Thakur (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,544197.0
7776,Normal/Others,Installation of integrated solar street lights 16 nos,West Bengal,Purba Medinipur(DISTRICT MAGISTRATE PURBA MEDINIPUR_IDA),Installation of integrated solar street lights 16 nos,Mamata Thakur (2024-30) (Nan-Nan),Elected MP,Images,2025-11-14,544197.0
7777,Normal/Others,"Additional construction work in community building near Umaghat, Gwarighat, Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),"Additional construction work in community building near Umaghat, Gwarighat, Jabalpur",Sumitra Balmik (2022-28) (Nan-Nan),Elected MP,Images,2026-02-05,230336.0
7778,Normal/Others,"From Moripirala BT Road to Panyanayak Thanda X Road in Moripirala(V), of Rayaparthy(M)",Telangana,WARANGAL(District Collector Warangal_IDA),"From Moripirala BT Road to Panyanayak Thanda X Road in Moripirala(V), of Rayaparthy(M)",Ravi Chandra Vaddiraju (2024-30) (Nan-Nan),Elected MP,Images,2025-11-15,456016.0
7779,Normal/Others,"Construction of Building for Anganwadi in Paechiamman Koil Street, Ward No: 10, Pannaipuram Municipality, Theni District.",Tamil Nadu,THENI(District Collector Theni_5),"Construction of Building for Anganwadi in Paechiamman Koil Street, Ward No: 10, Pannaipuram Municipality, Theni District.",Ilaiyaraaja (2022-28) (Nan-Nan),Elected MP,Images,2025-11-14,3000000.0
7780,Normal/Others,"Gram Panchayat Khitwas, Janpad Panchayat Berasia main Ranj ke pas Teen Shed nirman, Bhopal",Madhya Pradesh,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),"Gram Panchayat Khitwas, Janpad Panchayat Berasia main Ranj ke pas Teen Shed nirman, Bhopal",Vivek K. Tankha (2022-28) (Nan-Nan),Elected MP,Images,2026-03-09,400000.0
7781,Normal/Others,"From Katrepally BT Road to G.Ravi Land at Katrapally(V), of Rayaparthy(M)",Telangana,WARANGAL(District Collector Warangal_IDA),"From Katrepally BT Road to G.Ravi Land at Katrapally(V), of Rayaparthy(M)",Ravi Chandra Vaddiraju (2024-30) (Nan-Nan),Elected MP,Images,2025-11-15,431659.0
7782,Normal/Others,Installation of Motor in Public Borewell near the house of Sh Acchar Kumar Gram Panchayat Fatehpur Tehsil Paonta Sahib District Sirmour Executing Agency BDO Paonta Sahib,Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Installation of Motor in Public Borewell near the house of Sh Acchar Kumar Gram Panchayat Fatehpur Tehsil Paonta Sahib District Sirmour Executing Agency BDO Paonta Sahib,Sikander Kumar (2022-28) (Nan-Nan),Elected MP,,2026-03-10,100000.0
7783,Normal/Others,"Installation of High Mast Light at Dhankuda Jagannath Bazar, Village G.P. Hajipur, Block-Birdhi, Distt- Jagatsinghpur, Ward No. 6",Odisha,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),"Installation of High Mast Light at Dhankuda Jagannath Bazar, Village G.P. Hajipur, Block-Birdhi, Distt- Jagatsinghpur, Ward No. 6",Sulata Deo (2022-28) (Nan-Nan),Elected MP,,2025-11-15,750000.0
7784,Normal/Others,Construction of Pucca Path for the houses of Sh Tara Chand Sh Prem Chand Sh Swaran Singh and others at Ward No 2 in Gram Panchayat Fatehpur Tehsil Paonta Sahib District Sirmour Executing Agency BDO Paonta Sahib,Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Construction of Pucca Path for the houses of Sh Tara Chand Sh Prem Chand Sh Swaran Singh and others at Ward No 2 in Gram Panchayat Fatehpur Tehsil Paonta Sahib District Sirmour Executing Agency BDO Paonta Sahib,Sikander Kumar (2022-28) (Nan-Nan),Elected MP,,2026-03-10,100000.0
7785,Normal/Others,"Construction of Pucca Path for the houses of Sh Ravinder Kumar Sh Tarsem Singh and others at Ward No. 2 in Gram Panchayat Gatehpur Tehsil Paonta Sahib, District Sirmour Executing agency BDO Paonta Sahib",Himachal Pradesh,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),"Construction of Pucca Path for the houses of Sh Ravinder Kumar Sh Tarsem Singh and others at Ward No. 2 in Gram Panchayat Gatehpur Tehsil Paonta Sahib, District Sirmour Executing agency BDO Paonta Sahib",Sikander Kumar (2022-28) (Nan-Nan),Elected MP,,2026-03-10,500000.0
7786,Normal/Others,PCC work in the road from the house of Shri Mahant Paswan on the main road to the house of Shri Jamun Raut on the Madhuban Mela Bazar Main Road Ward No 03 of Madhuban Dakshin Panchayat under Madhuban Block,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),PCC work in the road from the house of Shri Mahant Paswan on the main road to the house of Shri Jamun Raut on the Madhuban Mela Bazar Main Road Ward No 03 of Madhuban Dakshin Panchayat under Madhuban Block,Manan Kumar Mishra (2024-28) (Nan-Nan),Elected MP,,2025-12-15,995926.0
7787,Normal/Others,construction of PCC road from the house of Raju Kumar to the house of Dinesh Mahto,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),construction of PCC road from the house of Raju Kumar to the house of Dinesh Mahto,Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-11-15,1484200.0
7788,Normal/Others,construction of PCC road from the house of Mukesh Kumar towards the house of Rajendra Mahto,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),construction of PCC road from the house of Mukesh Kumar towards the house of Rajendra Mahto,Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-11-15,1492400.0
7789,Normal/Others,construction of pcc road from the house of yash jee towards the house of mukh sadak,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),construction of pcc road from the house of yash jee towards the house of mukh sadak,Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-11-15,1493100.0
7790,Normal/Others,Construction of pcc road from the house of dina jee to the house of Rajeev Yadav,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Construction of pcc road from the house of dina jee to the house of Rajeev Yadav,Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-11-15,1489100.0
7791,Normal/Others,Construction of PCC road from the house of Ritesh Yadav to the house of Karn Sharma,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Construction of PCC road from the house of Ritesh Yadav to the house of Karn Sharma,Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-11-15,1489700.0
7792,Normal/Others,As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,499537.0
7793,Normal/Others,"Construction of cement road under ward 19, Aref Colony",Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),"Construction of cement road under ward 19, Aref Colony",Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,500000.0
7794,Normal/Others,As per letter attached,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),As per letter attached,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,999713.0
7795,Normal/Others,"Construction of cement road from Dr Ejaj Bhai House to Enterprises under ward no 19, Aref Colony",Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),"Construction of cement road from Dr Ejaj Bhai House to Enterprises under ward no 19, Aref Colony",Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,499448.0
7796,Normal/Others,Construction of cement road from Feroz Khan House to Salim Bhai House,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),Construction of cement road from Feroz Khan House to Salim Bhai House,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,499741.0
7797,Normal/Others,As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,496503.0
7798,Normal/Others,As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,
7799,Normal/Others,Providing internal drainage Line under ward No 14 Padegaon,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),Providing internal drainage Line under ward No 14 Padegaon,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,500000.0
7800,Normal/Others,As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,497775.0
7801,Normal/Others,Construction of cement road under ward no 11,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),Construction of cement road under ward no 11,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,500000.0
7802,Normal/Others,As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),As per attached letter. Half amount is already paid that is why recommendation is for 5L instead of 10L mentioned in the attached letter.,Imran Pratapgarhi (2022-28) (Nan-Nan),Elected MP,,2025-11-15,499929.0
7803,Normal/Others,Construction of a playground at T Happa near Rach Tabio village of Sagalee ADC of Papum Pare district of Arunachal Pradesh,Chhattisgarh,PAPUM PARE(DEPUTY COMMISSIONER PAPUM PARE_IDA),Construction of a playground at T Happa near Rach Tabio village of Sagalee ADC of Papum Pare district of Arunachal Pradesh,Ranjeet Ranjan (2022-28) (Nan-Nan),Elected MP,Images,2026-04-04,2462527.0
7804,Normal/Others,"Completion of incomplete compound wall for the Grama Sachivalayam Complex in Gangaperuru GP, Vontimitta Mandal",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),"Completion of incomplete compound wall for the Grama Sachivalayam Complex in Gangaperuru GP, Vontimitta Mandal",Meda Raghunadha Reddy (2024-30) (Nan-Nan),Elected MP,Images,2025-11-16,597200.0
7805,Normal/Others,"Providing internal CC Road from Kundla Sesha Reddy house to ZP School road at Kotha Madhavaram GP, Vontimitta Mandal",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),"Providing internal CC Road from Kundla Sesha Reddy house to ZP School road at Kotha Madhavaram GP, Vontimitta Mandal",Meda Raghunadha Reddy (2024-30) (Nan-Nan),Elected MP,Images,2025-11-17,498193.0
7806,Normal/Others,"Purchase of Two (02) number of Tractors along with trailers for sanitary purpose to the Rajampet Municipality, Annamayya District",Andhra Pradesh,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),"Purchase of Two (02) number of Tractors along with trailers for sanitary purpose to the Rajampet Municipality, Annamayya District",Meda Raghunadha Reddy (2024-30) (Nan-Nan),Elected MP,Images,2025-11-22,1988874.0
7807,Normal/Others,"Construction of Rajeev Gandhi Road, Ward 17, Nilambur, Nilambur Municipality",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),"Construction of Rajeev Gandhi Road, Ward 17, Nilambur, Nilambur Municipality",Jebi Mather Hisham (2022-28) (Nan-Nan),Elected MP,Images,2025-11-17,220000.0
7808,Normal/Others,Construction of samparkpath Road from sri dukham Rai house to shivpujan house in turkaulia block motihan,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Construction of samparkpath Road from sri dukham Rai house to shivpujan house in turkaulia block motihan,Akhilesh Prasad Singh (2024-30) (Nan-Nan),Elected MP,Images,2025-12-19,1492251.0
7809,Normal/Others,Construction of a drain slab cover work at Pokhra Chowk under Narriya Panchayat of Turkauliya block,Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Construction of a drain slab cover work at Pokhra Chowk under Narriya Panchayat of Turkauliya block,Akhilesh Prasad Singh (2024-30) (Nan-Nan),Elected MP,Images,2025-12-19,1479146.0
7810,Normal/Others,Block Vishunpura ke Gram Sabha Chaiti Mushahari Tola Vishunpura Khurd mein Budhu Kushwaha ke ghar se Vishwanath Maddheshiya ke ghar tak 100 meter CC road ka nirmaan karya.,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Block Vishunpura ke Gram Sabha Chaiti Mushahari Tola Vishunpura Khurd mein Budhu Kushwaha ke ghar se Vishwanath Maddheshiya ke ghar tak 100 meter CC road ka nirmaan karya.,Ratanjit Pratap Narain Singh (2024-30) (Nan-Nan),Elected MP,,2026-01-05,898261.0
7811,Normal/Others,"Providing Bore well and Pump Set, RO Plant Shelter for RO Plant in SC and ST Colony of Nallagonda Village of Vinjamur Mandal",Andhra Pradesh,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),"Providing Bore well and Pump Set, RO Plant Shelter for RO Plant in SC and ST Colony of Nallagonda Village of Vinjamur Mandal",Masthan Rao Yadav Beedha (2024-28) (Nan-Nan),Elected MP,Images,2025-11-17,427961.0
7812,Normal/Others,Providing RO Plant machinery in SC and ST Colony of Nallagonda Village of Vinjamur Mandal,Andhra Pradesh,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),Providing RO Plant machinery in SC and ST Colony of Nallagonda Village of Vinjamur Mandal,Masthan Rao Yadav Beedha (2024-28) (Nan-Nan),Elected MP,Images,2025-11-17,248759.0
7813,Normal/Others,For Construction work of Balmik Dharamshala in Arya nagar,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),For Construction work of Balmik Dharamshala in Arya nagar,Ashok Kumar Mittal (2022-28) (Nan-Nan),Elected MP,Images,2026-01-05,489500.0
7814,Normal/Others,"Over 1500 students study at Puthunagar Muslim Higher Secondary School, which comes under Palakkad Sub District. A school bus is highly essential for this school. I am sanctioning the amount to purchase a Tata bus from GeM - with a seating capacity of 27+1, complete the entire work, and make it travel-worthy. The details of the bus are given below. TATA MOTORS TYPE IV (School Bus) Non Deluxe Bus(NDX) with Passenger Carrying Capacity of 28 Nos. (Tata Cityride School 27+A+D LP 410/33 BS-6)",Kerala,PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA),"Over 1500 students study at Puthunagar Muslim Higher Secondary School, which comes under Palakkad Sub District. A school bus is highly essential for this school. I am sanctioning the amount to purchase a Tata bus from GeM - with a seating capacity of 27+1, complete the entire work, and make it travel-worthy. The details of the bus are given below. TATA MOTORS TYPE IV (School Bus) Non Deluxe Bus(NDX) with Passenger Carrying Capacity of 28 Nos. (Tata Cityride School 27+A+D LP 410/33 BS-6)",Haris Beeran (2024-30) (Nan-Nan),Elected MP,Images,2025-11-25,2075534.0
7815,Normal/Others,Construction of link road with interlock from the main link towards the house of Vikram Chand at Village Pujial Gram Panchayat Choru Development Block Nadaun Executing Agency SDSCO Hamirpur,Himachal Pradesh,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Construction of link road with interlock from the main link towards the house of Vikram Chand at Village Pujial Gram Panchayat Choru Development Block Nadaun Executing Agency SDSCO Hamirpur,Sikander Kumar (2022-28) (Nan-Nan),Elected MP,,2026-05-15,199851.0
7816,Normal/Others,Purchase of tractor trolley for cleaning Parikrama Marg,Rajasthan,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Purchase of tractor trolley for cleaning Parikrama Marg,Madan Rathore (2024-30) (Nan-Nan),Elected MP,Images,2026-03-23,599900.0
7817,Normal/Others,"Providing internal CC Road from R and B road to Surender Reddy house at Malakatipalli Village, Salabad GP, Vontimitta Mandal",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),"Providing internal CC Road from R and B road to Surender Reddy house at Malakatipalli Village, Salabad GP, Vontimitta Mandal",Meda Raghunadha Reddy (2024-30) (Nan-Nan),Elected MP,Images,2025-11-17,498251.0
7818,Normal/Others,"Patna Jila ke Ward no. 34 me Sangam Vihar Colony, Mithila Nagar, Biscuit factory road (Danapur) Winsome Empire Apartment ke samne Anant path se Sanjay Chaudhary ke makan tak 20 fit chaura and 600 fit lamba PCC Sadak ka nirman Karye.",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),"Patna Jila ke Ward no. 34 me Sangam Vihar Colony, Mithila Nagar, Biscuit factory road (Danapur) Winsome Empire Apartment ke samne Anant path se Sanjay Chaudhary ke makan tak 20 fit chaura and 600 fit lamba PCC Sadak ka nirman Karye.",Faiyaz Ahmad (2022-28) (Nan-Nan),Elected MP,,2025-12-20,1483000.0
7819,Normal/Others,"Patna Jila ke Ward no. 34 me Sangam Vihar Colony, Mithila Nagar, Biscuit factory road (Danapur) me Sanjay Chaudhary ke makan se Winsome Empire Apartment Mukhye Nala tak RCC Nala ka nirman Karye.",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),"Patna Jila ke Ward no. 34 me Sangam Vihar Colony, Mithila Nagar, Biscuit factory road (Danapur) me Sanjay Chaudhary ke makan se Winsome Empire Apartment Mukhye Nala tak RCC Nala ka nirman Karye.",Faiyaz Ahmad (2022-28) (Nan-Nan),Elected MP,,2025-12-20,1483800.0
7820,Normal/Others,"Providing internal CC road in Darjipalli SC Colony of Gollapalli Village and GP, Vontimitta Mandal",Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),"Providing internal CC road in Darjipalli SC Colony of Gollapalli Village and GP, Vontimitta Mandal",Meda Raghunadha Reddy (2024-30) (Nan-Nan),Elected MP,Images,2025-11-17,497511.0
7821,Normal/Others,Installation Of Solar MiniMast Light at KSEB Road -Poovattukundu Road Junction,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Installation Of Solar MiniMast Light at KSEB Road -Poovattukundu Road Junction,P. P. Suneer (2024-30) (Nan-Nan),Elected MP,Images,2025-11-18,293974.0
7822,Normal/Others,12/12.5 meter high mast light installation work.,Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),12/12.5 meter high mast light installation work.,Jaggesh (2022-28) (Nan-Nan),Elected MP,Images,2025-11-17,479623.0
7823,Normal/Others,"Construction of CC road from Divekar Ghar to Kharde Road in Tarkeshwar Nagar under Dalit Settlement Development Scheme at Mali Babhulgaon, Tal. Pathardi, Dist. Ahilyanagar (Ahmednagar).",Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),"Construction of CC road from Divekar Ghar to Kharde Road in Tarkeshwar Nagar under Dalit Settlement Development Scheme at Mali Babhulgaon, Tal. Pathardi, Dist. Ahilyanagar (Ahmednagar).",Ashokrao Shankarrao Chavan (2024-30) (Nan-Nan),Elected MP,Images,2025-11-24,499921.0
7824,Normal/Others,12/12.5 meter high mast light installation.,Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),12/12.5 meter high mast light installation.,Jaggesh (2022-28) (Nan-Nan),Elected MP,Images,2025-11-17,479623.0
7825,Normal/Others,12/12.5 meter high mast light installation.,Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),12/12.5 meter high mast light installation.,Jaggesh (2022-28) (Nan-Nan),Elected MP,Images,2025-11-17,479623.0
7826,Normal/Others,12/12.5 meter high mast light installation work.,Karnataka,TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA),12/12.5 meter high mast light installation work.,Jaggesh (2022-28) (Nan-Nan),Elected MP,Images,2025-11-17,479623.0
7827,Normal/Others,Class room construction work in Government Higher Secondary School Village Kotri,Rajasthan,KARAULI(DISTRICT COLLECTOR KARAULI_IDA),Class room construction work in Government Higher Secondary School Village Kotri,Madan Rathore (2024-30) (Nan-Nan),Elected MP,Images,2026-07-20,499577.0
7828,Normal/Others,"Levelling of High School play ground in Mallella Sanjeevaiah Memorial Municipal Corporation School, AC Nagar in Division 14.",Andhra Pradesh,Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA),"Levelling of High School play ground in Mallella Sanjeevaiah Memorial Municipal Corporation School, AC Nagar in Division 14.",Masthan Rao Yadav Beedha (2024-28) (Nan-Nan),Elected MP,,2025-11-18,1074287.0
7829,Normal/Others,Construction of Underground drainage from Edigi Hanumanthu house to Telugu balaiah plot in katrevpalle village of Makthal mandal,Andhra Pradesh,Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA),Construction of Underground drainage from Edigi Hanumanthu house to Telugu balaiah plot in katrevpalle village of Makthal mandal,V. Vijayendra Prasad (2022-28) (Nan-Nan),Elected MP,Images,2025-11-18,499316.0
7830,Normal/Others,Block Padrauna ke Saraswati Chowk se Dharmapur Khurd jaane wale marg par 100 meter CC road ka nirmaan karya.,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Block Padrauna ke Saraswati Chowk se Dharmapur Khurd jaane wale marg par 100 meter CC road ka nirmaan karya.,Ratanjit Pratap Narain Singh (2024-30) (Nan-Nan),Elected MP,,2026-01-05,875644.0
7831,Normal/Others,Block Vishunpura ke Nahar Chhapra mein Bada Semrana Primary School Triveni ke ghar se Vishwanath ke ghar tak 100 meter CC road ka nirmaan karya.,Uttar Pradesh,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Block Vishunpura ke Nahar Chhapra mein Bada Semrana Primary School Triveni ke ghar se Vishwanath ke ghar tak 100 meter CC road ka nirmaan karya.,Ratanjit Pratap Narain Singh (2024-30) (Nan-Nan),Elected MP,,2026-01-05,896560.0
7832,Normal/Others,installation testing commisioning of submersible pump set along with allied accessories at shahi swami nagar lower thathar bantalab ward no 63 district jammu,Jammu and Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),installation testing commisioning of submersible pump set along with allied accessories at shahi swami nagar lower thathar bantalab ward no 63 district jammu,Gulam Ali (2022-28) (Nan-Nan),Elected MP,Images,2025-11-29,328472.0
7833,Normal/Others,Rest house work near Gandhi Circle in the Collectorate complex,Rajasthan,PALI(DISTRICT COLLECTOR PALI_IDA),Rest house work near Gandhi Circle in the Collectorate complex,Madan Rathore (2024-30) (Nan-Nan),Elected MP,,2026-03-12,359761.0
7834,Normal/Others,"Purchase of 30 bench desks for Senthamangalam Panchayat Union, Senthamangalam Government Vocational Training Centre",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),"Purchase of 30 bench desks for Senthamangalam Panchayat Union, Senthamangalam Government Vocational Training Centre",K.R.N. Rajeshkumar (2022-28) (Nan-Nan),Elected MP,Images,2025-11-18,333269.0
7835,Normal/Others,"Construction of interlocking road at Cremation Centre, Bhutedi Jori, Village Prithvipura",Rajasthan,Kotputli-Behror(DISTRICT COLLECTOR Kotputli Behror_IDA),"Construction of interlocking road at Cremation Centre, Bhutedi Jori, Village Prithvipura",Randeep Singh Surjewala (2022-28) (Nan-Nan),Elected MP,Images,2025-12-18,998000.0
