sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,electednominated,image,completion_date,expenditure_amount
2591,Normal/Others,GRAM PANCHAYAT HARIPUR KALAN MEIN WARD NO - 13 MEIN SHIV RUDRA DHAM SE BHISHM PRATAP SINGH KE MAKAN TAK CC TILES ROAD NIRMAN IA(KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD HERBURTPUR,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),GRAM PANCHAYAT HARIPUR KALAN MEIN WARD NO - 13 MEIN SHIV RUDRA DHAM SE BHISHM PRATAP SINGH KE MAKAN TAK CC TILES ROAD NIRMAN IA(KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD HERBURTPUR,Naresh Bansal (2020-26) (Nan-Nan),Elected MP,Images,2025-07-04,499553.0
2592,Normal/Others,"Purchasing of School Bus for GLPS Vendekkumpotty, Ward No.04, Vazhikadavu Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),"Purchasing of School Bus for GLPS Vendekkumpotty, Ward No.04, Vazhikadavu Panchayat",Abdul Wahab (2021-27) (Nan-Nan),Elected MP,Images,2024-09-24,1873200.0
2593,Normal/Others,Construction of CC roads/Nali from Gaurav S/o Raghuveer Singh to ivash's House & Babu House to Dharmveer Harijan House,Uttar Pradesh,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),Construction of CC roads/Nali from Gaurav S/o Raghuveer Singh to ivash's House & Babu House to Dharmveer Harijan House,Radha Mohan Das Agrawal (2022-28) (Nan-Nan),Elected MP,,2025-01-04,1289299.0
2594,Normal/Others,"Construction of Boundary wall at Sarania Kochary Kristi Sangha with Iron gate at Dhamdhama under No.19 Sataibari Panchayat, Ghograpar Dev.Block,",Assam,NALBARI(DEPUTY COMMISSIONER NALBARI_IDA),"Construction of Boundary wall at Sarania Kochary Kristi Sangha with Iron gate at Dhamdhama under No.19 Sataibari Panchayat, Ghograpar Dev.Block,",Rwngwra Narzary (2022-28) (Nan-Nan),Elected MP,Images,2024-12-27,1000000.0
2595,Normal/Others,"C/o of additional Room/Hall at Prem Public Sr. Sec. School Theog, Ward No.03, District Shimla (Executing Agency, BDO Theog)",Himachal Pradesh,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),"C/o of additional Room/Hall at Prem Public Sr. Sec. School Theog, Ward No.03, District Shimla (Executing Agency, BDO Theog)",Sikander Kumar (2022-28) (Nan-Nan),Elected MP,,2025-12-12,200000.0
2596,Normal/Others,Construction of PWD Mundappalam Edayangad road or pathway ward No 08 Kondotty Municipality,Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Construction of PWD Mundappalam Edayangad road or pathway ward No 08 Kondotty Municipality,Abdul Wahab (2021-27) (Nan-Nan),Elected MP,Images,2024-09-11,228870.0
2597,Normal/Others,"Construction of K.P.J Junction – Sanjo Nagar Road (Mampallam), Naduvil Grama Panchayat, Kannur District",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),"Construction of K.P.J Junction – Sanjo Nagar Road (Mampallam), Naduvil Grama Panchayat, Kannur District",John Brittas (2021-27) (Nan-Nan),Elected MP,Images,2024-09-11,854453.0
2598,Normal/Others,Vikash Khand Karnjakla Gram khateerpur Bhainsa Me Pshuwo Ke Liye Aasrya Asthal ka Nirman Karya sampark Sutra 9473693398 / 9451007728,Uttar Pradesh,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Vikash Khand Karnjakla Gram khateerpur Bhainsa Me Pshuwo Ke Liye Aasrya Asthal ka Nirman Karya sampark Sutra 9473693398 / 9451007728,Seema Dwivedi (2020-26) (Nan-Nan),Elected MP,Images,2024-11-28,978636.0
2599,Normal/Others,"GRAM PANCHAYAT HARIPUR KALAN MEIN WARD NO- 13 MEIN NAVNEET GAUR KE MAKAN SE RAMA KRISHNA KE MAKAN TAK CC TILES ROAD NIRMAN . IA(KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD,HERBURTPUR",Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),"GRAM PANCHAYAT HARIPUR KALAN MEIN WARD NO- 13 MEIN NAVNEET GAUR KE MAKAN SE RAMA KRISHNA KE MAKAN TAK CC TILES ROAD NIRMAN . IA(KARYADAI SANSTATHA) - NAGAR PALIKA PARISHAD,HERBURTPUR",Naresh Bansal (2020-26) (Nan-Nan),Elected MP,Images,2025-07-04,499759.0
2600,Normal/Others,Construction of Drainage,Nagaland,MON(Deputy Commissioner Mon_IDA),Construction of Drainage,S. Phangnon Konyak (2022-28) (Nan-Nan),Elected MP,Images,2025-04-03,3000000.0
2601,Normal/Others,"Construction of compound wall at East side, Namakkal district consumer court",Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),"Construction of compound wall at East side, Namakkal district consumer court",K.R.N. Rajeshkumar (2022-28) (Nan-Nan),Elected MP,Images,2024-09-13,599142.0
2602,Normal/Others,VALMIK DHARAMSHALA,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),VALMIK DHARAMSHALA,Harbhajan Singh (2022-28) (Nan-Nan),Elected MP,Images,2026-03-25,300000.0
2603,Normal/Others,Providing Multi Level Parking Near Venkateswara Temple in Ambaripet in Jagtial Urban Mandal in Jagtial Dist,Telangana,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Providing Multi Level Parking Near Venkateswara Temple in Ambaripet in Jagtial Urban Mandal in Jagtial Dist,Damodar Rao Divakonda (2022-28) (Nan-Nan),Elected MP,Images,2024-09-19,3976517.0
2604,Normal/Others,Installation of 130 LED Highmast Lights For Rural and Urban areas as per enclosed List. Per LED Cost Rs - 243000,Uttar Pradesh,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),Installation of 130 LED Highmast Lights For Rural and Urban areas as per enclosed List. Per LED Cost Rs - 243000,Mithlesh Kumar (2022-28) (Nan-Nan),Elected MP,Images,2024-11-25,31590000.0
2605,Normal/Others,Providing LED High Mast Lighting at the location given below: GP/Village/Mandal : Sampally Thanda/ Dichpally; District : Nizamabad;,Andhra Pradesh,NIZAMABAD(DISTRICT COLLECTOR NIZAMABAD_IDA),Providing LED High Mast Lighting at the location given below: GP/Village/Mandal : Sampally Thanda/ Dichpally; District : Nizamabad;,V. Vijayendra Prasad (2022-28) (Nan-Nan),Elected MP,,2024-09-18,150000.0
2606,Normal/Others,Water boat for Village (Gram Panchayat) - Darveshe Ka (Palha Megha),Punjab,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Water boat for Village (Gram Panchayat) - Darveshe Ka (Palha Megha),Sandeep Kumar Pathak (2022-28) (Nan-Nan),Elected MP,,2024-12-04,1000000.0
2607,Normal/Others,construction of balmik dharamshala,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),construction of balmik dharamshala,Harbhajan Singh (2022-28) (Nan-Nan),Elected MP,Images,2026-03-16,500000.0
2608,Normal/Others,"Construction work of Room-2, Basava Residential High School, Huskuru village, Bangalore North Taluk, Bangalore Urban",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),"Construction work of Room-2, Basava Residential High School, Huskuru village, Bangalore North Taluk, Bangalore Urban",Jaggesh (2022-28) (Nan-Nan),Elected MP,,2024-09-18,496560.0
2609,Normal/Others,Road Development work.,Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),Road Development work.,Jaggesh (2022-28) (Nan-Nan),Elected MP,,2024-09-18,499096.0
2610,Normal/Others,"Road Development work from Hesarghatta-Gollahalli Road to Srinivas Murthy House in Gopalpura Village, Bangalore North Taluk.",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),"Road Development work from Hesarghatta-Gollahalli Road to Srinivas Murthy House in Gopalpura Village, Bangalore North Taluk.",Jaggesh (2022-28) (Nan-Nan),Elected MP,,2024-09-18,499095.0
2611,Normal/Others,"CC Road works, Hesaraghatta, Yelahanka Taluk, Bangalore Urban",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),"CC Road works, Hesaraghatta, Yelahanka Taluk, Bangalore Urban",Jaggesh (2022-28) (Nan-Nan),Elected MP,,2024-09-18,499095.0
2612,Normal/Others,"Link road development work, Ramohalli Village, Ramohalli Grama Panchayat, Bangalore South Taluk, Bangalore Urban.",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),"Link road development work, Ramohalli Village, Ramohalli Grama Panchayat, Bangalore South Taluk, Bangalore Urban.",Jaggesh (2022-28) (Nan-Nan),Elected MP,,2024-09-18,499821.0
2613,Normal/Others,"Road development work, Ramohalli Village, Ramohalli Grama Panchayat, Bangalore South Taluk, Bangalore Urban.",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),"Road development work, Ramohalli Village, Ramohalli Grama Panchayat, Bangalore South Taluk, Bangalore Urban.",Jaggesh (2022-28) (Nan-Nan),Elected MP,,2024-09-18,499821.0
2614,Normal/Others,"1. Purchasing of Computers and accessories for GVHSS, Kalpakanchery, Ward No. 12, Kalpakanchery Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),"1. Purchasing of Computers and accessories for GVHSS, Kalpakanchery, Ward No. 12, Kalpakanchery Panchayat",Abdul Wahab (2021-27) (Nan-Nan),Elected MP,Images,2026-01-29,500000.0
2615,Normal/Others,pucca path from dhar to khaniyaru GP Chil BANGLA Dev. Block chamba,Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),pucca path from dhar to khaniyaru GP Chil BANGLA Dev. Block chamba,Harsh Mahajan (2024-30) (Nan-Nan),Elected MP,Images,2026-03-02,400000.0
2616,Normal/Others,"Construction of Mid Day Meal Building at AD Government Girls Inter College, Gorakhpur. (Size 13.69 x 7.96 m, Hall 01 Nos. Store Room 01 No. & Wash Area 01 Nos.)",Uttar Pradesh,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),"Construction of Mid Day Meal Building at AD Government Girls Inter College, Gorakhpur. (Size 13.69 x 7.96 m, Hall 01 Nos. Store Room 01 No. & Wash Area 01 Nos.)",Radha Mohan Das Agrawal (2022-28) (Nan-Nan),Elected MP,Images,2025-01-20,457962.0
2617,Normal/Others,"Construction of toilet block in AD Government Girls Inter College, Gorakhpur. (Size 5.00 x 5.045 m, Toilet 3×4 & Dressing room 3×1)",Uttar Pradesh,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),"Construction of toilet block in AD Government Girls Inter College, Gorakhpur. (Size 5.00 x 5.045 m, Toilet 3×4 & Dressing room 3×1)",Radha Mohan Das Agrawal (2022-28) (Nan-Nan),Elected MP,Images,2025-06-20,317975.0
2618,Normal/Others,Construction of Community Bhawan at Sara G P Rajindu Dev. Block/Distt. Chamba (HP),Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Construction of Community Bhawan at Sara G P Rajindu Dev. Block/Distt. Chamba (HP),Harsh Mahajan (2024-30) (Nan-Nan),Elected MP,Images,2026-01-05,400000.0
2619,Normal/Others,"Construction of Vocational Education Building in AD Government Girls Inter College, Gorakhpur on ground and first floor. (Size 12.00 X 15.42 Hall 01 Nos. & Corridor 01 Nos., Stair Case 01 Nos. & Store Room 01 Nos.)",Uttar Pradesh,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),"Construction of Vocational Education Building in AD Government Girls Inter College, Gorakhpur on ground and first floor. (Size 12.00 X 15.42 Hall 01 Nos. & Corridor 01 Nos., Stair Case 01 Nos. & Store Room 01 Nos.)",Radha Mohan Das Agrawal (2022-28) (Nan-Nan),Elected MP,,2025-02-21,1895022.0
2620,Normal/Others,"Construction of hall on first floor in A.D. Government Girls Inter College, Gorakhpur. (Size 25.09 x 15.03 m 01 No. Hall & Verandah 01 No.)",Uttar Pradesh,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),"Construction of hall on first floor in A.D. Government Girls Inter College, Gorakhpur. (Size 25.09 x 15.03 m 01 No. Hall & Verandah 01 No.)",Radha Mohan Das Agrawal (2022-28) (Nan-Nan),Elected MP,Images,2025-02-21,1945731.0
2621,Normal/Others,"Construction of Teachers Room (Staff Room) in A.D. Government Girls Inter College, Gorakhpur. (Size 20.50 x 16.16 meters with Principal Room 01 No., Rest Room 01 No., Store Room 01 No., Vice Principal Room 01 No., Stair Case 01 Toilet 04 Nos., Urinal K02 Nos. & Corridor 01 No.)",Uttar Pradesh,GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA),"Construction of Teachers Room (Staff Room) in A.D. Government Girls Inter College, Gorakhpur. (Size 20.50 x 16.16 meters with Principal Room 01 No., Rest Room 01 No., Store Room 01 No., Vice Principal Room 01 No., Stair Case 01 Toilet 04 Nos., Urinal K02 Nos. & Corridor 01 No.)",Radha Mohan Das Agrawal (2022-28) (Nan-Nan),Elected MP,,2025-02-06,1710530.0
2622,Normal/Others,"3 Suresh Mahto House to Dinesh Mahto house by Dev Raj Prasad House. Block Pandarak, Gram Panchyat Raily, Bind Toli, under Mokama Lagislative Assembly Constituency,(Estimated Amount 15,00,000/- ( Fifteen Lakhs only)",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),"3 Suresh Mahto House to Dinesh Mahto house by Dev Raj Prasad House. Block Pandarak, Gram Panchyat Raily, Bind Toli, under Mokama Lagislative Assembly Constituency,(Estimated Amount 15,00,000/- ( Fifteen Lakhs only)",Shambhu Sharan Patel (2022-28) (Nan-Nan),Elected MP,Images,2024-11-20,1484806.0
2623,Normal/Others,"Providing Highmast light 10M @ Near school Compound, Kalathur Panchayat in Chengalpattu District",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),"Providing Highmast light 10M @ Near school Compound, Kalathur Panchayat in Chengalpattu District",R. Girirajan (2022-28) (Nan-Nan),Elected MP,,2024-09-21,399553.0
2624,Normal/Others,"Providing Highmast light 10M @ Near Ellaiamman Koil , Perumperkandigai Panchayat in Chengalpattu District",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),"Providing Highmast light 10M @ Near Ellaiamman Koil , Perumperkandigai Panchayat in Chengalpattu District",R. Girirajan (2022-28) (Nan-Nan),Elected MP,,2024-09-21,399553.0
2625,Normal/Others,"Providing Highmast light 10M @ Kulakarai Bus stop, Murungai Panchayat in Chengalpattu District",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),"Providing Highmast light 10M @ Kulakarai Bus stop, Murungai Panchayat in Chengalpattu District",R. Girirajan (2022-28) (Nan-Nan),Elected MP,,2024-09-21,399553.0
2626,Normal/Others,Providing Highmast light 10 M @ Ammanur Village Koil Compound near Elapakkam Panchayat in Chengalpattu District,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Providing Highmast light 10 M @ Ammanur Village Koil Compound near Elapakkam Panchayat in Chengalpattu District,R. Girirajan (2022-28) (Nan-Nan),Elected MP,,2024-09-21,399553.0
2627,Normal/Others,Providing Highmast light 10 M @ Ammanur Junction road near Elapakkam Panchayat in Chengalpattu District,Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),Providing Highmast light 10 M @ Ammanur Junction road near Elapakkam Panchayat in Chengalpattu District,R. Girirajan (2022-28) (Nan-Nan),Elected MP,,2024-09-21,399553.0
2628,Repair And Renovation,NR Pura/ General/ Construction of box drain to VT paulos house and Zevi yakoob house road,Karnataka,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),NR Pura/ General/ Construction of box drain to VT paulos house and Zevi yakoob house road,Jairam Ramesh (2022-28) (Nan-Nan),Elected MP,Images,2024-10-17,500000.0
2629,Normal/Others,Chikkamagaluru Taluk Construction Concrete road to Vishwasnagar cross Road at Shankarpur-Kalyannagar Link Road,Karnataka,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),Chikkamagaluru Taluk Construction Concrete road to Vishwasnagar cross Road at Shankarpur-Kalyannagar Link Road,Jairam Ramesh (2022-28) (Nan-Nan),Elected MP,Images,2024-10-15,1000000.0
2630,Normal/Others,Regarding Sewarage Pipeline in Village Cheema near Kartarpur.,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Regarding Sewarage Pipeline in Village Cheema near Kartarpur.,Sant Balbir Singh (2022-28) (Nan-Nan),Elected MP,Images,2026-05-08,500000.0
2631,Normal/Others,VALMIK DHARAMSHALA,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),VALMIK DHARAMSHALA,Harbhajan Singh (2022-28) (Nan-Nan),Elected MP,Images,2026-03-16,499100.0
2632,Normal/Others,VALMIK DHARAMSHALA,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),VALMIK DHARAMSHALA,Harbhajan Singh (2022-28) (Nan-Nan),Elected MP,Images,2026-03-25,300000.0
2633,Normal/Others,"Construction of Eranjikode – Peediyekkal road/pathway, Ward No. 13, Pulpatta Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),"Construction of Eranjikode – Peediyekkal road/pathway, Ward No. 13, Pulpatta Panchayat",Abdul Wahab (2021-27) (Nan-Nan),Elected MP,Images,2024-09-23,267873.0
2634,Normal/Others,"Providing BT Road at Pudunilapatty Keela street pirivu road to ayyan oorani via mayankkarai road Pudunilavayal panchayat, Pudukottai",Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),"Providing BT Road at Pudunilapatty Keela street pirivu road to ayyan oorani via mayankkarai road Pudunilavayal panchayat, Pudukottai",K.R.N. Rajeshkumar (2022-28) (Nan-Nan),Elected MP,,2024-09-23,1285203.0
2635,Normal/Others,"Providing BT Road at pudunilaipatty ambalakkara street, Pudunilavayal panchayat, arimalam union pudukottai",Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),"Providing BT Road at pudunilaipatty ambalakkara street, Pudunilavayal panchayat, arimalam union pudukottai",K.R.N. Rajeshkumar (2022-28) (Nan-Nan),Elected MP,,2024-09-23,1258874.0
2636,Normal/Others,CONSTRUCTION OF PCC ROAD WITH NALA IN WARD 37 FROM BAM POLICE ROAD IN BARI MIRJAPUR TO SUMAN YADAV HOUSE,Bihar,MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA),CONSTRUCTION OF PCC ROAD WITH NALA IN WARD 37 FROM BAM POLICE ROAD IN BARI MIRJAPUR TO SUMAN YADAV HOUSE,Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-07-08,393594.0
2637,Normal/Others,Purchase of 38+1 seater bus - Make : SML-ISUZU:S7 5100 SDX BUS 38+1 - HIGHBACK SEATER BS6.,Puducherry,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Purchase of 38+1 seater bus - Make : SML-ISUZU:S7 5100 SDX BUS 38+1 - HIGHBACK SEATER BS6.,S. Selvaganabathy (2021-27) (Nan-Nan),Elected MP,Images,2024-10-22,
2638,Normal/Others,,Maharashtra,AMRAVATI(DISTRICT COLLECTOR AMRAVATI_IDA),,Anil Sukhdeorao Bonde (2022-28) (Nan-Nan),Elected MP,Images,2024-10-01,493449.0
2639,Normal/Others,Fencing and Benches,Punjab,S.A.S Nagar(DEPUTY COMMISSIONER SAHIBZADA AJIT SINGH NAGAR MOHALI_IDA),Fencing and Benches,Raghav Chadha (2022-28) (Nan-Nan),Elected MP,,2025-10-09,764000.0
2640,Normal/Others,Construction of Boundary Wall of Govt. Middle School Gagla G P Gagla Dev. Block Mehla Distt. Chamba (HP),Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Construction of Boundary Wall of Govt. Middle School Gagla G P Gagla Dev. Block Mehla Distt. Chamba (HP),Harsh Mahajan (2024-30) (Nan-Nan),Elected MP,,2024-09-26,199685.0
2641,Repair And Renovation,Repair of Primary School at Rajera G P Rajera Dev. Block Mehla Distt. Chamba (HP),Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Repair of Primary School at Rajera G P Rajera Dev. Block Mehla Distt. Chamba (HP),Harsh Mahajan (2024-30) (Nan-Nan),Elected MP,,2024-09-30,100000.0
2642,Normal/Others,Construction of Ladders Near Dhumkuriya Bhawan Konka Mauza,Jharkhand,RANCHI(DEPUTY COMMISSIONER RANCHI_IDA),Construction of Ladders Near Dhumkuriya Bhawan Konka Mauza,Mahua Maji (2022-28) (Nan-Nan),Elected MP,,2025-08-17,350000.0
2643,Normal/Others,Chikkamagalurr Taluk Road Development work from Benakanakallu to Beranagodu Village of Basaravalli Village Panchayath,Karnataka,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),Chikkamagalurr Taluk Road Development work from Benakanakallu to Beranagodu Village of Basaravalli Village Panchayath,Jairam Ramesh (2022-28) (Nan-Nan),Elected MP,Images,2024-11-06,5000000.0
2644,Normal/Others,"CONSTRUCTION OF PCC ROAD FROM IMLI GAACH VIA RANJAN YADAV HOUSE TO FOUR LANE IN WARD 1 PATAM WEST, DHARHARA",Bihar,MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA),"CONSTRUCTION OF PCC ROAD FROM IMLI GAACH VIA RANJAN YADAV HOUSE TO FOUR LANE IN WARD 1 PATAM WEST, DHARHARA",Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-07-26,490269.0
2645,Normal/Others,CONSTRUCTION OF PCC ROAD FROM GUHIYA POKHAR TO JOGI YADAV HOUSE KHAS PATAM IN PATAM EAST PANCHAYAT DHARAHARA,Bihar,MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA),CONSTRUCTION OF PCC ROAD FROM GUHIYA POKHAR TO JOGI YADAV HOUSE KHAS PATAM IN PATAM EAST PANCHAYAT DHARAHARA,Khiru Mahto (2022-28) (Nan-Nan),Elected MP,Images,2025-07-26,489671.0
2646,Normal/Others,For construction of concreate road at Chikkolale Karemane road.,Karnataka,CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR),For construction of concreate road at Chikkolale Karemane road.,Jairam Ramesh (2022-28) (Nan-Nan),Elected MP,Images,2024-09-27,500000.0
2647,Normal/Others,"Gram panchayat Gadar Pipariya Janpad Panchayat Shahpura-Bhitoni ke gram Gadar Pipariya me Main road se Bhairo Mandir ki aor CC Road sah Nali nirman kary, Vidhansabha Bargi, District Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),"Gram panchayat Gadar Pipariya Janpad Panchayat Shahpura-Bhitoni ke gram Gadar Pipariya me Main road se Bhairo Mandir ki aor CC Road sah Nali nirman kary, Vidhansabha Bargi, District Jabalpur",Vivek K. Tankha (2022-28) (Nan-Nan),Elected MP,,2026-04-14,600000.0
2648,Normal/Others,"Construction of Kayalott - Alinchuvadu road/pathway, Ward No. 19, Keezhattur Panchayat",Kerala,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),"Construction of Kayalott - Alinchuvadu road/pathway, Ward No. 19, Keezhattur Panchayat",Abdul Wahab (2021-27) (Nan-Nan),Elected MP,Images,2024-09-28,181904.0
2649,Normal/Others,"1Mahendra Prasad House to Lalan bihari house in Phulwari Municipal ward no-28 under Phulwarisarif of Patna District (Estimated Amount 14,99,500/-(Fourteen Lakhs ninty nine thousand five hundred only",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),"1Mahendra Prasad House to Lalan bihari house in Phulwari Municipal ward no-28 under Phulwarisarif of Patna District (Estimated Amount 14,99,500/-(Fourteen Lakhs ninty nine thousand five hundred only",Shambhu Sharan Patel (2022-28) (Nan-Nan),Elected MP,,2025-01-19,1493349.0
2650,Normal/Others,Providing drains and gutters for public drainage,Uttar Pradesh,Bara Banki(DISTRICT MAGISTRATE BARABANKI_IDA),Providing drains and gutters for public drainage,Brij Lal (2020-26) (Nan-Nan),Elected MP,,2025-04-05,3444811.0
2651,Normal/Others,For the construction work of gravel road from village Narsingo's Dhani to Premaram/Chunraram Meghwal's Dhani.,Rajasthan,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),For the construction work of gravel road from village Narsingo's Dhani to Premaram/Chunraram Meghwal's Dhani.,Pramod Tiwari (2022-28) (Nan-Nan),Elected MP,Images,2025-07-24,1000000.0
2652,Normal/Others,For construction of gravel road from Deva main road to Junia Pohra in Gram Panchayat-Hadda.,Rajasthan,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),For construction of gravel road from Deva main road to Junia Pohra in Gram Panchayat-Hadda.,Pramod Tiwari (2022-28) (Nan-Nan),Elected MP,Images,2025-07-24,1498000.0
2653,Repair And Renovation,Construction of Community Bhawan Panchayat Ghar Sarol Phase-V GP Sarol Dev. Block Chamba Distt. Chamba (HP),Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Construction of Community Bhawan Panchayat Ghar Sarol Phase-V GP Sarol Dev. Block Chamba Distt. Chamba (HP),Harsh Mahajan (2024-30) (Nan-Nan),Elected MP,,2024-12-12,500000.0
2654,Normal/Others,Construction work of PCC Road 2Abhay kumar house to Suryakant’s Plot in Phulwari Municipaol ward no-28 under Phulwarisarif of Patna District,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Construction work of PCC Road 2Abhay kumar house to Suryakant’s Plot in Phulwari Municipaol ward no-28 under Phulwarisarif of Patna District,Shambhu Sharan Patel (2022-28) (Nan-Nan),Elected MP,,2025-01-19,1494650.0
2655,Normal/Others,Construction work of PCC Road 3Ravindranath thakur house to Lalji chaudary house in Vrindavan colony Road no-1 Under Phulwarisarif of Patna District,Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Construction work of PCC Road 3Ravindranath thakur house to Lalji chaudary house in Vrindavan colony Road no-1 Under Phulwarisarif of Patna District,Shambhu Sharan Patel (2022-28) (Nan-Nan),Elected MP,,2025-01-19,1495100.0
2656,Normal/Others,"Construction of CC Road/Interlocking in Bairwa Basti, Village Dangarwada, Gram Panchayat Nayagaon Baulka, Dist. Alwar",Rajasthan,ALWAR(DISTRICT COLLECTOR ALWAR_IDA),"Construction of CC Road/Interlocking in Bairwa Basti, Village Dangarwada, Gram Panchayat Nayagaon Baulka, Dist. Alwar",Mukul Wasnik (2022-28) (Nan-Nan),Elected MP,Images,2025-02-28,994563.0
2657,Normal/Others,Construction of Concrete Road GSSS Gagla to main road at Dev. Block Mehla Distt. Chamba (HP),Himachal Pradesh,CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA),Construction of Concrete Road GSSS Gagla to main road at Dev. Block Mehla Distt. Chamba (HP),Harsh Mahajan (2024-30) (Nan-Nan),Elected MP,,2024-09-30,300000.0
2658,Normal/Others,"Construction of 4 Rooms at Late Fandish Rai Shikshan Sansthan, Uska Khurd, Khalilabad",Uttar Pradesh,Sant Kabir Nagar(DISTRICT MAGISTRATE SANT KABIR NAGAR_2),"Construction of 4 Rooms at Late Fandish Rai Shikshan Sansthan, Uska Khurd, Khalilabad",Kapil Sibal (2022-28) (Nan-Nan),Elected MP,Images,2025-03-26,1999998.12
2659,Normal/Others,Please see the attached documents.,Uttar Pradesh,CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA),Please see the attached documents.,Darshana Singh (2022-28) (Nan-Nan),Elected MP,Images,2025-06-19,12932000.0
