sr_no,state,work_description,work_id,ida_agency,mp_name,electednominated,expenditure_amount,vendor_name,work_status,expenditure_amount
7741,Goa,Purchase of vans and buses for educational institutions,WS/MP885/2026-2027/187996,NORTH GOA(DISTRICT COLLECTOR NORTH GOA_IDA),Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),Elected MP,18364.0,Peacocl Feathers,Payment Success,18364.0
7742,Goa,Purchase of vans and buses for educational institutions,WS/MP885/2024-2025/149656,SOUTH GOA(DISTRICT COLLECTOR SOUTH GOA_IDA),Sadanand Mhalu Shet Tanavade (2023-29) (2023-2029),Elected MP,5900.0,Rao Dhirendra Ravindra,Payment Success,5900.0
7743,Uttarakhand,Construction of community centers and community halls,WS/MP204/2025-2026/144164,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,229553.0,Sumer Singh,Payment Success,229553.0
7744,Uttarakhand,Construction of community centers and community halls,WS/MP204/2025-2026/144164,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,170447.0,Sumer Singh,Payment Success,170447.0
7745,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP106/2026-2027/192685,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,375000.0,Gram Panchayat Chikhali Jamunia,Payment Success,375000.0
7746,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP107/2025-2026/201895,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,750000.0,Gram Panchayat Chikhali Jamunia,Payment Success,750000.0
7747,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP107/2025-2026/201896,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,1124250.0,Gram Panchayat Chikhali Jamunia,Payment Success,1124250.0
7748,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP107/2025-2026/201895,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,250000.0,Gram Panchayat Chikhali Jamunia,Payment Success,250000.0
7749,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP107/2025-2026/201896,SAGAR(DISTRICT COLLECTOR SAGAR_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,374750.0,Gram Panchayat Chikhali Jamunia,Payment Success,374750.0
7750,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138882,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,108625.0,Om Sai Construction,Payment Success,108625.0
7751,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138873,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,102619.0,Om Sai Construction,Payment Success,102619.0
7752,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138338,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,107063.0,Om Sai Construction,Payment Success,107063.0
7753,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138875,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,108915.0,Om Sai Construction,Payment Success,108915.0
7754,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138712,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,102619.0,Om Sai Construction,Payment Success,102619.0
7755,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138877,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,107433.0,Om Sai Construction,Payment Success,107433.0
7756,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138879,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,102989.0,Om Sai Construction,Payment Success,102989.0
7757,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138880,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,104841.0,Om Sai Construction,Payment Success,104841.0
7758,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138885,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,102130.0,Om Sai Construction,Payment Success,102130.0
7759,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138886,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,102130.0,Om Sai Construction,Payment Success,102130.0
7760,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138890,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,107063.0,Om Sai Construction,Payment Success,107063.0
7761,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138888,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,88427.0,Om Sai Construction,Payment Success,88427.0
7762,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138874,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,107063.0,Om Sai Construction,Payment Success,107063.0
7763,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138860,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,105211.0,Om Sai Construction,Payment Success,105211.0
7764,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138860,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7765,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138874,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7766,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138886,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7767,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138890,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7768,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138880,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7769,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138885,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7770,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138877,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7771,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138879,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7772,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138712,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7773,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138875,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7774,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138338,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7775,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138873,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7776,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138882,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7777,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138888,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,285.0,Sapana,Payment Success,285.0
7778,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138882,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7779,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138873,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7780,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138338,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7781,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138875,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7782,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138712,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7783,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138880,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7784,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138879,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7785,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138877,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7786,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138885,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7787,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138890,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7788,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138886,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7789,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138888,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7790,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138874,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7791,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138860,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Mukul Wasnik (2022-28) (2022-2028),Elected MP,600.0,Satish Kushwah,Payment Success,600.0
7792,Rajasthan,Purchase of books and periodicals for libraries/digitization of library books,WS/MP18295/2025-2026/165289,JODHPUR(DISTRICT COLLECTOR JODHPUR IDA),Sonia Gandhi (2024-30) (2024-2030),Elected MP,22640.0,Rathis Media Centre,Payment Success,22640.0
7793,Rajasthan,Purchase of books and periodicals for libraries/digitization of library books,WS/MP18295/2025-2026/165289,JODHPUR(DISTRICT COLLECTOR JODHPUR IDA),Sonia Gandhi (2024-30) (2024-2030),Elected MP,21363.0,Rathis Media Centre,Payment Success,21363.0
7794,Rajasthan,Purchase of books and periodicals for libraries/digitization of library books,WS/MP18295/2025-2026/165289,JODHPUR(DISTRICT COLLECTOR JODHPUR IDA),Sonia Gandhi (2024-30) (2024-2030),Elected MP,900.0,Rathis Media Centre,Payment Success,900.0
7795,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99000.0,Devesh Kumar Patle,Payment Success,99000.0
7796,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99000.0,Devesh Kumar Patle,Payment Success,99000.0
7797,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99900.0,Devesh Kumar Patle,Payment Success,99900.0
7798,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99900.0,Devesh Kumar Patle,Payment Success,99900.0
7799,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99600.0,Devesh Kumar Patle,Payment Success,99600.0
7800,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99600.0,Devesh Kumar Patle,Payment Success,99600.0
7801,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7802,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7803,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7804,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7805,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7806,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7807,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7808,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7809,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7810,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7811,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7812,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7813,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99890.0,Devesh Kumar Patle,Payment Success,99890.0
7814,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99890.0,Devesh Kumar Patle,Payment Success,99890.0
7815,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99960.0,Devesh Kumar Patle,Payment Success,99960.0
7816,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99960.0,Devesh Kumar Patle,Payment Success,99960.0
7817,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7818,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7819,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7820,Madhya Pradesh,Construction of public irrigation facilities,WS/MP107/2025-2026/192443,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,4200.0,Devesh Kumar Patle,Payment Success,4200.0
7821,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99900.0,Devesh Kumar Patle,Payment Success,99900.0
7822,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99900.0,Devesh Kumar Patle,Payment Success,99900.0
7823,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99600.0,Devesh Kumar Patle,Payment Success,99600.0
7824,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99600.0,Devesh Kumar Patle,Payment Success,99600.0
7825,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99300.0,Devesh Kumar Patle,Payment Success,99300.0
7826,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99300.0,Devesh Kumar Patle,Payment Success,99300.0
7827,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99960.0,Devesh Kumar Patle,Payment Success,99960.0
7828,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99960.0,Devesh Kumar Patle,Payment Success,99960.0
7829,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99890.0,Devesh Kumar Patle,Payment Success,99890.0
7830,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99890.0,Devesh Kumar Patle,Payment Success,99890.0
7831,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99960.0,Devesh Kumar Patle,Payment Success,99960.0
7832,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7833,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99890.0,Devesh Kumar Patle,Payment Success,99890.0
7834,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7835,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7836,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7837,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7838,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7839,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7840,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99935.0,Devesh Kumar Patle,Payment Success,99935.0
7841,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99825.0,Devesh Kumar Patle,Payment Success,99825.0
7842,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99825.0,Devesh Kumar Patle,Payment Success,99825.0
7843,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7844,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99990.0,Devesh Kumar Patle,Payment Success,99990.0
7845,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,99880.0,Devesh Kumar Patle,Payment Success,99880.0
7846,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2025-2026/192445,BALAGHAT(DISTRICT COLLECTOR BALAGHAT_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,3850.0,Devesh Kumar Patle,Payment Success,3850.0
7847,Madhya Pradesh,Construction of culverts and bridges,WS/MP107/2026-2027/283878,SEONI(District Collector Seoni_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,83800.0,Yash Metals,Payment Success,83800.0
7848,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP145/2024-2025/162425,SIKAR(DISTRICT COLLECTOR SIKAR_IDA),Ghanshyam Tiwari (2022-28) (2022-2028),Elected MP,375000.0,Gram Panchayat Garoda,Payment Success,375000.0
7849,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18292/2025-2026/145731,NANDED(DISTRICT COLLECTOR NANDED_IDA),Ajeet Madhavrao Gopchade (2024-30) (2024-2030),Elected MP,495726.0,Gram Panchayat Karalay Rampur Thadi,Payment Success,495726.0
