sr_no,state,work_description,work_id,ida_agency,mp_name,electednominated,expenditure_amount,vendor_name,work_status,expenditure_amount
20011,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20012,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20013,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20014,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20015,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20016,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20017,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20018,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20019,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20020,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20021,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20022,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20023,Uttar Pradesh,Lighting of public spaces,WS/MP195/2025-2026/254630,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017608.0,Nd Contractor,Payment Success,1017608.0
20024,Uttar Pradesh,Installation of fixed garden gym equipment,WS/MP195/2025-2026/261115,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1048784.0,Nd Contractor,Payment Success,1048784.0
20025,Uttar Pradesh,Installation of fixed garden gym equipment,WS/MP195/2025-2026/261118,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1048784.0,Nd Contractor,Payment Success,1048784.0
20026,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2024-2025/137149,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1450220.0,Nd Contractor,Payment Success,1450220.0
20027,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2024-2025/137148,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1026070.0,Nd Contractor,Payment Success,1026070.0
20028,Uttar Pradesh,Installation of fixed garden gym equipment,WS/MP195/2025-2026/261115,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,349696.0,Nd Contractor,Payment Success,349696.0
20029,Uttar Pradesh,Installation of fixed garden gym equipment,WS/MP195/2025-2026/261118,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,349696.0,Nd Contractor,Payment Success,349696.0
20030,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2025-2026/264903,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,368662.0,Nd Contractor,Payment Success,368662.0
20031,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2025-2026/264901,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,410876.0,Nd Contractor,Payment Success,410876.0
20032,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297096,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20033,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297093,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20034,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297094,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20035,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297095,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20036,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297097,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20037,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297098,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20038,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297300,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20039,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297301,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20040,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297304,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20041,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297099,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20042,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297100,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20043,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297101,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20044,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297291,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20045,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297294,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20046,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297299,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20047,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297305,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20048,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/297306,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20049,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2026-2027/298308,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20050,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20051,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20052,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20053,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20054,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20055,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20056,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20057,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20058,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20059,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20060,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299885,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1017601.0,Nd Contractor,Payment Success,1017601.0
20061,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/298303,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,127086.0,Nd Contractor,Payment Success,127086.0
20062,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299861,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,127086.0,Nd Contractor,Payment Success,127086.0
20063,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299864,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,127086.0,Nd Contractor,Payment Success,127086.0
20064,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299867,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,127086.0,Nd Contractor,Payment Success,127086.0
20065,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299870,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,127086.0,Nd Contractor,Payment Success,127086.0
20066,Uttar Pradesh,Lighting of public spaces,WS/MP195/2026-2027/299880,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,127086.0,Nd Contractor,Payment Success,127086.0
20067,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/92279,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,168350.0,Nd Contractor,Payment Success,168350.0
20068,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2023-2024/107513,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,807146.0,Nd Contractor,Payment Success,807146.0
20069,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP195/2023-2024/92211,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1516000.0,Nd Contractor,Payment Success,1516000.0
20070,Uttar Pradesh,Construction of night shelters for homeless,WS/MP195/2023-2024/77943,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,744002.0,Nd Contractor,Payment Success,744002.0
20071,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/79744,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,168350.0,Nd Contractor,Payment Success,168350.0
20072,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2025-2026/184216,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,150604.0,Nd Contractor,Payment Success,150604.0
20073,Uttar Pradesh,Installation of fixed garden gym equipment,WS/MP195/2025-2026/227610,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1047840.0,Nd Contractor,Payment Success,1047840.0
20074,Uttar Pradesh,Installation of fixed garden gym equipment,WS/MP195/2025-2026/227610,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,350660.0,Nd Contractor,Payment Success,350660.0
20075,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222784,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20076,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222785,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20077,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222787,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20078,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222786,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,227622.0,Nd Contractor,Payment Success,227622.0
20079,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222785,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,75874.0,Nd Contractor,Payment Success,75874.0
20080,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222784,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,75874.0,Nd Contractor,Payment Success,75874.0
20081,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222787,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,75874.0,Nd Contractor,Payment Success,75874.0
20082,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2025-2026/222786,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,75874.0,Nd Contractor,Payment Success,75874.0
20083,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/33106,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20084,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/33107,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20085,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/33108,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20086,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/33109,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20087,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/33110,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20088,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/33111,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20089,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/23875,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20090,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/23876,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20091,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/23877,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20092,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/79744,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20093,Uttar Pradesh,Installing community drinking water plants,WS/MP195/2023-2024/92279,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,112293.0,Nd Contractor,Payment Success,112293.0
20094,Uttar Pradesh,Construction of boundary walls of existing public and community buildings,WS/MP195/2023-2024/92211,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,522097.0,Nd Contractor,Payment Success,522097.0
20095,Uttar Pradesh,Construction of night shelters for homeless,WS/MP195/2023-2024/77943,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,255590.0,Nd Contractor,Payment Success,255590.0
20096,Uttar Pradesh,Construction of community centers and community halls,WS/MP195/2023-2024/77748,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,744050.0,Nd Contractor,Payment Success,744050.0
20097,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2023-2024/107513,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,277647.6,Nd Contractor,Payment Success,277647.6
20098,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2023-2024/33309,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,795085.0,Nd Contractor,Payment Success,795085.0
20099,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2023-2024/33308,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1068804.0,Nd Contractor,Payment Success,1068804.0
20100,Uttar Pradesh,Construction of community centers and community halls,WS/MP195/2023-2024/33313,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1023268.0,Nd Contractor,Payment Success,1023268.0
20101,Uttar Pradesh,Construction of community centers and community halls,WS/MP195/2023-2024/33314,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,614633.0,Nd Contractor,Payment Success,614633.0
20102,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP195/2023-2024/92212,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,491578.0,Nd Contractor,Payment Success,491578.0
20103,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP195/2023-2024/92212,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,901901.0,Nd Contractor,Payment Success,901901.0
20104,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2023-2024/33309,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,707433.0,Nd Contractor,Payment Success,707433.0
20105,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP195/2023-2024/33308,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,621677.0,Nd Contractor,Payment Success,621677.0
20106,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP195/2023-2024/92212,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1494639.0,Nd Contractor,Payment Success,1494639.0
20107,Uttar Pradesh,Construction of community centers and community halls,WS/MP195/2023-2024/33314,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,865235.0,Nd Contractor,Payment Success,865235.0
20108,Uttar Pradesh,Construction of community centers and community halls,WS/MP195/2023-2024/33313,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,1335131.0,Nd Contractor,Payment Success,1335131.0
20109,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP107/2026-2027/283872,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Sumitra Balmik (2022-28) (2022-2028),Elected MP,700000.0,Gram Panchayat Doulatpura,Payment Success,700000.0
20110,Madhya Pradesh,Construction of common work sheds/ common covered sitting area,WS/MP106/2025-2026/255651,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,280000.0,Gram Panchayat Mudlachand,Payment Success,280000.0
20111,Himachal Pradesh,Construction of community centers and community halls,WS/MP078/2023-2024/52830,MANDI(DEPUTY COMMISSIONER MANDI_IDA),Sikander Kumar (2022-28) (2022-2028),Elected MP,200000.0,Gp Balt,Payment Success,200000.0
20112,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95782,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,930600.0,R Janaki,Payment Success,930600.0
20113,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95782,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,126770.0,R Janaki,Payment Success,126770.0
20114,Tamil Nadu,Construction of rooms and halls in school and colleges,WS/MP165/2025-2026/254200,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,49696.0,R Janaki,Payment Success,49696.0
20115,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95782,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,489252.0,R Janaki,Payment Success,489252.0
20116,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95782,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,1135667.0,R Janaki,Payment Success,1135667.0
20117,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95782,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,1121846.0,R Janaki,Payment Success,1121846.0
20118,Tamil Nadu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP165/2023-2024/95782,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),P. Chidambaram (2022-28) (2022-2028),Elected MP,466182.0,R Janaki,Payment Success,466182.0
20119,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP131/2025-2026/195654,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Sasmit Patra (2022-28) (2022-2028),Elected MP,12175.0,Tahasildar Bargaon,Payment Success,12175.0
20120,Odisha,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP131/2025-2026/195654,Sundaragada(DISTRICT COLLECTOR SUNDARGARH_IDA),Sasmit Patra (2022-28) (2022-2028),Elected MP,1476.0,Bdo Bargaon Egb Money,Payment Success,1476.0
