sr_no,work_category,work_description,state,ida_agency,mp_name,electednominated,work_description,recommended_date,recommended_amount,sanction_date
17358,Normal/Others,Building a study hall at Shiravli,Maharashtra,SATARA(DISTRICT COLLECTOR SATARA_IDA),Nitin Laxmanrao Jadhav Patil (2024-28) (2024-2028),Elected MP,Building a study hall at Shiravli,2026-01-02,1000000.0,
17359,Normal/Others,Chawal Godam se Dharam Singh SArthi Ghar Tak CC Road Niraman Karya,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),Devendra Pratap Singh (2024-30) (2024-2030),Elected MP,Chawal Godam se Dharam Singh SArthi Ghar Tak CC Road Niraman Karya,2026-01-02,1200000.0,2026-01-28
17360,Normal/Others,Gamekela lailunga me CC Road Nirman Karya Patharapara me Chhabilal Ghar se Pani Tanki Tak CC Road Nirman Karya,Chhattisgarh,RAIGARH(DISTRICT COLLECTOR RAIGARH_IDA),Devendra Pratap Singh (2024-30) (2024-2030),Elected MP,Gamekela lailunga me CC Road Nirman Karya Patharapara me Chhabilal Ghar se Pani Tanki Tak CC Road Nirman Karya,2026-01-02,1000000.0,2026-01-28
17361,Normal/Others,"Purchase Wrestling Mats for practice of players in Village Libbarhedi, block Narsan, District Haridwar",Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,"Purchase Wrestling Mats for practice of players in Village Libbarhedi, block Narsan, District Haridwar",2026-01-03,500000.0,
17362,Normal/Others,"Construction of Shishu Vatika (the Garden of Children) at Sarswati Vidya Mandir Inter College, BabuGarh, Vikas Nagar, Dehradun",Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,"Construction of Shishu Vatika (the Garden of Children) at Sarswati Vidya Mandir Inter College, BabuGarh, Vikas Nagar, Dehradun",2026-01-03,2000000.0,2026-08-11
17363,Normal/Others,"Expansion of the Courtyard at Village Myani, Patti Lalur, Tehsil Nainbag, District Tihari Garhwal",Uttarakhand,TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,"Expansion of the Courtyard at Village Myani, Patti Lalur, Tehsil Nainbag, District Tihari Garhwal",2026-01-03,1000000.0,
17364,Normal/Others,"Construction of Class Room at Vatsalya Vatika, Ashok Singhal Sewa Dham, B.H.E.L Mor, Bahadarabad, District Haridwar",Uttarakhand,HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA),Kalpana Saini (2022-28) (2022-2028),Elected MP,"Construction of Class Room at Vatsalya Vatika, Ashok Singhal Sewa Dham, B.H.E.L Mor, Bahadarabad, District Haridwar",2026-01-03,800000.0,2026-08-06
17365,Normal/Others,"Construction of boundary wall of science centre at Kajalgaon, chirang.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Construction of boundary wall of science centre at Kajalgaon, chirang.",2026-01-03,3500000.0,
17366,Normal/Others,Construction of Paver blocks on both sides of the road from the police choki in Sametra village and behind the houses of Dineshbhai Chaudhary and Ganeshbhai Chaudhary for paving work.,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of Paver blocks on both sides of the road from the police choki in Sametra village and behind the houses of Dineshbhai Chaudhary and Ganeshbhai Chaudhary for paving work.,2026-01-03,300000.0,2026-01-23
17367,Normal/Others,"Development of Panchagram Foot ball play ground under Dangtal VCDC, chirang.",Assam,CHIRANG(Deputy Commissioner Chirang_IDA),Rwngwra Narzary (2022-28) (2022-2028),Elected MP,"Development of Panchagram Foot ball play ground under Dangtal VCDC, chirang.",2026-01-03,600000.0,
17368,Normal/Others,"Installation of Borewell at Dattatreya ward no.61, Bangalore District, Gandhinagar Assembly constituency",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Installation of Borewell at Dattatreya ward no.61, Bangalore District, Gandhinagar Assembly constituency",2026-01-03,300000.0,2026-08-01
17369,Normal/Others,"Installation of HP Motor Pump and Pipe line at Ward no.61, Bangalore District, Gandhinagar Assembly Constituency",Karnataka,BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA),G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Installation of HP Motor Pump and Pipe line at Ward no.61, Bangalore District, Gandhinagar Assembly Constituency",2026-01-03,300000.0,
17370,Normal/Others,"Construction of stage at Davada Anupam Primary School run by District Education Committee, Mehsana",Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,"Construction of stage at Davada Anupam Primary School run by District Education Committee, Mehsana",2026-01-03,150000.0,2026-02-27
17371,Normal/Others,Construction of protection wall on the lake in Nandotri village,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of protection wall on the lake in Nandotri village,2026-01-03,500000.0,2026-02-02
17372,Normal/Others,Construction of multipurpose shed near Mahadevji Temple in Dantarvada village,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of multipurpose shed near Mahadevji Temple in Dantarvada village,2026-01-03,500000.0,2026-05-30
17373,Normal/Others,Construction of CC road from Nathubhai Laljibhai house to Raghjibhai house in Aarthi Jorapura village,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of CC road from Nathubhai Laljibhai house to Raghjibhai house in Aarthi Jorapura village,2026-01-03,400000.0,2026-01-22
17374,Normal/Others,Purchase of ambulance at the College of Veterinary Medicine and Animal Husbandry under Kamdhenu University,Gujarat,KACHCHH(DISTRICT COLLECTOR KUTCH_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Purchase of ambulance at the College of Veterinary Medicine and Animal Husbandry under Kamdhenu University,2026-01-03,1000000.0,
17375,Normal/Others,"Gram Panchayat Nagna, Janpad Panchayat Panagar ke Gram Kheri me sthit Shamshan Ghat me Shed evam Chabutara nirman hetu, Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Nagna, Janpad Panchayat Panagar ke Gram Kheri me sthit Shamshan Ghat me Shed evam Chabutara nirman hetu, Jabalpur",2026-01-03,400000.0,2026-02-03
17376,Normal/Others,"Gram Panchayat Nagna, Janpad Panchayat Panagar ke gram Harduwa me Shantidham me shed evam Chabutra nirman hetu, Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Gram Panchayat Nagna, Janpad Panchayat Panagar ke gram Harduwa me Shantidham me shed evam Chabutra nirman hetu, Jabalpur",2026-01-03,500000.0,2026-02-03
17377,Normal/Others,"Shri Geetadham Goushala Samiti Gwarighat Jabalpur, Panjiyan Kramank 485-4-4-2003, dwara chalit Goushala me Govansh hetu Teen Shed nirman, Jabalpur",Madhya Pradesh,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Vivek K. Tankha (2022-28) (2022-2028),Elected MP,"Shri Geetadham Goushala Samiti Gwarighat Jabalpur, Panjiyan Kramank 485-4-4-2003, dwara chalit Goushala me Govansh hetu Teen Shed nirman, Jabalpur",2026-01-03,300000.0,
17378,Normal/Others,CC road from Rambabu House to Raja Chaidhary house in Jyoti Nagar Kheriya Mod,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Naveen Jain (2024-30) (2024-2030),Elected MP,CC road from Rambabu House to Raja Chaidhary house in Jyoti Nagar Kheriya Mod,2026-01-03,1225100.0,2026-02-26
17379,Normal/Others,CC Road from Arjun House to Yogesh House in Vinayak Nagar Sikandara,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Naveen Jain (2024-30) (2024-2030),Elected MP,CC Road from Arjun House to Yogesh House in Vinayak Nagar Sikandara,2026-01-03,1073300.0,2026-02-26
17380,Normal/Others,CC Road From Mangalam Aadhar Cornar to Dr vikas House in Krishana Kunj Colony Shastri Puram,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Naveen Jain (2024-30) (2024-2030),Elected MP,CC Road From Mangalam Aadhar Cornar to Dr vikas House in Krishana Kunj Colony Shastri Puram,2026-01-03,1607000.0,2026-02-26
17381,Normal/Others,CC Road Bhonu Sharma House to Boby Updhyay House in Mahadev Nagar Jangeet Nagar Vard no 23,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Naveen Jain (2024-30) (2024-2030),Elected MP,CC Road Bhonu Sharma House to Boby Updhyay House in Mahadev Nagar Jangeet Nagar Vard no 23,2026-01-03,442200.0,2026-02-26
17382,Normal/Others,CC Road Sant Kumar Tiwari House to Khajan Singh Daroga House in Mahadev Nagar Jangeet Nagar Vard no 23,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Naveen Jain (2024-30) (2024-2030),Elected MP,CC Road Sant Kumar Tiwari House to Khajan Singh Daroga House in Mahadev Nagar Jangeet Nagar Vard no 23,2026-01-03,1885500.0,2026-02-26
17383,Normal/Others,CC Road From Varsha Kulshresht House to Vivek Dwedi House in Villagr Bainpur Majara Chuchain UttamGiri Extsan,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Naveen Jain (2024-30) (2024-2030),Elected MP,CC Road From Varsha Kulshresht House to Vivek Dwedi House in Villagr Bainpur Majara Chuchain UttamGiri Extsan,2026-01-03,1595700.0,2026-02-26
17384,Normal/Others,CC Road From Main Gate of UttamGiri Extsan to sorabh Katiya House in Villagr Bainpur Majara Chuchain UttamGiri Extsan,Uttar Pradesh,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Naveen Jain (2024-30) (2024-2030),Elected MP,CC Road From Main Gate of UttamGiri Extsan to sorabh Katiya House in Villagr Bainpur Majara Chuchain UttamGiri Extsan,2026-01-03,1283400.0,2026-02-26
17385,Normal/Others,Construction of Community Hall near Pabda Market Shed at Pabda GP,Assam,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Kanad Purkayastha (2025-31) (2025-2031),Elected MP,Construction of Community Hall near Pabda Market Shed at Pabda GP,2026-01-04,1000000.0,
17386,Normal/Others,"Construction of Community Hall at Mankush, Dilkush GP",Assam,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Kanad Purkayastha (2025-31) (2025-2031),Elected MP,"Construction of Community Hall at Mankush, Dilkush GP",2026-01-04,800000.0,
17387,Normal/Others,Construction of Community hall at Chengjur Manipuri Basti at Boali Chengjur GP,Assam,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Kanad Purkayastha (2025-31) (2025-2031),Elected MP,Construction of Community hall at Chengjur Manipuri Basti at Boali Chengjur GP,2026-01-04,1000000.0,
17388,Normal/Others,Construction of Community Hall near Pratap Baba Mandir at Jirighat GP,Assam,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Kanad Purkayastha (2025-31) (2025-2031),Elected MP,Construction of Community Hall near Pratap Baba Mandir at Jirighat GP,2026-01-04,1000000.0,
17389,Normal/Others,Construction of Community Hall near Lediacherra Bhairab Mandir at Borthol Lediacherra GP,Assam,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Kanad Purkayastha (2025-31) (2025-2031),Elected MP,Construction of Community Hall near Lediacherra Bhairab Mandir at Borthol Lediacherra GP,2026-01-04,1000000.0,
17390,Normal/Others,"Purchase of Medical van for Governing Body Kalpataru Institute of Entrepreneurs (NGO), Silchar at Silchar",Assam,CACHAR(DEPUTY COMMISSIONER CACHAR_IDA),Kanad Purkayastha (2025-31) (2025-2031),Elected MP,"Purchase of Medical van for Governing Body Kalpataru Institute of Entrepreneurs (NGO), Silchar at Silchar",2026-01-04,2000000.0,
17391,Trust And Society,For room construction in K R OPNE HEART INTER COLLEGE,Uttar Pradesh,LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,For room construction in K R OPNE HEART INTER COLLEGE,2026-01-22,1000000.0,
17392,Normal/Others,Interlocking work from the rajpal house to Rakesh Shakya house in Gangora village.,Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,Interlocking work from the rajpal house to Rakesh Shakya house in Gangora village.,2026-01-22,1470000.0,2026-02-23
17393,Normal/Others,Interlocking work from the lalram shop to manoj house in word no-20,Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,Interlocking work from the lalram shop to manoj house in word no-20,2026-01-22,1314000.0,2026-02-23
17394,Normal/Others,Interlocking work from Satyaveer Singh house to Rameshwar house in Chandora village.,Uttar Pradesh,BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA),B.L. Verma (2020-26) (2020-2026),Elected MP,Interlocking work from Satyaveer Singh house to Rameshwar house in Chandora village.,2026-01-22,1510000.0,2026-02-23
17395,Normal/Others,"Installation of CCTV in 200 Important Places in Khanakul-2 Gram Panchayat, Ramnagar, Hooghly, West Bengal",West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),Samik Bhattacharya (2024-30) (2024-2030),Elected MP,"Installation of CCTV in 200 Important Places in Khanakul-2 Gram Panchayat, Ramnagar, Hooghly, West Bengal",2026-01-04,2400000.0,
17396,Normal/Others,"Construction of a New Wooden Bridge (20 Metres) Over Kana Mundeshwari River from Karui to Puin under Tirol Gram Panchayat, under Arambag Block, Hooghly.",West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),Samik Bhattacharya (2024-30) (2024-2030),Elected MP,"Construction of a New Wooden Bridge (20 Metres) Over Kana Mundeshwari River from Karui to Puin under Tirol Gram Panchayat, under Arambag Block, Hooghly.",2026-01-04,1500000.0,
17397,Normal/Others,Construction of 2 class room building to ADW PRIMARY SCHOOL at Velur in Perambalur district,Tamil Nadu,PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA),Rajathi (2025-31) (2025-2031),Elected MP,Construction of 2 class room building to ADW PRIMARY SCHOOL at Velur in Perambalur district,2026-01-05,4700000.0,
17398,Normal/Others,"Supply of Laboratory Equipments to Government Higher Secondary School, War No.10, Mamallapuram Town, Chengalpattu District",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply of Laboratory Equipments to Government Higher Secondary School, War No.10, Mamallapuram Town, Chengalpattu District",2026-01-05,625000.0,2026-01-21
17399,Normal/Others,"Supply of Laboratory Equipments to Government Hiher Secondary School, Vengambakkam Panchayat, Thirukalukundram Panchayat Union, Chengalpattu District",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply of Laboratory Equipments to Government Hiher Secondary School, Vengambakkam Panchayat, Thirukalukundram Panchayat Union, Chengalpattu District",2026-01-05,625000.0,2026-01-21
17400,Normal/Others,"Supply of Laboratory Equipments to Government Higher Secondary School, Pandur village, Thirukalukundram Panchayat Union, Chengapattu District",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply of Laboratory Equipments to Government Higher Secondary School, Pandur village, Thirukalukundram Panchayat Union, Chengapattu District",2026-01-05,625000.0,2026-01-21
17401,Normal/Others,"Supply of Laboratory Equipments to Higher Secondary School, Pudupattinam Panchayat, Thirukalukundram Panchayat Union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply of Laboratory Equipments to Higher Secondary School, Pudupattinam Panchayat, Thirukalukundram Panchayat Union",2026-01-05,625000.0,2026-01-21
17402,Normal/Others,"Supply of Laboratory Equipments to Government Girls Higher Secondary School, Thirukalukundram Town Panchayat",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply of Laboratory Equipments to Government Girls Higher Secondary School, Thirukalukundram Town Panchayat",2026-01-05,625000.0,2026-01-21
17403,Normal/Others,"Supply and Erction of Solar High mast LED light 9 meters pole, at old ECR, Ilayanar kuppam Junction, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply and Erction of Solar High mast LED light 9 meters pole, at old ECR, Ilayanar kuppam Junction, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",2026-01-05,598904.0,2026-06-12
17404,Normal/Others,"Supply and Erection of High mast LED Solar Light at old ECR, Hajiar Nagar, Pudupattinam Panchayat, Thirukalukundram Panchayat Union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply and Erection of High mast LED Solar Light at old ECR, Hajiar Nagar, Pudupattinam Panchayat, Thirukalukundram Panchayat Union",2026-01-05,598904.0,2026-06-12
17405,Normal/Others,"Supply and Erction of Solar High mast LED light 9 meters pole, at old ECR, old Pallavan Nagar, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply and Erction of Solar High mast LED light 9 meters pole, at old ECR, old Pallavan Nagar, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",2026-01-05,598904.0,2026-06-12
17406,Normal/Others,"Supply and Erction of Solar High mast LED light 9 meters pole, at old ECR, Mahatma Gandhi nagar, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply and Erction of Solar High mast LED light 9 meters pole, at old ECR, Mahatma Gandhi nagar, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",2026-01-05,598904.0,2026-06-12
17407,Normal/Others,"Supply and Erction of Solar High mast LED light 9 meters pole, at bypass junction, near VAO office, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply and Erction of Solar High mast LED light 9 meters pole, at bypass junction, near VAO office, pudupattinam panchayat, ThirukalukPanchayat Panchayat union",2026-01-05,598904.0,2026-06-12
17408,Normal/Others,"Supply and Erction of Solar High mast LED light 9 meters pole at East Coast Road, near check post, Kolathur Panchayat, Sithamur Panchayat Union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply and Erction of Solar High mast LED light 9 meters pole at East Coast Road, near check post, Kolathur Panchayat, Sithamur Panchayat Union",2026-01-05,600000.0,2026-06-19
17409,Normal/Others,"Supply and Erction of Solar High mast LED light 9 meters pole at Chunampet Panchayat, Sithamur Panchayat Union",Tamil Nadu,CHENGALPATTU(District Collector Chengalpattu_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Supply and Erction of Solar High mast LED light 9 meters pole at Chunampet Panchayat, Sithamur Panchayat Union",2026-01-05,600000.0,2026-06-19
17410,Normal/Others,"Construction of Compound wall for community hall near sivan Koil at ward No.3, Annavasal Town Panchayat",Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Construction of Compound wall for community hall near sivan Koil at ward No.3, Annavasal Town Panchayat",2026-01-05,500000.0,2026-02-16
17411,Normal/Others,"Pvement of paver block Road behind sanitary workers Kudiyiruppu, Jeeva Nagar, Annavasal Town Panchayat",Tamil Nadu,PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Pvement of paver block Road behind sanitary workers Kudiyiruppu, Jeeva Nagar, Annavasal Town Panchayat",2026-01-05,350000.0,2026-02-02
17412,Normal/Others,"Laying of Paver block for play ground at Kadambur Hindu Nadar Higher Secondary School, PWD Department",Tamil Nadu,Thoothukkudi(DISTRICT COLLECTOR THOOTHUKUDI_IDA),M. Dhanapal (2025-31) (2025-2031),Elected MP,"Laying of Paver block for play ground at Kadambur Hindu Nadar Higher Secondary School, PWD Department",2026-01-05,1500000.0,
17413,Normal/Others,For construction of public library in the community building of Dhani Araiyan in Gram Panchayat Ramsara.,Rajasthan,HANUMANGARH(DISTRICT COLLECTOR HANUMANGARH_IDA),Pramod Tiwari (2022-28) (2022-2028),Elected MP,For construction of public library in the community building of Dhani Araiyan in Gram Panchayat Ramsara.,2026-01-05,500000.0,2026-03-06
17414,Normal/Others,Providing to CC Road from Viayaka Swamy temple to Main Road Prakash Nagar,Andhra Pradesh,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Ryaga Krishnaiah (2024-28) (2024-2028),Elected MP,Providing to CC Road from Viayaka Swamy temple to Main Road Prakash Nagar,2026-01-07,3900000.0,2026-01-12
17415,Normal/Others,Construction of shed work next to the gaushala (Khimasar) at Santalpur village,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of shed work next to the gaushala (Khimasar) at Santalpur village,2026-01-21,400000.0,2026-06-24
17416,Normal/Others,Gram panchayat Dhatrawada ke gyanoday school lalpur ujjain me dom nirman,Madhya Pradesh,UJJAIN(DISTRICT COLLECTOR UJJAIN_IDA),Balyogi Umeshnath (2024-30) (2024-2030),Elected MP,Gram panchayat Dhatrawada ke gyanoday school lalpur ujjain me dom nirman,2026-01-05,1740000.0,2026-04-01
17417,Trust And Society,"Construction of Library Building at Pally Mangal Yubak Samity , Baksa, Bagdah, North 24 Parganas, West Bengal- 743232",West Bengal,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Samik Bhattacharya (2024-30) (2024-2030),Elected MP,"Construction of Library Building at Pally Mangal Yubak Samity , Baksa, Bagdah, North 24 Parganas, West Bengal- 743232",2026-01-05,500000.0,
17418,Normal/Others,BLOCK BISRAKH KE GRAAM SAINI ME KANYA PATHSALA 2 KE PASS SARVJANIK STHAL ME,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,BLOCK BISRAKH KE GRAAM SAINI ME KANYA PATHSALA 2 KE PASS SARVJANIK STHAL ME,2026-01-08,842600.0,2026-07-17
17419,Normal/Others,"BLOCK DANKAUR KE GRAAM CHANDRAWAL, CHANDRAWALI ME LIBRARY PANCHAYAT BHAWAN KE PASS SARVJANIK STHAL KE PASS",Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,"BLOCK DANKAUR KE GRAAM CHANDRAWAL, CHANDRAWALI ME LIBRARY PANCHAYAT BHAWAN KE PASS SARVJANIK STHAL KE PASS",2026-01-08,842600.0,2026-07-17
17420,Normal/Others,BLOCK BISRAKH KE GRAAM BAMBAWAD KE BIIZ BHANDAAR KE PAAS SARVJANIK STHAL ME,Uttar Pradesh,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),Surendra Singh Nagar (2022-28) (2022-2028),Elected MP,BLOCK BISRAKH KE GRAAM BAMBAWAD KE BIIZ BHANDAAR KE PAAS SARVJANIK STHAL ME,2026-01-08,842600.0,2026-07-17
17421,Normal/Others,Balance work of community Toilet (bathroom)near Masjid at Sunjwan lower(panchayat) Block Satwari.,Jammu and Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Gulam Ali (2022-28) (2022-2028),Nominated MP,Balance work of community Toilet (bathroom)near Masjid at Sunjwan lower(panchayat) Block Satwari.,2026-01-05,1200000.0,2026-01-16
17422,Normal/Others,"Construction of platform and allied works at Lal Madarsa,panchayat Sunjwan Lower,Block Satwari",Jammu and Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Gulam Ali (2022-28) (2022-2028),Nominated MP,"Construction of platform and allied works at Lal Madarsa,panchayat Sunjwan Lower,Block Satwari",2026-01-05,500000.0,2026-01-16
17423,Normal/Others,"Construction of water tank at Panchayat lower Sunjwan,District Jammu",Jammu and Kashmir,JAMMU(DEPUTY COMMISSIONER JAMMU_IDA),Gulam Ali (2022-28) (2022-2028),Nominated MP,"Construction of water tank at Panchayat lower Sunjwan,District Jammu",2026-01-05,130000.0,2026-03-18
17424,Normal/Others,"Construction of Children Park with Beautification and Electrification Works Near Berhampore College, C.R. Das road, Ward No. 21 under Berhampore Municipality, Murshidabad, 742101.",West Bengal,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Mohammed Nadimul Haque (2024-30) (2024-2030),Elected MP,"Construction of Children Park with Beautification and Electrification Works Near Berhampore College, C.R. Das road, Ward No. 21 under Berhampore Municipality, Murshidabad, 742101.",2026-01-06,1000000.0,2026-02-18
17425,Normal/Others,"construction of lawn tennis court , pickle ball court , electric work (lawn tennis court and pickle ball) in PAP Ground at PAP Campus , jalandhar",Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Harbhajan Singh (2022-28) (2022-2028),Elected MP,"construction of lawn tennis court , pickle ball court , electric work (lawn tennis court and pickle ball) in PAP Ground at PAP Campus , jalandhar",2026-01-06,3431629.0,2026-02-04
17426,Normal/Others,"Construction of boundary wall at Ghosda GP Office ward No.5, Executive Agency-B.D.O Karanjia",Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),Sulata Deo (2022-28) (2022-2028),Elected MP,"Construction of boundary wall at Ghosda GP Office ward No.5, Executive Agency-B.D.O Karanjia",2026-01-06,1000000.0,2026-02-11
17427,Normal/Others,"Construction of Culvert and Protection wall at Mahadevdeuli Shiva Mandira Road, Ward No.1, Executive Agency-B.D.O. Karanjia",Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),Sulata Deo (2022-28) (2022-2028),Elected MP,"Construction of Culvert and Protection wall at Mahadevdeuli Shiva Mandira Road, Ward No.1, Executive Agency-B.D.O. Karanjia",2026-01-06,1000000.0,2026-02-11
17428,Normal/Others,"Construction of Culvert and Protection wall at Mahadevdeuli village road, Ward No.1, Executive Agency-B.D.O. Karanjia",Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),Sulata Deo (2022-28) (2022-2028),Elected MP,"Construction of Culvert and Protection wall at Mahadevdeuli village road, Ward No.1, Executive Agency-B.D.O. Karanjia",2026-01-06,1000000.0,2026-02-11
17429,Normal/Others,"Installation of Solar street light at Kundabai village, Ward No.5, G.P. Kundabai, Block-Udala, Executive Agency-ITDA-Kaptipada",Odisha,MAYURBHANJ(DISTRICT COLLECTOR MAYURBHANJ_IDA),Sulata Deo (2022-28) (2022-2028),Elected MP,"Installation of Solar street light at Kundabai village, Ward No.5, G.P. Kundabai, Block-Udala, Executive Agency-ITDA-Kaptipada",2026-01-06,1000000.0,2026-02-11
